t,R,D_eff,M_tau,R_ok,D_ok,M_ok,Pi_window,Access_all,dataset,subject,condition,eyes,recording,filename,band
1.5,0.09874191951884975,9.61041137205281,0.0016993762332743127,True,False,True,0.6666666666666666,0,FarnesKetamine,210,awake,open,2,210_20161207_0002eyesOpen_afterICA.set,alpha
3.004,0.091777234256298,10.081694081018975,0.00170449875031752,True,False,True,0.6666666666666666,0,FarnesKetamine,210,awake,open,2,210_20161207_0002eyesOpen_afterICA.set,alpha
4.508,0.07954840145849779,7.4020880999336525,0.0022574487748574213,True,True,True,1.0,1,FarnesKetamine,210,awake,open,2,210_20161207_0002eyesOpen_afterICA.set,alpha
6.012,0.0793764037152961,6.975781198109551,0.0025997505655573796,True,True,True,1.0,1,FarnesKetamine,210,awake,open,2,210_20161207_0002eyesOpen_afterICA.set,alpha
7.516,0.06943193948896248,7.657143386691941,0.0014750763679738674,False,True,True,0.6666666666666666,0,FarnesKetamine,210,awake,open,2,210_20161207_0002eyesOpen_afterICA.set,alpha
9.02,0.07570494584261397,7.707350962274146,0.0016804477971499162,False,True,True,0.6666666666666666,0,FarnesKetamine,210,awake,open,2,210_20161207_0002eyesOpen_afterICA.set,alpha
10.524,0.07744125583333819,8.037262895776205,0.0015619574767070606,False,True,True,0.6666666666666666,0,FarnesKetamine,210,awake,open,2,210_20161207_0002eyesOpen_afterICA.set,alpha
12.028,0.07985166367780298,7.092226871207502,0.001557269557397344,True,True,True,1.0,1,FarnesKetamine,210,awake,open,2,210_20161207_0002eyesOpen_afterICA.set,alpha
13.532,0.09311826522862486,6.0773601795958205,0.0019297522052051192,True,True,True,1.0,1,FarnesKetamine,210,awake,open,2,210_20161207_0002eyesOpen_afterICA.set,alpha
15.036,0.08447803623841611,6.592726353595918,0.0018475112564030696,True,True,True,1.0,1,FarnesKetamine,210,awake,open,2,210_20161207_0002eyesOpen_afterICA.set,alpha
16.54,0.07915664673967591,6.364138927203064,0.0015628562403955364,True,True,True,1.0,1,FarnesKetamine,210,awake,open,2,210_20161207_0002eyesOpen_afterICA.set,alpha
18.044,0.08283890261853145,5.846791909806521,0.0015425947875089,True,True,True,1.0,1,FarnesKetamine,210,awake,open,2,210_20161207_0002eyesOpen_afterICA.set,alpha
19.548,0.08219583939282521,6.603857341384366,0.001823801197532413,True,True,True,1.0,1,FarnesKetamine,210,awake,open,2,210_20161207_0002eyesOpen_afterICA.set,alpha
21.052,0.08859504941796903,7.2991395667535235,0.0018958641841061122,True,True,True,1.0,1,FarnesKetamine,210,awake,open,2,210_20161207_0002eyesOpen_afterICA.set,alpha
22.556,0.09149928061212673,6.324589256798145,0.0018797002376288133,True,True,True,1.0,1,FarnesKetamine,210,awake,open,2,210_20161207_0002eyesOpen_afterICA.set,alpha
24.06,0.10183999936128552,5.799778115590414,0.0022648602851190387,True,True,True,1.0,1,FarnesKetamine,210,awake,open,2,210_20161207_0002eyesOpen_afterICA.set,alpha
25.564,0.10231039991753722,8.407185917947839,0.0022149351516580116,True,True,True,1.0,1,FarnesKetamine,210,awake,open,2,210_20161207_0002eyesOpen_afterICA.set,alpha
27.068,0.11108853525473072,5.262375236139882,0.0021190981576772075,True,True,True,1.0,1,FarnesKetamine,210,awake,open,2,210_20161207_0002eyesOpen_afterICA.set,alpha
28.572,0.10300220977547685,4.310810572859666,0.002626035573621886,True,True,True,1.0,1,FarnesKetamine,210,awake,open,2,210_20161207_0002eyesOpen_afterICA.set,alpha
30.076,0.07330597505146066,4.27209792921422,0.0016104547258228425,False,True,True,0.6666666666666666,0,FarnesKetamine,210,awake,open,2,210_20161207_0002eyesOpen_afterICA.set,alpha
31.58,0.07988066916318165,6.288472550790154,0.0023974762403351415,True,True,True,1.0,1,FarnesKetamine,210,awake,open,2,210_20161207_0002eyesOpen_afterICA.set,alpha
33.084,0.0817083348005292,8.81744110058677,0.002717690117517114,True,True,True,1.0,1,FarnesKetamine,210,awake,open,2,210_20161207_0002eyesOpen_afterICA.set,alpha
34.588,0.08309901345387984,7.43281139285124,0.0015067393388390748,True,True,True,1.0,1,FarnesKetamine,210,awake,open,2,210_20161207_0002eyesOpen_afterICA.set,alpha
36.092,0.09430554580153898,7.337413763136065,0.001530322785904781,True,True,True,1.0,1,FarnesKetamine,210,awake,open,2,210_20161207_0002eyesOpen_afterICA.set,alpha
37.596,0.09758029226195936,8.946542307693166,0.0023356827653500042,True,True,True,1.0,1,FarnesKetamine,210,awake,open,2,210_20161207_0002eyesOpen_afterICA.set,alpha
39.1,0.09136610229382237,7.777945569954794,0.002602558755181131,True,True,True,1.0,1,FarnesKetamine,210,awake,open,2,210_20161207_0002eyesOpen_afterICA.set,alpha
40.604,0.0933999578492466,7.870597604028938,0.003424833487738263,True,True,True,1.0,1,FarnesKetamine,210,awake,open,2,210_20161207_0002eyesOpen_afterICA.set,alpha
42.108,0.09983049470120584,9.208378401192231,0.003241297778362107,True,False,True,0.6666666666666666,0,FarnesKetamine,210,awake,open,2,210_20161207_0002eyesOpen_afterICA.set,alpha
43.612,0.09131734540200029,10.049740502716372,0.0017483549533367168,True,False,True,0.6666666666666666,0,FarnesKetamine,210,awake,open,2,210_20161207_0002eyesOpen_afterICA.set,alpha
45.116,0.08631196225258506,8.325687109052447,0.0013077514061374494,True,True,False,0.6666666666666666,0,FarnesKetamine,210,awake,open,2,210_20161207_0002eyesOpen_afterICA.set,alpha
46.62,0.08513847786514782,5.370008209977682,0.001318810577878924,True,True,False,0.6666666666666666,0,FarnesKetamine,210,awake,open,2,210_20161207_0002eyesOpen_afterICA.set,alpha
48.124,0.10471875979743613,6.489679077483208,0.0020861335092131387,True,True,True,1.0,1,FarnesKetamine,210,awake,open,2,210_20161207_0002eyesOpen_afterICA.set,alpha
49.628,0.1179043399279374,7.173031487933475,0.0019371168230706128,True,True,True,1.0,1,FarnesKetamine,210,awake,open,2,210_20161207_0002eyesOpen_afterICA.set,alpha
51.132,0.10082201240926704,7.483287238935594,0.0026768950904359464,True,True,True,1.0,1,FarnesKetamine,210,awake,open,2,210_20161207_0002eyesOpen_afterICA.set,alpha
52.636,0.09055135554355263,8.048455966733961,0.0022763050642250413,True,True,True,1.0,1,FarnesKetamine,210,awake,open,2,210_20161207_0002eyesOpen_afterICA.set,alpha
54.14,0.08943922555534611,7.020301772693094,0.0014104662688671193,True,True,False,0.6666666666666666,0,FarnesKetamine,210,awake,open,2,210_20161207_0002eyesOpen_afterICA.set,alpha
55.644,0.10023966389041569,6.926204536773631,0.002310075083561103,True,True,True,1.0,1,FarnesKetamine,210,awake,open,2,210_20161207_0002eyesOpen_afterICA.set,alpha
57.148,0.10137230352931602,7.772580760980255,0.002330181613406419,True,True,True,1.0,1,FarnesKetamine,210,awake,open,2,210_20161207_0002eyesOpen_afterICA.set,alpha
58.652,0.09010475587607193,5.803085944805829,0.0017853828403296373,True,True,True,1.0,1,FarnesKetamine,210,awake,open,2,210_20161207_0002eyesOpen_afterICA.set,alpha
60.156,0.0809166677344263,4.850263042301381,0.0018730989794033934,True,True,True,1.0,1,FarnesKetamine,210,awake,open,2,210_20161207_0002eyesOpen_afterICA.set,alpha
61.66,0.07346647958340884,6.228377383134306,0.0012059818863313706,False,True,False,0.3333333333333333,0,FarnesKetamine,210,awake,open,2,210_20161207_0002eyesOpen_afterICA.set,alpha
63.164,0.06848464449181654,9.791309092735933,0.0010422310339438488,False,False,False,0.0,0,FarnesKetamine,210,awake,open,2,210_20161207_0002eyesOpen_afterICA.set,alpha
64.668,0.07143943598956538,8.05905830921554,0.0016434686281821813,False,True,True,0.6666666666666666,0,FarnesKetamine,210,awake,open,2,210_20161207_0002eyesOpen_afterICA.set,alpha
66.172,0.11075637640266502,7.613200459296515,0.00256624619140147,True,True,True,1.0,1,FarnesKetamine,210,awake,open,2,210_20161207_0002eyesOpen_afterICA.set,alpha
67.676,0.13085586829612592,8.583046473295083,0.0020473864893706087,True,True,True,1.0,1,FarnesKetamine,210,awake,open,2,210_20161207_0002eyesOpen_afterICA.set,alpha
69.18,0.10973045455437443,8.846459115048496,0.0029832153877257022,True,True,True,1.0,1,FarnesKetamine,210,awake,open,2,210_20161207_0002eyesOpen_afterICA.set,alpha
70.684,0.08508182673156009,7.8252682741698205,0.0023398587013940784,True,True,True,1.0,1,FarnesKetamine,210,awake,open,2,210_20161207_0002eyesOpen_afterICA.set,alpha
72.188,0.07362084794886865,7.175206085640286,0.0011373972509455333,False,True,False,0.3333333333333333,0,FarnesKetamine,210,awake,open,2,210_20161207_0002eyesOpen_afterICA.set,alpha
73.692,0.07811048046197178,7.800613534143198,0.0011288253370051228,False,True,False,0.3333333333333333,0,FarnesKetamine,210,awake,open,2,210_20161207_0002eyesOpen_afterICA.set,alpha
75.196,0.07681839007870735,8.008009192486547,0.0014155744156084066,False,True,False,0.3333333333333333,0,FarnesKetamine,210,awake,open,2,210_20161207_0002eyesOpen_afterICA.set,alpha
76.7,0.07927443993260677,7.301774852326119,0.002083879083576725,True,True,True,1.0,1,FarnesKetamine,210,awake,open,2,210_20161207_0002eyesOpen_afterICA.set,alpha
78.204,0.07868940203948564,7.092825945268301,0.0017764920969199742,True,True,True,1.0,1,FarnesKetamine,210,awake,open,2,210_20161207_0002eyesOpen_afterICA.set,alpha
79.708,0.07326335048928195,5.876659117402237,0.001478913147093697,False,True,True,0.6666666666666666,0,FarnesKetamine,210,awake,open,2,210_20161207_0002eyesOpen_afterICA.set,alpha
81.212,0.112352748399374,5.409552504771004,0.0030086993238302153,True,True,True,1.0,1,FarnesKetamine,210,awake,open,2,210_20161207_0002eyesOpen_afterICA.set,alpha
82.716,0.11889263246973027,5.062524816193589,0.0027392565762964895,True,True,True,1.0,1,FarnesKetamine,210,awake,open,2,210_20161207_0002eyesOpen_afterICA.set,alpha
84.22,0.10502787777384033,7.803308724434684,0.002965378984582668,True,True,True,1.0,1,FarnesKetamine,210,awake,open,2,210_20161207_0002eyesOpen_afterICA.set,alpha
85.724,0.11138287467604498,9.070084038257201,0.0031607014053479355,True,False,True,0.6666666666666666,0,FarnesKetamine,210,awake,open,2,210_20161207_0002eyesOpen_afterICA.set,alpha
87.228,0.09167404395554438,9.823882743895192,0.002694403703471834,True,False,True,0.6666666666666666,0,FarnesKetamine,210,awake,open,2,210_20161207_0002eyesOpen_afterICA.set,alpha
88.732,0.06813677593579072,7.3846448834748015,0.0016805134486201792,False,True,True,0.6666666666666666,0,FarnesKetamine,210,awake,open,2,210_20161207_0002eyesOpen_afterICA.set,alpha
90.236,0.07969844068290004,5.923759074765316,0.0023546994552435707,True,True,True,1.0,1,FarnesKetamine,210,awake,open,2,210_20161207_0002eyesOpen_afterICA.set,alpha
91.74,0.09284209125025412,8.574463402104463,0.003035841589434097,True,True,True,1.0,1,FarnesKetamine,210,awake,open,2,210_20161207_0002eyesOpen_afterICA.set,alpha
93.244,0.09769819154903435,9.331186030479996,0.0032523270481273946,True,False,True,0.6666666666666666,0,FarnesKetamine,210,awake,open,2,210_20161207_0002eyesOpen_afterICA.set,alpha
94.748,0.1151690798159395,8.699493143624819,0.004194944515262634,True,True,False,0.6666666666666666,0,FarnesKetamine,210,awake,open,2,210_20161207_0002eyesOpen_afterICA.set,alpha
96.252,0.10185825136636277,8.637267539000828,0.004381745332893072,True,True,False,0.6666666666666666,0,FarnesKetamine,210,awake,open,2,210_20161207_0002eyesOpen_afterICA.set,alpha
97.756,0.09561311833047398,9.36539558957167,0.004213493480435509,True,False,False,0.3333333333333333,0,FarnesKetamine,210,awake,open,2,210_20161207_0002eyesOpen_afterICA.set,alpha
99.26,0.0847229703597174,8.72966323448819,0.0036671402609088385,True,True,True,1.0,1,FarnesKetamine,210,awake,open,2,210_20161207_0002eyesOpen_afterICA.set,alpha
100.764,0.07425704961289395,6.72151923004043,0.0018206159692781515,False,True,True,0.6666666666666666,0,FarnesKetamine,210,awake,open,2,210_20161207_0002eyesOpen_afterICA.set,alpha
102.268,0.0830302858143418,5.420515359084264,0.0017453365358476238,True,True,True,1.0,1,FarnesKetamine,210,awake,open,2,210_20161207_0002eyesOpen_afterICA.set,alpha
103.772,0.09867058131713388,4.9933891887151525,0.00195849241187205,True,True,True,1.0,1,FarnesKetamine,210,awake,open,2,210_20161207_0002eyesOpen_afterICA.set,alpha
105.276,0.08905015112294734,6.569963244517129,0.0020027775768173624,True,True,True,1.0,1,FarnesKetamine,210,awake,open,2,210_20161207_0002eyesOpen_afterICA.set,alpha
106.78,0.08284777645132997,8.527888860990036,0.0019910476793642017,True,True,True,1.0,1,FarnesKetamine,210,awake,open,2,210_20161207_0002eyesOpen_afterICA.set,alpha
108.284,0.09116797470465343,9.870999100214764,0.002483437932387106,True,False,True,0.6666666666666666,0,FarnesKetamine,210,awake,open,2,210_20161207_0002eyesOpen_afterICA.set,alpha
109.788,0.08586306350172049,10.929455629761913,0.0020740310806699343,True,False,True,0.6666666666666666,0,FarnesKetamine,210,awake,open,2,210_20161207_0002eyesOpen_afterICA.set,alpha
111.292,0.08400297541995475,9.802226440574172,0.0025255216479873593,True,False,True,0.6666666666666666,0,FarnesKetamine,210,awake,open,2,210_20161207_0002eyesOpen_afterICA.set,alpha
112.796,0.08731651021998675,9.474988122315917,0.0026897038216524252,True,False,True,0.6666666666666666,0,FarnesKetamine,210,awake,open,2,210_20161207_0002eyesOpen_afterICA.set,alpha
114.3,0.08435905787358208,9.723731769298585,0.002251373366195095,True,False,True,0.6666666666666666,0,FarnesKetamine,210,awake,open,2,210_20161207_0002eyesOpen_afterICA.set,alpha
115.804,0.06994736778460958,10.489388716511831,0.0014650761437521437,False,False,False,0.0,0,FarnesKetamine,210,awake,open,2,210_20161207_0002eyesOpen_afterICA.set,alpha
117.308,0.07793657005347167,8.223299852686953,0.0025435625788516,False,True,True,0.6666666666666666,0,FarnesKetamine,210,awake,open,2,210_20161207_0002eyesOpen_afterICA.set,alpha
1.5,0.18920255690643223,6.655022958044104,0.003847503663318027,True,True,True,1.0,1,FarnesKetamine,210,awake,closed,3,210_20161207_0003eyesClosed_afterICA.set,alpha
3.004,0.18766531844606352,4.616513551499777,0.0046552632032021805,True,True,False,0.6666666666666666,0,FarnesKetamine,210,awake,closed,3,210_20161207_0003eyesClosed_afterICA.set,alpha
4.508,0.16769784062696547,4.046746392516366,0.003526335495769634,True,True,True,1.0,1,FarnesKetamine,210,awake,closed,3,210_20161207_0003eyesClosed_afterICA.set,alpha
6.012,0.14585490722284739,3.8394678754359006,0.0019573125459857246,True,False,True,0.6666666666666666,0,FarnesKetamine,210,awake,closed,3,210_20161207_0003eyesClosed_afterICA.set,alpha
7.516,0.14185039899027455,4.260668903729631,0.0034062565982613665,True,True,True,1.0,1,FarnesKetamine,210,awake,closed,3,210_20161207_0003eyesClosed_afterICA.set,alpha
9.02,0.13906799394020697,4.448866336849209,0.0037940471218312435,True,True,True,1.0,1,FarnesKetamine,210,awake,closed,3,210_20161207_0003eyesClosed_afterICA.set,alpha
10.524,0.17279657069932572,4.208782280971767,0.003447627116379498,True,True,True,1.0,1,FarnesKetamine,210,awake,closed,3,210_20161207_0003eyesClosed_afterICA.set,alpha
12.028,0.20340134261386714,5.248468340228791,0.003183597592240791,True,True,True,1.0,1,FarnesKetamine,210,awake,closed,3,210_20161207_0003eyesClosed_afterICA.set,alpha
13.532,0.18563456193321567,5.403339030990057,0.0031708908970441113,True,True,True,1.0,1,FarnesKetamine,210,awake,closed,3,210_20161207_0003eyesClosed_afterICA.set,alpha
15.036,0.1352061571508501,5.820469982812156,0.0028744782037981266,True,True,True,1.0,1,FarnesKetamine,210,awake,closed,3,210_20161207_0003eyesClosed_afterICA.set,alpha
16.54,0.10973135603707772,5.420366834764174,0.002092841342865024,True,True,True,1.0,1,FarnesKetamine,210,awake,closed,3,210_20161207_0003eyesClosed_afterICA.set,alpha
18.044,0.14780456442327383,5.09908475108427,0.0038550092371269287,True,True,True,1.0,1,FarnesKetamine,210,awake,closed,3,210_20161207_0003eyesClosed_afterICA.set,alpha
19.548,0.1634140631283938,4.892952953078248,0.002497034823090974,True,True,True,1.0,1,FarnesKetamine,210,awake,closed,3,210_20161207_0003eyesClosed_afterICA.set,alpha
21.052,0.15419491482710715,4.769153930965881,0.001425450542620564,True,True,False,0.6666666666666666,0,FarnesKetamine,210,awake,closed,3,210_20161207_0003eyesClosed_afterICA.set,alpha
22.556,0.14847495901682758,3.3077037560727596,0.0013391439238414765,True,False,False,0.3333333333333333,0,FarnesKetamine,210,awake,closed,3,210_20161207_0003eyesClosed_afterICA.set,alpha
24.06,0.15490830098465055,2.901300428564038,0.001525347875328145,True,False,True,0.6666666666666666,0,FarnesKetamine,210,awake,closed,3,210_20161207_0003eyesClosed_afterICA.set,alpha
25.564,0.12885213822003744,2.9438518256569424,0.0033383905463507694,True,False,True,0.6666666666666666,0,FarnesKetamine,210,awake,closed,3,210_20161207_0003eyesClosed_afterICA.set,alpha
27.068,0.12116735170560848,3.1426343200390225,0.003628950446535806,True,False,True,0.6666666666666666,0,FarnesKetamine,210,awake,closed,3,210_20161207_0003eyesClosed_afterICA.set,alpha
28.572,0.16051824722211172,4.261348281638317,0.0035569922484695285,True,True,True,1.0,1,FarnesKetamine,210,awake,closed,3,210_20161207_0003eyesClosed_afterICA.set,alpha
30.076,0.16466452368820686,4.382623006179009,0.0029060750143035303,True,True,True,1.0,1,FarnesKetamine,210,awake,closed,3,210_20161207_0003eyesClosed_afterICA.set,alpha
31.58,0.1694682223034624,3.783139337144921,0.0015283588211728895,True,False,True,0.6666666666666666,0,FarnesKetamine,210,awake,closed,3,210_20161207_0003eyesClosed_afterICA.set,alpha
33.084,0.17137763764953548,4.871340664863892,0.001969747716518603,True,True,True,1.0,1,FarnesKetamine,210,awake,closed,3,210_20161207_0003eyesClosed_afterICA.set,alpha
34.588,0.17270552694699276,6.531351855908273,0.004160041671091515,True,True,False,0.6666666666666666,0,FarnesKetamine,210,awake,closed,3,210_20161207_0003eyesClosed_afterICA.set,alpha
36.092,0.15416095578382186,5.209980860483332,0.005148220582266955,True,True,False,0.6666666666666666,0,FarnesKetamine,210,awake,closed,3,210_20161207_0003eyesClosed_afterICA.set,alpha
37.596,0.12026181008028457,4.156901797949582,0.004023999611951053,True,True,True,1.0,1,FarnesKetamine,210,awake,closed,3,210_20161207_0003eyesClosed_afterICA.set,alpha
39.1,0.08830650523813806,3.489257166092081,0.002763702810599508,True,False,True,0.6666666666666666,0,FarnesKetamine,210,awake,closed,3,210_20161207_0003eyesClosed_afterICA.set,alpha
40.604,0.08812554799852963,5.064629298064153,0.002056762758054304,True,True,True,1.0,1,FarnesKetamine,210,awake,closed,3,210_20161207_0003eyesClosed_afterICA.set,alpha
42.108,0.1217508559583896,6.872516523228361,0.0022751288246588633,True,True,True,1.0,1,FarnesKetamine,210,awake,closed,3,210_20161207_0003eyesClosed_afterICA.set,alpha
43.612,0.1256781397048027,7.645172661620791,0.004026781504372412,True,True,True,1.0,1,FarnesKetamine,210,awake,closed,3,210_20161207_0003eyesClosed_afterICA.set,alpha
45.116,0.13652230671607202,7.052396123191325,0.005589734337680354,True,True,False,0.6666666666666666,0,FarnesKetamine,210,awake,closed,3,210_20161207_0003eyesClosed_afterICA.set,alpha
46.62,0.1472468730934465,6.062086589922627,0.004354123939068722,True,True,False,0.6666666666666666,0,FarnesKetamine,210,awake,closed,3,210_20161207_0003eyesClosed_afterICA.set,alpha
48.124,0.13796679640433301,6.59136294342237,0.00292730579099022,True,True,True,1.0,1,FarnesKetamine,210,awake,closed,3,210_20161207_0003eyesClosed_afterICA.set,alpha
49.628,0.1576440714421402,5.060904846450901,0.0029562142536875714,True,True,True,1.0,1,FarnesKetamine,210,awake,closed,3,210_20161207_0003eyesClosed_afterICA.set,alpha
51.132,0.16727204860179734,4.067107575311131,0.004190595307801479,True,True,False,0.6666666666666666,0,FarnesKetamine,210,awake,closed,3,210_20161207_0003eyesClosed_afterICA.set,alpha
52.636,0.20454868401607318,4.115513108187755,0.00696843311144254,True,True,False,0.6666666666666666,0,FarnesKetamine,210,awake,closed,3,210_20161207_0003eyesClosed_afterICA.set,alpha
54.14,0.23672763536783872,3.9317403296462277,0.0035107445203061876,True,True,True,1.0,1,FarnesKetamine,210,awake,closed,3,210_20161207_0003eyesClosed_afterICA.set,alpha
55.644,0.23128983807124973,4.173445932662625,0.003202114547567455,True,True,True,1.0,1,FarnesKetamine,210,awake,closed,3,210_20161207_0003eyesClosed_afterICA.set,alpha
57.148,0.2038481443767178,4.950413035745817,0.0054051993974769215,True,True,False,0.6666666666666666,0,FarnesKetamine,210,awake,closed,3,210_20161207_0003eyesClosed_afterICA.set,alpha
58.652,0.20338435274178387,4.519212997799249,0.00471457689455761,True,True,False,0.6666666666666666,0,FarnesKetamine,210,awake,closed,3,210_20161207_0003eyesClosed_afterICA.set,alpha
60.156,0.20975602720531955,4.618071196492184,0.00355048247982135,True,True,True,1.0,1,FarnesKetamine,210,awake,closed,3,210_20161207_0003eyesClosed_afterICA.set,alpha
61.66,0.15936706184222943,3.75153344473923,0.002117079531562871,True,False,True,0.6666666666666666,0,FarnesKetamine,210,awake,closed,3,210_20161207_0003eyesClosed_afterICA.set,alpha
63.164,0.148426737069104,4.63239975753166,0.0019621759753257573,True,True,True,1.0,1,FarnesKetamine,210,awake,closed,3,210_20161207_0003eyesClosed_afterICA.set,alpha
64.668,0.14993234065640668,5.8391694737698785,0.002368722192679748,True,True,True,1.0,1,FarnesKetamine,210,awake,closed,3,210_20161207_0003eyesClosed_afterICA.set,alpha
66.172,0.153557098984599,4.212167046264606,0.001948248448125215,True,True,True,1.0,1,FarnesKetamine,210,awake,closed,3,210_20161207_0003eyesClosed_afterICA.set,alpha
67.676,0.1540654275794414,2.8086680896507934,0.001436520611567681,True,False,False,0.3333333333333333,0,FarnesKetamine,210,awake,closed,3,210_20161207_0003eyesClosed_afterICA.set,alpha
69.18,0.1811696392187564,3.6490684420750585,0.0034964656260548783,True,False,True,0.6666666666666666,0,FarnesKetamine,210,awake,closed,3,210_20161207_0003eyesClosed_afterICA.set,alpha
70.684,0.17034171905193363,5.209991232869868,0.005452020452437227,True,True,False,0.6666666666666666,0,FarnesKetamine,210,awake,closed,3,210_20161207_0003eyesClosed_afterICA.set,alpha
72.188,0.1139796397913668,4.137064322969704,0.0028544494485842555,True,True,True,1.0,1,FarnesKetamine,210,awake,closed,3,210_20161207_0003eyesClosed_afterICA.set,alpha
73.692,0.12664402237693373,4.8688384180115065,0.0035461597392396496,True,True,True,1.0,1,FarnesKetamine,210,awake,closed,3,210_20161207_0003eyesClosed_afterICA.set,alpha
75.196,0.163247342221314,6.5454292447629685,0.0033425917921937717,True,True,True,1.0,1,FarnesKetamine,210,awake,closed,3,210_20161207_0003eyesClosed_afterICA.set,alpha
76.7,0.16580942992499384,5.08266145185626,0.0018361457785001382,True,True,True,1.0,1,FarnesKetamine,210,awake,closed,3,210_20161207_0003eyesClosed_afterICA.set,alpha
78.204,0.14463593823298937,3.9477588961129064,0.0007655769225428742,True,True,False,0.6666666666666666,0,FarnesKetamine,210,awake,closed,3,210_20161207_0003eyesClosed_afterICA.set,alpha
79.708,0.13228757478865258,3.7020541021047517,0.001986633690212093,True,False,True,0.6666666666666666,0,FarnesKetamine,210,awake,closed,3,210_20161207_0003eyesClosed_afterICA.set,alpha
81.212,0.14176658785645627,3.8694612672440916,0.003996264389570097,True,True,True,1.0,1,FarnesKetamine,210,awake,closed,3,210_20161207_0003eyesClosed_afterICA.set,alpha
82.716,0.13289646197011756,4.353002765148058,0.0034099164107336925,True,True,True,1.0,1,FarnesKetamine,210,awake,closed,3,210_20161207_0003eyesClosed_afterICA.set,alpha
84.22,0.12491053302114451,3.787072410459272,0.001695685016924261,True,False,True,0.6666666666666666,0,FarnesKetamine,210,awake,closed,3,210_20161207_0003eyesClosed_afterICA.set,alpha
85.724,0.14180029016786197,3.400915809468116,0.0013324033540488846,True,False,False,0.3333333333333333,0,FarnesKetamine,210,awake,closed,3,210_20161207_0003eyesClosed_afterICA.set,alpha
87.228,0.14871956753954596,3.9842818745549278,0.0023060528870904235,True,True,True,1.0,1,FarnesKetamine,210,awake,closed,3,210_20161207_0003eyesClosed_afterICA.set,alpha
88.732,0.13429446361763955,4.016638162680096,0.0024869733570452328,True,True,True,1.0,1,FarnesKetamine,210,awake,closed,3,210_20161207_0003eyesClosed_afterICA.set,alpha
90.236,0.10370635885964144,3.839880926374109,0.0014688551050748254,True,True,True,1.0,1,FarnesKetamine,210,awake,closed,3,210_20161207_0003eyesClosed_afterICA.set,alpha
91.74,0.09778614102305479,4.1273725133091155,0.001942801450492121,True,True,True,1.0,1,FarnesKetamine,210,awake,closed,3,210_20161207_0003eyesClosed_afterICA.set,alpha
93.244,0.12900314885328162,4.374881488924962,0.0039498423766001775,True,True,True,1.0,1,FarnesKetamine,210,awake,closed,3,210_20161207_0003eyesClosed_afterICA.set,alpha
94.748,0.1426963005060474,4.519774293410274,0.004084519474444826,True,True,True,1.0,1,FarnesKetamine,210,awake,closed,3,210_20161207_0003eyesClosed_afterICA.set,alpha
96.252,0.1319326011263878,4.616529510055892,0.0028090255382390746,True,True,True,1.0,1,FarnesKetamine,210,awake,closed,3,210_20161207_0003eyesClosed_afterICA.set,alpha
97.756,0.11075787961022322,4.28607503588231,0.002064729523967176,True,True,True,1.0,1,FarnesKetamine,210,awake,closed,3,210_20161207_0003eyesClosed_afterICA.set,alpha
99.26,0.15669662836942855,4.332448660315513,0.008277241562611216,True,True,False,0.6666666666666666,0,FarnesKetamine,210,awake,closed,3,210_20161207_0003eyesClosed_afterICA.set,alpha
100.764,0.19695016393835796,4.935714477953817,0.005153677187326528,True,True,False,0.6666666666666666,0,FarnesKetamine,210,awake,closed,3,210_20161207_0003eyesClosed_afterICA.set,alpha
102.268,0.1457404891356502,5.014540001561262,0.003193157722595586,True,True,True,1.0,1,FarnesKetamine,210,awake,closed,3,210_20161207_0003eyesClosed_afterICA.set,alpha
103.772,0.13321442051640547,4.18532692831666,0.003908204438879957,True,True,True,1.0,1,FarnesKetamine,210,awake,closed,3,210_20161207_0003eyesClosed_afterICA.set,alpha
105.276,0.13099966281180284,3.5525258620391846,0.003150242843533567,True,False,True,0.6666666666666666,0,FarnesKetamine,210,awake,closed,3,210_20161207_0003eyesClosed_afterICA.set,alpha
106.78,0.13736632994379572,3.4738911864237294,0.001946068368117303,True,False,True,0.6666666666666666,0,FarnesKetamine,210,awake,closed,3,210_20161207_0003eyesClosed_afterICA.set,alpha
108.284,0.15778774375592142,4.791396539964272,0.0016393421274883164,True,True,True,1.0,1,FarnesKetamine,210,awake,closed,3,210_20161207_0003eyesClosed_afterICA.set,alpha
109.788,0.15613127745942942,5.094219466263538,0.0009690165116950252,True,True,False,0.6666666666666666,0,FarnesKetamine,210,awake,closed,3,210_20161207_0003eyesClosed_afterICA.set,alpha
1.5,0.15821481495693782,5.609047066970982,0.0038377471128561366,True,True,True,1.0,1,FarnesKetamine,210,ketamine,closed,7,210_20161207_0007eyesCloed_afterICA.set,alpha
3.004,0.20477746759739296,5.582063039945329,0.004314907557190171,True,True,False,0.6666666666666666,0,FarnesKetamine,210,ketamine,closed,7,210_20161207_0007eyesCloed_afterICA.set,alpha
4.508,0.24184814617033318,4.338582813290901,0.003279303487045983,True,True,True,1.0,1,FarnesKetamine,210,ketamine,closed,7,210_20161207_0007eyesCloed_afterICA.set,alpha
6.012,0.23473894372958717,3.899186613098586,0.0016846082098333035,True,True,True,1.0,1,FarnesKetamine,210,ketamine,closed,7,210_20161207_0007eyesCloed_afterICA.set,alpha
7.516,0.19682114612904156,4.4731255679087605,0.003985095407876988,True,True,True,1.0,1,FarnesKetamine,210,ketamine,closed,7,210_20161207_0007eyesCloed_afterICA.set,alpha
