t,R,D_eff,M_tau,R_ok,D_ok,M_ok,Pi_window,Access_all,dataset,subject,condition,filename,band,run,eyes
48.124,0.22444124343607896,59.8532189457745,0.002593728934650003,True,True,True,1.0,1,DS005620,1010,sed,sub-1010_task-sed_acq-rest_run-3_eeg.vhdr,alpha,3,
49.628,0.23361277159731286,59.874767159841824,0.0020959305947134297,True,True,True,1.0,1,DS005620,1010,sed,sub-1010_task-sed_acq-rest_run-3_eeg.vhdr,alpha,3,
51.132,0.2049597013747595,59.88210628736307,0.0017664468003871564,True,True,True,1.0,1,DS005620,1010,sed,sub-1010_task-sed_acq-rest_run-3_eeg.vhdr,alpha,3,
52.636,0.2122329675241308,59.90993311973928,0.002787203843673799,True,True,True,1.0,1,DS005620,1010,sed,sub-1010_task-sed_acq-rest_run-3_eeg.vhdr,alpha,3,
54.14,0.21792194575790338,59.90958190537519,0.00446230582557012,True,True,False,0.6666666666666666,0,DS005620,1010,sed,sub-1010_task-sed_acq-rest_run-3_eeg.vhdr,alpha,3,
55.644,0.22645969534321783,59.804182519271656,0.0041221928533752925,True,True,False,0.6666666666666666,0,DS005620,1010,sed,sub-1010_task-sed_acq-rest_run-3_eeg.vhdr,alpha,3,
57.148,0.22459049066004624,59.881016635742135,0.004095073814088647,True,True,False,0.6666666666666666,0,DS005620,1010,sed,sub-1010_task-sed_acq-rest_run-3_eeg.vhdr,alpha,3,
58.652,0.2267614382739411,59.80499583196234,0.003760927239474595,True,True,True,1.0,1,DS005620,1010,sed,sub-1010_task-sed_acq-rest_run-3_eeg.vhdr,alpha,3,
60.156,0.2306008478596229,59.89333176348846,0.0019590566603880943,True,True,True,1.0,1,DS005620,1010,sed,sub-1010_task-sed_acq-rest_run-3_eeg.vhdr,alpha,3,
61.66,0.22580061952938138,59.88056758278378,0.0031213931760058302,True,True,True,1.0,1,DS005620,1010,sed,sub-1010_task-sed_acq-rest_run-3_eeg.vhdr,alpha,3,
63.164,0.23835817868985118,59.921200347229785,0.0035060378284742567,True,True,True,1.0,1,DS005620,1010,sed,sub-1010_task-sed_acq-rest_run-3_eeg.vhdr,alpha,3,
64.668,0.27851099752737574,59.9541064486504,0.00310753325532691,True,True,True,1.0,1,DS005620,1010,sed,sub-1010_task-sed_acq-rest_run-3_eeg.vhdr,alpha,3,
66.172,0.2360333033064383,59.98004044089125,0.003573689288456548,True,True,True,1.0,1,DS005620,1010,sed,sub-1010_task-sed_acq-rest_run-3_eeg.vhdr,alpha,3,
67.676,0.26880123934726174,59.87403964040833,0.003473548034748133,True,True,True,1.0,1,DS005620,1010,sed,sub-1010_task-sed_acq-rest_run-3_eeg.vhdr,alpha,3,
69.18,0.3166717053743619,60.0170584724312,0.003414173711600103,True,True,True,1.0,1,DS005620,1010,sed,sub-1010_task-sed_acq-rest_run-3_eeg.vhdr,alpha,3,
70.684,0.345903839914185,60.071774162600995,0.004139934427415884,True,False,False,0.3333333333333333,0,DS005620,1010,sed,sub-1010_task-sed_acq-rest_run-3_eeg.vhdr,alpha,3,
72.188,0.31590731426729707,59.9884365322579,0.003824725179901463,True,True,True,1.0,1,DS005620,1010,sed,sub-1010_task-sed_acq-rest_run-3_eeg.vhdr,alpha,3,
73.692,0.27230910279854653,59.956548933844374,0.003480164844250747,True,True,True,1.0,1,DS005620,1010,sed,sub-1010_task-sed_acq-rest_run-3_eeg.vhdr,alpha,3,
75.196,0.21092371948850439,59.925812527347496,0.0037243993311756635,True,True,True,1.0,1,DS005620,1010,sed,sub-1010_task-sed_acq-rest_run-3_eeg.vhdr,alpha,3,
76.7,0.2106893470945162,59.79528975636233,0.0059173109713593795,True,True,False,0.6666666666666666,0,DS005620,1010,sed,sub-1010_task-sed_acq-rest_run-3_eeg.vhdr,alpha,3,
78.204,0.1958071364058712,59.83084061757082,0.009712997331284954,True,True,False,0.6666666666666666,0,DS005620,1010,sed,sub-1010_task-sed_acq-rest_run-3_eeg.vhdr,alpha,3,
79.708,0.279063691951218,60.033208641118414,0.007443019980458442,True,False,False,0.3333333333333333,0,DS005620,1010,sed,sub-1010_task-sed_acq-rest_run-3_eeg.vhdr,alpha,3,
81.212,0.24005076915554374,59.96081847995766,0.00365128570576508,True,True,True,1.0,1,DS005620,1010,sed,sub-1010_task-sed_acq-rest_run-3_eeg.vhdr,alpha,3,
82.716,0.25727316342122614,59.982922693588606,0.0029624137567118344,True,True,True,1.0,1,DS005620,1010,sed,sub-1010_task-sed_acq-rest_run-3_eeg.vhdr,alpha,3,
84.22,0.27013670034822757,60.019891465691444,0.002641310030517251,True,True,True,1.0,1,DS005620,1010,sed,sub-1010_task-sed_acq-rest_run-3_eeg.vhdr,alpha,3,
85.724,0.23396319121909662,59.89948065004323,0.0024396544261877937,True,True,True,1.0,1,DS005620,1010,sed,sub-1010_task-sed_acq-rest_run-3_eeg.vhdr,alpha,3,
87.228,0.2524709388618865,59.925211066097184,0.003703182229084159,True,True,True,1.0,1,DS005620,1010,sed,sub-1010_task-sed_acq-rest_run-3_eeg.vhdr,alpha,3,
1.5,0.258094604955981,59.95781260043855,0.0028382165316504847,True,True,True,1.0,1,DS005620,1016,awake,sub-1016_task-awake_acq-EC_eeg.vhdr,alpha,,
3.004,0.26128969643657046,60.00185819972668,0.003491355859363214,True,True,True,1.0,1,DS005620,1016,awake,sub-1016_task-awake_acq-EC_eeg.vhdr,alpha,,
4.508,0.1790227189749676,59.82830824171919,0.0030500324194377036,True,True,True,1.0,1,DS005620,1016,awake,sub-1016_task-awake_acq-EC_eeg.vhdr,alpha,,
6.012,0.1755672419743638,59.85741535214186,0.0023682552891928013,False,True,True,0.6666666666666666,0,DS005620,1016,awake,sub-1016_task-awake_acq-EC_eeg.vhdr,alpha,,
7.516,0.23205183564395204,59.92207130790089,0.0019472270986259292,True,True,True,1.0,1,DS005620,1016,awake,sub-1016_task-awake_acq-EC_eeg.vhdr,alpha,,
9.02,0.25407715990151786,59.98867679066305,0.001758218837979134,True,True,False,0.6666666666666666,0,DS005620,1016,awake,sub-1016_task-awake_acq-EC_eeg.vhdr,alpha,,
10.524,0.307003638441978,60.05952008259398,0.007411497446957404,True,False,False,0.3333333333333333,0,DS005620,1016,awake,sub-1016_task-awake_acq-EC_eeg.vhdr,alpha,,
12.028,0.280698509063677,60.02083232874718,0.007465460517809324,True,True,False,0.6666666666666666,0,DS005620,1016,awake,sub-1016_task-awake_acq-EC_eeg.vhdr,alpha,,
13.532,0.24298674422577696,59.94268252987741,0.0035544215888272945,True,True,True,1.0,1,DS005620,1016,awake,sub-1016_task-awake_acq-EC_eeg.vhdr,alpha,,
15.036,0.21182129277171635,59.82501580288816,0.0041034658068415455,True,True,True,1.0,1,DS005620,1016,awake,sub-1016_task-awake_acq-EC_eeg.vhdr,alpha,,
16.54,0.21316733149571163,59.830610636410164,0.003934049338779427,True,True,True,1.0,1,DS005620,1016,awake,sub-1016_task-awake_acq-EC_eeg.vhdr,alpha,,
18.044,0.22848676558235317,59.91667701417988,0.0018427923668710212,True,True,False,0.6666666666666666,0,DS005620,1016,awake,sub-1016_task-awake_acq-EC_eeg.vhdr,alpha,,
19.548,0.16101747222462398,59.816209867489654,0.0023815183264917707,False,True,True,0.6666666666666666,0,DS005620,1016,awake,sub-1016_task-awake_acq-EC_eeg.vhdr,alpha,,
21.052,0.2042945198437848,59.91227462105792,0.0028226551610091816,True,True,True,1.0,1,DS005620,1016,awake,sub-1016_task-awake_acq-EC_eeg.vhdr,alpha,,
22.556,0.2811070438841834,59.841462035692665,0.0044407400396395715,True,True,True,1.0,1,DS005620,1016,awake,sub-1016_task-awake_acq-EC_eeg.vhdr,alpha,,
24.06,0.4246503453507573,60.082927917798884,0.005517858775206472,True,False,False,0.3333333333333333,0,DS005620,1016,awake,sub-1016_task-awake_acq-EC_eeg.vhdr,alpha,,
25.564,0.3117153284584586,60.0119692981986,0.006119677325253979,True,True,False,0.6666666666666666,0,DS005620,1016,awake,sub-1016_task-awake_acq-EC_eeg.vhdr,alpha,,
27.068,0.2126404912922096,59.74179254917925,0.0037553119247045134,True,False,True,0.6666666666666666,0,DS005620,1016,awake,sub-1016_task-awake_acq-EC_eeg.vhdr,alpha,,
28.572,0.37209194149857316,60.14919108155563,0.003273090909112935,True,False,True,0.6666666666666666,0,DS005620,1016,awake,sub-1016_task-awake_acq-EC_eeg.vhdr,alpha,,
30.076,0.2621829979568148,59.94622429084996,0.002454082893142106,True,True,True,1.0,1,DS005620,1016,awake,sub-1016_task-awake_acq-EC_eeg.vhdr,alpha,,
31.58,0.33046327181462404,60.07449139733557,0.002048392681829157,True,False,True,0.6666666666666666,0,DS005620,1016,awake,sub-1016_task-awake_acq-EC_eeg.vhdr,alpha,,
33.084,0.23721797552044024,59.951723479304924,0.001954177376955687,True,True,True,1.0,1,DS005620,1016,awake,sub-1016_task-awake_acq-EC_eeg.vhdr,alpha,,
34.588,0.20960335826553678,59.94288708317208,0.0014221314472906421,True,True,False,0.6666666666666666,0,DS005620,1016,awake,sub-1016_task-awake_acq-EC_eeg.vhdr,alpha,,
36.092,0.3253134178780408,60.02184134725446,0.0028133209588809987,True,True,True,1.0,1,DS005620,1016,awake,sub-1016_task-awake_acq-EC_eeg.vhdr,alpha,,
37.596,0.2962148086241812,59.91168717174527,0.003069095029388013,True,True,True,1.0,1,DS005620,1016,awake,sub-1016_task-awake_acq-EC_eeg.vhdr,alpha,,
39.1,0.23996353444545918,59.89911554581133,0.001995469485783636,True,True,True,1.0,1,DS005620,1016,awake,sub-1016_task-awake_acq-EC_eeg.vhdr,alpha,,
40.604,0.29218453324004107,59.94694864814056,0.0037388839401027206,True,True,True,1.0,1,DS005620,1016,awake,sub-1016_task-awake_acq-EC_eeg.vhdr,alpha,,
42.108,0.35051693280094315,60.10122324215717,0.0036279000987119846,True,False,True,0.6666666666666666,0,DS005620,1016,awake,sub-1016_task-awake_acq-EC_eeg.vhdr,alpha,,
43.612,0.3096931443359166,60.02191151025942,0.0015809435116211261,True,True,False,0.6666666666666666,0,DS005620,1016,awake,sub-1016_task-awake_acq-EC_eeg.vhdr,alpha,,
45.116,0.20038676733161764,59.82746162842533,0.002913477110270842,True,True,True,1.0,1,DS005620,1016,awake,sub-1016_task-awake_acq-EC_eeg.vhdr,alpha,,
46.62,0.14833330758727872,59.69307827656761,0.003062296406302619,False,False,True,0.3333333333333333,0,DS005620,1016,awake,sub-1016_task-awake_acq-EC_eeg.vhdr,alpha,,
48.124,0.2229804588728735,59.91224813372398,0.00229958823835888,True,True,True,1.0,1,DS005620,1016,awake,sub-1016_task-awake_acq-EC_eeg.vhdr,alpha,,
49.628,0.19378071650855597,59.83517873864743,0.003749453860572969,True,True,True,1.0,1,DS005620,1016,awake,sub-1016_task-awake_acq-EC_eeg.vhdr,alpha,,
51.132,0.21949262321738636,60.028365273122,0.003858875133539196,True,True,True,1.0,1,DS005620,1016,awake,sub-1016_task-awake_acq-EC_eeg.vhdr,alpha,,
52.636,0.178296787699416,59.95641207677862,0.002440095142403639,True,True,True,1.0,1,DS005620,1016,awake,sub-1016_task-awake_acq-EC_eeg.vhdr,alpha,,
54.14,0.1327760533929955,59.81161476148674,0.002152128800715776,False,True,True,0.6666666666666666,0,DS005620,1016,awake,sub-1016_task-awake_acq-EC_eeg.vhdr,alpha,,
55.644,0.17319099348381345,59.764199072188376,0.002217003458087456,False,False,True,0.3333333333333333,0,DS005620,1016,awake,sub-1016_task-awake_acq-EC_eeg.vhdr,alpha,,
57.148,0.21454465786448676,59.791041130375135,0.0021755739290359104,True,False,True,0.6666666666666666,0,DS005620,1016,awake,sub-1016_task-awake_acq-EC_eeg.vhdr,alpha,,
58.652,0.19352667089090966,59.87616248653653,0.0023247579928195885,True,True,True,1.0,1,DS005620,1016,awake,sub-1016_task-awake_acq-EC_eeg.vhdr,alpha,,
60.156,0.2466404870834369,59.932841957055146,0.004368022831933821,True,True,True,1.0,1,DS005620,1016,awake,sub-1016_task-awake_acq-EC_eeg.vhdr,alpha,,
61.66,0.304018863636542,60.01104370600956,0.005015463969777281,True,True,True,1.0,1,DS005620,1016,awake,sub-1016_task-awake_acq-EC_eeg.vhdr,alpha,,
63.164,0.3060733344101295,60.032086693831545,0.0039771014083033575,True,False,True,0.6666666666666666,0,DS005620,1016,awake,sub-1016_task-awake_acq-EC_eeg.vhdr,alpha,,
64.668,0.2331789073552492,59.983724586262014,0.0038218769032197716,True,True,True,1.0,1,DS005620,1016,awake,sub-1016_task-awake_acq-EC_eeg.vhdr,alpha,,
66.172,0.23880867783428428,60.00790177089052,0.003819439561476961,True,True,True,1.0,1,DS005620,1016,awake,sub-1016_task-awake_acq-EC_eeg.vhdr,alpha,,
67.676,0.21164397548650943,59.886821870731026,0.004859401016154578,True,True,True,1.0,1,DS005620,1016,awake,sub-1016_task-awake_acq-EC_eeg.vhdr,alpha,,
69.18,0.20304106601353272,59.791242014286354,0.004104869662152352,True,True,True,1.0,1,DS005620,1016,awake,sub-1016_task-awake_acq-EC_eeg.vhdr,alpha,,
70.684,0.23638008331340823,59.96052857079601,0.0027141311641256643,True,True,True,1.0,1,DS005620,1016,awake,sub-1016_task-awake_acq-EC_eeg.vhdr,alpha,,
72.188,0.16825849738268597,59.78114730075169,0.0019031769208940146,False,False,True,0.3333333333333333,0,DS005620,1016,awake,sub-1016_task-awake_acq-EC_eeg.vhdr,alpha,,
73.692,0.23016897429518948,59.87355567871535,0.0014814858081925184,True,True,False,0.6666666666666666,0,DS005620,1016,awake,sub-1016_task-awake_acq-EC_eeg.vhdr,alpha,,
75.196,0.18673077509083164,59.862363593536585,0.002071601697956747,True,True,True,1.0,1,DS005620,1016,awake,sub-1016_task-awake_acq-EC_eeg.vhdr,alpha,,
76.7,0.18675302650225806,59.86979750456766,0.005198852978098183,True,True,False,0.6666666666666666,0,DS005620,1016,awake,sub-1016_task-awake_acq-EC_eeg.vhdr,alpha,,
78.204,0.1844222074842396,59.744667179743274,0.005039944226776692,True,False,False,0.3333333333333333,0,DS005620,1016,awake,sub-1016_task-awake_acq-EC_eeg.vhdr,alpha,,
79.708,0.18945046768261964,59.81995493563956,0.001826373081433603,True,True,False,0.6666666666666666,0,DS005620,1016,awake,sub-1016_task-awake_acq-EC_eeg.vhdr,alpha,,
81.212,0.22554044227875855,59.89729021885239,0.003038348063325182,True,True,True,1.0,1,DS005620,1016,awake,sub-1016_task-awake_acq-EC_eeg.vhdr,alpha,,
82.716,0.29280193069882254,60.00210519822546,0.0038158099865305863,True,True,True,1.0,1,DS005620,1016,awake,sub-1016_task-awake_acq-EC_eeg.vhdr,alpha,,
84.22,0.27265255575880265,60.000329370008735,0.0030185901840474147,True,True,True,1.0,1,DS005620,1016,awake,sub-1016_task-awake_acq-EC_eeg.vhdr,alpha,,
85.724,0.1767075552925087,59.792016668069486,0.0020022460782719424,True,True,True,1.0,1,DS005620,1016,awake,sub-1016_task-awake_acq-EC_eeg.vhdr,alpha,,
87.228,0.18423913518128762,59.888000304535424,0.0019090311057780298,True,True,True,1.0,1,DS005620,1016,awake,sub-1016_task-awake_acq-EC_eeg.vhdr,alpha,,
1.5,0.2793185502713573,60.034870122628696,0.0030803698547906063,True,False,True,0.6666666666666666,0,DS005620,1016,sed2,sub-1016_task-sed2_acq-rest_run-1_eeg.vhdr,alpha,1,
3.004,0.16484901766107843,59.67865911987332,0.002541829870830554,False,False,True,0.3333333333333333,0,DS005620,1016,sed2,sub-1016_task-sed2_acq-rest_run-1_eeg.vhdr,alpha,1,
4.508,0.19817589131442429,59.800109016407646,0.0037891720950250563,True,True,True,1.0,1,DS005620,1016,sed2,sub-1016_task-sed2_acq-rest_run-1_eeg.vhdr,alpha,1,
6.012,0.24977626082944104,59.91879881673193,0.0038200648830470445,True,True,True,1.0,1,DS005620,1016,sed2,sub-1016_task-sed2_acq-rest_run-1_eeg.vhdr,alpha,1,
7.516,0.1902417921674467,59.92214742255093,0.003187502676501213,True,True,True,1.0,1,DS005620,1016,sed2,sub-1016_task-sed2_acq-rest_run-1_eeg.vhdr,alpha,1,
9.02,0.2977954520058912,60.062439212734354,0.0033127331388345055,True,False,True,0.6666666666666666,0,DS005620,1016,sed2,sub-1016_task-sed2_acq-rest_run-1_eeg.vhdr,alpha,1,
10.524,0.2913796657966277,59.97083196263793,0.004069698080239129,True,True,True,1.0,1,DS005620,1016,sed2,sub-1016_task-sed2_acq-rest_run-1_eeg.vhdr,alpha,1,
12.028,0.2500116786022361,59.852146289924484,0.0033460396870054056,True,True,True,1.0,1,DS005620,1016,sed2,sub-1016_task-sed2_acq-rest_run-1_eeg.vhdr,alpha,1,
13.532,0.33069639289381303,60.05547433295819,0.003223594810617669,True,False,True,0.6666666666666666,0,DS005620,1016,sed2,sub-1016_task-sed2_acq-rest_run-1_eeg.vhdr,alpha,1,
15.036,0.3260706796924971,60.14155912134019,0.003268111687521023,True,False,True,0.6666666666666666,0,DS005620,1016,sed2,sub-1016_task-sed2_acq-rest_run-1_eeg.vhdr,alpha,1,
16.54,0.3058208601962499,60.071607542532355,0.002979341457504713,True,False,True,0.6666666666666666,0,DS005620,1016,sed2,sub-1016_task-sed2_acq-rest_run-1_eeg.vhdr,alpha,1,
18.044,0.29010502620978745,59.80566685753219,0.004803606834769769,True,True,True,1.0,1,DS005620,1016,sed2,sub-1016_task-sed2_acq-rest_run-1_eeg.vhdr,alpha,1,
19.548,0.24981011885291152,59.80784550205824,0.0045367991889990545,True,True,True,1.0,1,DS005620,1016,sed2,sub-1016_task-sed2_acq-rest_run-1_eeg.vhdr,alpha,1,
21.052,0.31915618897212833,60.085002946905256,0.00486047095343921,True,False,True,0.6666666666666666,0,DS005620,1016,sed2,sub-1016_task-sed2_acq-rest_run-1_eeg.vhdr,alpha,1,
22.556,0.2992097549015263,60.07614835324831,0.004962200161751591,True,False,True,0.6666666666666666,0,DS005620,1016,sed2,sub-1016_task-sed2_acq-rest_run-1_eeg.vhdr,alpha,1,
24.06,0.2514066892078769,59.95194457187391,0.005115135095855676,True,True,False,0.6666666666666666,0,DS005620,1016,sed2,sub-1016_task-sed2_acq-rest_run-1_eeg.vhdr,alpha,1,
25.564,0.2043273850278248,59.840121790475294,0.005910147194946286,True,True,False,0.6666666666666666,0,DS005620,1016,sed2,sub-1016_task-sed2_acq-rest_run-1_eeg.vhdr,alpha,1,
27.068,0.2578262308681537,59.92860696595906,0.004145769945409202,True,True,True,1.0,1,DS005620,1016,sed2,sub-1016_task-sed2_acq-rest_run-1_eeg.vhdr,alpha,1,
28.572,0.2214412174744088,59.89065613344664,0.0033007833255788246,True,True,True,1.0,1,DS005620,1016,sed2,sub-1016_task-sed2_acq-rest_run-1_eeg.vhdr,alpha,1,
30.076,0.25197056743069285,59.91761302539148,0.0042411429660707475,True,True,True,1.0,1,DS005620,1016,sed2,sub-1016_task-sed2_acq-rest_run-1_eeg.vhdr,alpha,1,
31.58,0.21972787774416125,59.746948392056375,0.004673486496454351,True,False,True,0.6666666666666666,0,DS005620,1016,sed2,sub-1016_task-sed2_acq-rest_run-1_eeg.vhdr,alpha,1,
33.084,0.19928784574204247,59.804826685931324,0.002761542681794899,True,True,True,1.0,1,DS005620,1016,sed2,sub-1016_task-sed2_acq-rest_run-1_eeg.vhdr,alpha,1,
34.588,0.25122117707354374,59.975655084610985,0.00859432713778415,True,True,False,0.6666666666666666,0,DS005620,1016,sed2,sub-1016_task-sed2_acq-rest_run-1_eeg.vhdr,alpha,1,
36.092,0.21912291596839112,59.810390451852356,0.00906459338587551,True,True,False,0.6666666666666666,0,DS005620,1016,sed2,sub-1016_task-sed2_acq-rest_run-1_eeg.vhdr,alpha,1,
37.596,0.2053147988553403,59.87689210121772,0.0057987045775016914,True,True,False,0.6666666666666666,0,DS005620,1016,sed2,sub-1016_task-sed2_acq-rest_run-1_eeg.vhdr,alpha,1,
39.1,0.21222062000184883,59.90672957347704,0.00613596732590193,True,True,False,0.6666666666666666,0,DS005620,1016,sed2,sub-1016_task-sed2_acq-rest_run-1_eeg.vhdr,alpha,1,
40.604,0.184475935707233,59.844067838276814,0.0032116333801685644,True,True,True,1.0,1,DS005620,1016,sed2,sub-1016_task-sed2_acq-rest_run-1_eeg.vhdr,alpha,1,
42.108,0.3053735917446624,60.08187323708964,0.002376633158770993,True,False,True,0.6666666666666666,0,DS005620,1016,sed2,sub-1016_task-sed2_acq-rest_run-1_eeg.vhdr,alpha,1,
43.612,0.3471820786140835,60.11185986939642,0.004766956780066685,True,False,True,0.6666666666666666,0,DS005620,1016,sed2,sub-1016_task-sed2_acq-rest_run-1_eeg.vhdr,alpha,1,
45.116,0.3677333053425507,60.13405858525221,0.004779037626853521,True,False,True,0.6666666666666666,0,DS005620,1016,sed2,sub-1016_task-sed2_acq-rest_run-1_eeg.vhdr,alpha,1,
46.62,0.28510563681100337,60.007861739341394,0.005235561033035911,True,True,False,0.6666666666666666,0,DS005620,1016,sed2,sub-1016_task-sed2_acq-rest_run-1_eeg.vhdr,alpha,1,
48.124,0.31110888846356244,60.03767773217055,0.006479396841020853,True,False,False,0.3333333333333333,0,DS005620,1016,sed2,sub-1016_task-sed2_acq-rest_run-1_eeg.vhdr,alpha,1,
49.628,0.22388875462225474,59.92749519454968,0.004019491685074905,True,True,True,1.0,1,DS005620,1016,sed2,sub-1016_task-sed2_acq-rest_run-1_eeg.vhdr,alpha,1,
51.132,0.24867395019409116,59.96899988397927,0.004728502355362827,True,True,True,1.0,1,DS005620,1016,sed2,sub-1016_task-sed2_acq-rest_run-1_eeg.vhdr,alpha,1,
52.636,0.31671164600168095,60.04842282465791,0.005025148239629582,True,False,False,0.3333333333333333,0,DS005620,1016,sed2,sub-1016_task-sed2_acq-rest_run-1_eeg.vhdr,alpha,1,
54.14,0.2176725665250722,59.90693332525854,0.002986095747347917,True,True,True,1.0,1,DS005620,1016,sed2,sub-1016_task-sed2_acq-rest_run-1_eeg.vhdr,alpha,1,
55.644,0.17971233789532212,59.75568847419317,0.0027196385140593003,True,False,True,0.6666666666666666,0,DS005620,1016,sed2,sub-1016_task-sed2_acq-rest_run-1_eeg.vhdr,alpha,1,
57.148,0.22070778537396915,59.83963367829695,0.006045281786228831,True,True,False,0.6666666666666666,0,DS005620,1016,sed2,sub-1016_task-sed2_acq-rest_run-1_eeg.vhdr,alpha,1,
1.5,0.2041077697671338,59.84457660074761,0.005818782077120125,True,True,False,0.6666666666666666,0,DS005620,1016,sed2,sub-1016_task-sed2_acq-rest_run-2_eeg.vhdr,alpha,2,
3.004,0.3322138325678381,60.08642875847091,0.0038817326908608366,True,False,True,0.6666666666666666,0,DS005620,1016,sed2,sub-1016_task-sed2_acq-rest_run-2_eeg.vhdr,alpha,2,
4.508,0.3121919621445193,60.00817775480441,0.0036799124975196475,True,True,True,1.0,1,DS005620,1016,sed2,sub-1016_task-sed2_acq-rest_run-2_eeg.vhdr,alpha,2,
6.012,0.21146633336620596,59.760189764669015,0.0030267694783678075,True,False,True,0.6666666666666666,0,DS005620,1016,sed2,sub-1016_task-sed2_acq-rest_run-2_eeg.vhdr,alpha,2,
7.516,0.2929637851602733,60.056307334112745,0.0031552292986314332,True,False,True,0.6666666666666666,0,DS005620,1016,sed2,sub-1016_task-sed2_acq-rest_run-2_eeg.vhdr,alpha,2,
9.02,0.18977290384042553,59.84442554838154,0.0038133109261235627,True,True,True,1.0,1,DS005620,1016,sed2,sub-1016_task-sed2_acq-rest_run-2_eeg.vhdr,alpha,2,
10.524,0.2047656876383734,59.94839340220179,0.0038397130125188217,True,True,True,1.0,1,DS005620,1016,sed2,sub-1016_task-sed2_acq-rest_run-2_eeg.vhdr,alpha,2,
12.028,0.22018249320130398,59.956801473480795,0.005350535341512814,True,True,False,0.6666666666666666,0,DS005620,1016,sed2,sub-1016_task-sed2_acq-rest_run-2_eeg.vhdr,alpha,2,
13.532,0.2653596686091883,60.01852402309379,0.006124919913580397,True,True,False,0.6666666666666666,0,DS005620,1016,sed2,sub-1016_task-sed2_acq-rest_run-2_eeg.vhdr,alpha,2,
15.036,0.20135502664729438,59.97596182763117,0.004031960851830023,True,True,True,1.0,1,DS005620,1016,sed2,sub-1016_task-sed2_acq-rest_run-2_eeg.vhdr,alpha,2,
16.54,0.17373247871602576,59.831361360594755,0.0034574172004594034,False,True,True,0.6666666666666666,0,DS005620,1016,sed2,sub-1016_task-sed2_acq-rest_run-2_eeg.vhdr,alpha,2,
18.044,0.16648275397311235,59.81250977332306,0.0036132756680634726,False,True,True,0.6666666666666666,0,DS005620,1016,sed2,sub-1016_task-sed2_acq-rest_run-2_eeg.vhdr,alpha,2,
19.548,0.19154475348498703,59.91364418259139,0.002948859150610931,True,True,True,1.0,1,DS005620,1016,sed2,sub-1016_task-sed2_acq-rest_run-2_eeg.vhdr,alpha,2,
21.052,0.2625484886971293,60.00330289039226,0.0018809569717399472,True,True,False,0.6666666666666666,0,DS005620,1016,sed2,sub-1016_task-sed2_acq-rest_run-2_eeg.vhdr,alpha,2,
22.556,0.2742651441263887,59.957031839438734,0.0027241536232836825,True,True,True,1.0,1,DS005620,1016,sed2,sub-1016_task-sed2_acq-rest_run-2_eeg.vhdr,alpha,2,
24.06,0.2503373214551463,59.89898728607279,0.004507534474939279,True,True,True,1.0,1,DS005620,1016,sed2,sub-1016_task-sed2_acq-rest_run-2_eeg.vhdr,alpha,2,
25.564,0.23387690477148623,59.84952742616521,0.00456701543362979,True,True,True,1.0,1,DS005620,1016,sed2,sub-1016_task-sed2_acq-rest_run-2_eeg.vhdr,alpha,2,
27.068,0.2371977049978501,59.887390419610796,0.004461173095302624,True,True,True,1.0,1,DS005620,1016,sed2,sub-1016_task-sed2_acq-rest_run-2_eeg.vhdr,alpha,2,
28.572,0.23646045968690763,60.02867983655362,0.004394694263094022,True,True,True,1.0,1,DS005620,1016,sed2,sub-1016_task-sed2_acq-rest_run-2_eeg.vhdr,alpha,2,
30.076,0.30670819383651915,60.02317911550052,0.0037241731310918773,True,True,True,1.0,1,DS005620,1016,sed2,sub-1016_task-sed2_acq-rest_run-2_eeg.vhdr,alpha,2,
31.58,0.240310312540738,59.81051794040545,0.0018493768373264224,True,True,False,0.6666666666666666,0,DS005620,1016,sed2,sub-1016_task-sed2_acq-rest_run-2_eeg.vhdr,alpha,2,
33.084,0.29006991750953004,59.940537960763024,0.0023256788800195367,True,True,True,1.0,1,DS005620,1016,sed2,sub-1016_task-sed2_acq-rest_run-2_eeg.vhdr,alpha,2,
34.588,0.25614639823871765,59.97047446829563,0.0024156223462174758,True,True,True,1.0,1,DS005620,1016,sed2,sub-1016_task-sed2_acq-rest_run-2_eeg.vhdr,alpha,2,
36.092,0.2013815350714543,59.82239221540447,0.0019932516601826023,True,True,True,1.0,1,DS005620,1016,sed2,sub-1016_task-sed2_acq-rest_run-2_eeg.vhdr,alpha,2,
37.596,0.2661371568072483,59.94812551085607,0.002736524634218934,True,True,True,1.0,1,DS005620,1016,sed2,sub-1016_task-sed2_acq-rest_run-2_eeg.vhdr,alpha,2,
39.1,0.19834575069419866,59.83529562644045,0.004995946599537735,True,True,True,1.0,1,DS005620,1016,sed2,sub-1016_task-sed2_acq-rest_run-2_eeg.vhdr,alpha,2,
40.604,0.18732612842114751,59.77382747601037,0.004624038787230431,True,False,True,0.6666666666666666,0,DS005620,1016,sed2,sub-1016_task-sed2_acq-rest_run-2_eeg.vhdr,alpha,2,
42.108,0.20888314615987313,59.91029435007554,0.0026812778382719225,True,True,True,1.0,1,DS005620,1016,sed2,sub-1016_task-sed2_acq-rest_run-2_eeg.vhdr,alpha,2,
43.612,0.1500218281479926,59.79566032371428,0.0025033868222516234,False,True,True,0.6666666666666666,0,DS005620,1016,sed2,sub-1016_task-sed2_acq-rest_run-2_eeg.vhdr,alpha,2,
