dataset,subject,condition,band,R_mean,D_mean,M_mean,Pi,Access_all,n_windows,theta_power,alpha_power,beta_power,gamma_power,alpha_gamma_ratio,spectral_entropy,aperiodic_slope
DS005620,1024,sed,gamma,0.16139292832541774,59.871081981586165,0.0030747149140944985,0.5862068965517241,0.15517241379310345,58.0,0.0500275422222581,0.27160067309252517,0.38745684717654055,0.010845786268018716,25.650464721766003,0.8132380985560504,-1.8587899571125306
DS005620,1024,sed2,alpha,0.24445021549212767,59.908162449508346,0.0038511156566108096,0.8421052631578947,0.587719298245614,38.0,0.054347376722608705,0.25174611490723015,0.35547994056893634,0.013230174172577491,21.97163411180142,0.8060750001141405,-1.8099275866324562
DS005620,1024,sed2,gamma,0.15431658596797732,59.84442046285266,0.002470390188165449,0.6871345029239766,0.3333333333333333,38.0,0.054347376722608705,0.25174611490723015,0.35547994056893634,0.013230174172577491,21.97163411180142,0.8060750001141405,-1.8099275866324562
DS005620,1033,awake,alpha,0.48667839950870695,60.14295409899706,0.006276648316783987,0.8275862068965517,0.6206896551724138,58.0,0.1136471202094836,0.6100111208372775,0.09553338643403107,0.015578525370781917,39.15717991782573,0.7120162444485364,-1.8251751902937379
DS005620,1033,awake,gamma,0.1657858283884615,59.814827679814336,0.001415548358689472,0.8275862068965516,0.5689655172413793,58.0,0.1136471202094836,0.6100111208372775,0.09553338643403107,0.015578525370781917,39.15717991782573,0.7120162444485364,-1.8251751902937379
DS005620,1033,sed,alpha,0.2532256638644288,59.942004129996356,0.004074028570423209,0.30459770114942525,0.05172413793103448,58.0,0.16312936386338883,0.2164392408852179,0.1257724710716642,0.023437013046435456,25.56587777574695,0.7633138050056308,-2.0793716986102506
DS005620,1033,sed,gamma,0.15182418414784749,59.77862672854564,0.0012450908176233563,0.7222222222222222,0.44252873563218387,58.0,0.16312936386338883,0.2164392408852179,0.1257724710716642,0.023437013046435456,25.56587777574695,0.7633138050056308,-2.0793716986102506
DS005620,1033,sed2,alpha,0.2528687655258406,59.94479237116198,0.004017875039839483,0.304093567251462,0.05263157894736842,38.0,0.18820605728240883,0.2761541353854011,0.1443982045772895,0.006245972920605386,45.34696900436239,0.7851681510471096,-2.5263997965345943
DS005620,1033,sed2,gamma,0.1511387992094185,59.77852851400684,0.0011160225268067676,0.7309941520467836,0.4912280701754386,38.0,0.18820605728240883,0.2761541353854011,0.1443982045772895,0.006245972920605386,45.34696900436239,0.7851681510471096,-2.5263997965345943
DS005620,1036,awake,alpha,0.21316752660209543,59.88665332734742,0.003208102950897855,0.8275862068965518,0.5689655172413793,58.0,0.29321971804910923,0.14022308631315777,0.12614732972927573,0.014916533516685405,9.400514278126742,0.7933920311896068,-2.146176378671487
DS005620,1036,awake,gamma,0.14876806389474545,59.76129989918065,0.000995447490529376,0.8275862068965516,0.5862068965517241,58.0,0.29321971804910923,0.14022308631315777,0.12614732972927573,0.014916533516685405,9.400514278126742,0.7933920311896068,-2.146176378671487
DS005620,1036,sed,alpha,0.2768854927161792,59.93218914705251,0.0028347359508572294,0.8477011494252873,0.5689655172413793,37.0,0.10651497341337457,0.2550940275369195,0.1475899693423142,0.004510630503297002,56.42198131394193,0.7271259373156844,-2.5872381979896115
DS005620,1036,sed,gamma,0.14895847026024234,59.80186922275824,0.0016311171628868885,0.6027298850574713,0.17995689655172414,37.0,0.10651497341337457,0.2550940275369195,0.1475899693423142,0.004510630503297002,56.42198131394193,0.7271259373156844,-2.5872381979896115
DS005620,1036,sed2,alpha,0.259353692986219,59.8995302040193,0.0027930777846158364,0.8596491228070177,0.631578947368421,38.0,0.0989122142950522,0.07263174090540361,0.043599173501527526,0.004194281521860837,17.316849264772987,0.5883655388280059,-2.4826428149660575
DS005620,1036,sed2,gamma,0.1498647572857285,59.790192212437645,0.0020081318739421706,0.6578947368421053,0.2894736842105263,38.0,0.0989122142950522,0.07263174090540361,0.043599173501527526,0.004194281521860837,17.316849264772987,0.5883655388280059,-2.4826428149660575
DS005620,1037,awake,alpha,0.2277054143228712,59.9228572564491,0.00433248700912936,0.8275862068965516,0.6206896551724138,58.0,0.19037928835390305,0.27022780592309015,0.13735358411394488,0.021006495977115916,12.864011504089367,0.8177967310602521,-1.9099925237365551
DS005620,1037,awake,gamma,0.15009199457218603,59.797736376950525,0.001741646725916745,0.8275862068965517,0.603448275862069,58.0,0.19037928835390305,0.27022780592309015,0.13735358411394488,0.021006495977115916,12.864011504089367,0.8177967310602521,-1.9099925237365551
DS005620,1045,awake,alpha,0.5253285148639382,60.176778919187555,0.004992643130683743,0.8275862068965517,0.6206896551724138,58.0,0.22256422022494904,0.4951807797511511,0.08759542967149937,0.015011611401704664,32.986517334303876,0.7626374198757014,-2.0279206659155147
DS005620,1045,awake,gamma,0.15227826340728773,59.7990040634795,0.0013936551509446818,0.8275862068965517,0.603448275862069,58.0,0.22256422022494904,0.4951807797511511,0.08759542967149937,0.015011611401704664,32.986517334303876,0.7626374198757014,-2.0279206659155147
DS005620,1045,sed,alpha,0.24970495253747557,59.94933987319363,0.004782654480809939,0.2624521072796935,0.017241379310344827,58.0,0.08709987278909326,0.29634576049263334,0.19471119332608147,0.009133361296934941,40.24373346802703,0.7602788386827126,-2.2347022576298516
DS005620,1045,sed,gamma,0.1567344268566487,59.831116615750695,0.002118757892892639,0.6724137931034481,0.3045977011494253,58.0,0.08709987278909326,0.29634576049263334,0.19471119332608147,0.009133361296934941,40.24373346802703,0.7602788386827126,-2.2347022576298516
DS005620,1045,sed2,alpha,0.27896256415275217,59.9810160538179,0.005619629109678678,0.3011695906432749,0.02631578947368421,38.0,0.08510265447395506,0.27867102086438994,0.14882375235311926,0.018282793712254854,38.743200376485056,0.7332656545270709,-2.0641332263128604
DS005620,1045,sed2,gamma,0.15164678471147072,59.792782365271314,0.001862437808598534,0.7017543859649124,0.3508771929824561,38.0,0.08510265447395506,0.27867102086438994,0.14882375235311926,0.018282793712254854,38.743200376485056,0.7332656545270709,-2.0641332263128604
DS005620,1046,awake,alpha,0.31112198721808726,59.99806755483831,0.006747801912991588,0.8275862068965517,0.603448275862069,58.0,0.10452111715089143,0.6830578003833832,0.09495533477129971,0.01068939220981219,63.90052744930423,0.7321433077407702,-2.0160444947398943
DS005620,1046,awake,gamma,0.15745927862990258,59.827956644571636,0.00190939480677253,0.8275862068965516,0.5689655172413793,58.0,0.10452111715089143,0.6830578003833832,0.09495533477129971,0.01068939220981219,63.90052744930423,0.7321433077407702,-2.0160444947398943
DS005620,1046,sed,alpha,0.2643918137985745,59.9426239357495,0.005210439116099045,0.8074712643678161,0.5431034482758621,58.0,0.12154978470089872,0.29752223427653235,0.1209622349743033,0.011581919790104296,75.05306033647236,0.740325637263906,-2.3421489882656172
DS005620,1046,sed,gamma,0.15881627264231984,59.812695996835885,0.0023357103730739254,0.7672413793103448,0.4051724137931034,58.0,0.12154978470089872,0.29752223427653235,0.1209622349743033,0.011581919790104296,75.05306033647236,0.740325637263906,-2.3421489882656172
DS005620,1046,sed2,alpha,0.24967194761080436,59.92502672135669,0.006484706230293369,0.8421052631578947,0.6578947368421053,38.0,0.1281711358080182,0.4364477299870378,0.1260069502472606,0.004757475143650804,96.65137353472218,0.7739968009703784,-2.620210122649589
DS005620,1046,sed2,gamma,0.14855677303487919,59.7694374930752,0.0013144323821190063,0.7149122807017544,0.35526315789473684,38.0,0.1281711358080182,0.4364477299870378,0.1260069502472606,0.004757475143650804,96.65137353472218,0.7739968009703784,-2.620210122649589
DS005620,1054,awake,alpha,0.2514579978617059,59.91820641305951,0.0032885963106319004,0.8275862068965516,0.603448275862069,58.0,0.25142034314888495,0.3354917136863309,0.15423801344023652,0.03387218671906364,9.904636994918542,0.8306465295559774,-1.5479185578584729
DS005620,1054,awake,gamma,0.1518345939422053,59.74628474481528,0.0009230208333792125,0.8275862068965517,0.603448275862069,58.0,0.25142034314888495,0.3354917136863309,0.15423801344023652,0.03387218671906364,9.904636994918542,0.8306465295559774,-1.5479185578584729
DS005620,1054,sed,alpha,0.24698549387811142,59.92785763077791,0.004044766831675152,0.8275862068965517,0.5431034482758621,58.0,0.10574971397802248,0.28924968865199074,0.19957403973042273,0.005822360336272319,53.711721245827476,0.7714964091574821,-2.466208737594613
DS005620,1054,sed,gamma,0.15563857349792176,59.80086693890827,0.0017566899216201837,0.6206896551724137,0.23275862068965517,58.0,0.10574971397802248,0.28924968865199074,0.19957403973042273,0.005822360336272319,53.711721245827476,0.7714964091574821,-2.466208737594613
DS005620,1054,sed2,alpha,0.2633177251712761,59.93856410086531,0.003538007474087798,0.868421052631579,0.631578947368421,38.0,0.09266637943224819,0.22528608605014291,0.21196596127391787,0.005524649922658267,40.62817541624716,0.7427752126586191,-2.4679544613684543
DS005620,1054,sed2,gamma,0.15714421419520525,59.82791742313951,0.0021564521347832415,0.46491228070175433,0.05263157894736842,38.0,0.09266637943224819,0.22528608605014291,0.21196596127391787,0.005524649922658267,40.62817541624716,0.7427752126586191,-2.4679544613684543
DS005620,1055,awake,alpha,0.34299394654542364,60.01762768997539,0.004172161811404705,0.8275862068965516,0.6551724137931034,58.0,0.12765108060595637,0.5047285693783938,0.13749065112335832,0.013502622666865428,37.380039551840945,0.7780423183285801,-1.9474983842190656
DS005620,1055,awake,gamma,0.1519249163052664,59.7808235121509,0.0015087914977064433,0.8275862068965517,0.603448275862069,58.0,0.12765108060595637,0.5047285693783938,0.13749065112335832,0.013502622666865428,37.380039551840945,0.7780423183285801,-1.9474983842190656
DS005620,1055,sed,alpha,0.23207341523594854,59.891612075081156,0.003198571793877519,0.5689655172413793,0.24137931034482757,58.0,0.09913885602445235,0.1781090216488707,0.19024223163495074,0.005521635094637781,32.289139775556386,0.7335231211329603,-2.49803761016267
DS005620,1055,sed,gamma,0.15339078245483045,59.8205275867695,0.0022444498120827413,0.732758620689655,0.3448275862068966,58.0,0.09913885602445235,0.1781090216488707,0.19024223163495074,0.005521635094637781,32.289139775556386,0.7335231211329603,-2.49803761016267
DS005620,1055,sed2,alpha,0.24813034780143012,59.907411275194555,0.0038624636939289018,0.6666666666666665,0.35526315789473684,38.0,0.0842896520239414,0.20329829869092894,0.1591776536979319,0.005734617960228802,34.724628429762504,0.6865619260208825,-2.402310466711203
DS005620,1055,sed2,gamma,0.1567050472625703,59.814695721450036,0.002048988924350555,0.7807017543859649,0.47368421052631576,38.0,0.0842896520239414,0.20329829869092894,0.1591776536979319,0.005734617960228802,34.724628429762504,0.6865619260208825,-2.402310466711203
DS005620,1057,awake,alpha,0.35068078219134907,60.06332589475732,0.007139638837868706,0.8275862068965517,0.5689655172413793,58.0,0.09003729329836768,0.6558024909635559,0.0516699120552065,0.005729252452665086,114.46562989976633,0.6837708534650722,-2.3288999992132764
DS005620,1057,awake,gamma,0.15290987753208363,59.77322080644755,0.0011963724428546924,0.8275862068965517,0.5862068965517241,58.0,0.09003729329836768,0.6558024909635559,0.0516699120552065,0.005729252452665086,114.46562989976633,0.6837708534650722,-2.3288999992132764
DS005620,1057,sed,alpha,0.2706101018314194,59.94607221279988,0.0036170598245163876,0.5938697318007663,0.26436781609195403,58.0,0.09229643129857316,0.22270580989204683,0.16331300850596628,0.004490667858543127,52.3513011693456,0.7090720987682387,-2.556934503871286
DS005620,1057,sed,gamma,0.15267379147055515,59.81401228459588,0.0018552523712404955,0.5977011494252874,0.20114942528735633,58.0,0.09229643129857316,0.22270580989204683,0.16331300850596628,0.004490667858543127,52.3513011693456,0.7090720987682387,-2.556934503871286
DS005620,1057,sed2,alpha,0.2835132516071259,59.97513414893039,0.003877748292347683,0.5935672514619883,0.3157894736842105,38.0,0.07288087462944892,0.13404243376819147,0.12750437741633192,0.004657439220399091,33.75546831385966,0.6146023867524074,-2.4454194356710226
DS005620,1057,sed2,gamma,0.14931356742398785,59.7803339257271,0.001487008836987977,0.7192982456140351,0.37719298245614036,38.0,0.07288087462944892,0.13404243376819147,0.12750437741633192,0.004657439220399091,33.75546831385966,0.6146023867524074,-2.4454194356710226
DS005620,1060,awake,alpha,0.271996447059305,59.96470691862062,0.004377246509458599,0.8275862068965516,0.603448275862069,58.0,0.12116539488196312,0.29173698307745677,0.1877625576379235,0.13541329274199607,2.1544190911238745,0.8933297429501945,-0.7794396149526318
DS005620,1060,awake,gamma,0.1525581778185572,59.78615859872776,0.001178802666405292,0.8275862068965516,0.5517241379310345,58.0,0.12116539488196312,0.29173698307745677,0.1877625576379235,0.13541329274199607,2.1544190911238745,0.8933297429501945,-0.7794396149526318
DS005620,1060,sed,alpha,0.2864900789644513,59.969195479225526,0.0045365512549035295,0.8199233716475095,0.5344827586206896,58.0,0.08701430157109784,0.33557504688982015,0.24385674331476834,0.00511990702478587,70.46249418213613,0.772784816565753,-2.51511125051587
DS005620,1060,sed,gamma,0.15590236657653722,59.82150831319842,0.0019182679948435352,0.6896551724137931,0.3160919540229885,58.0,0.08701430157109784,0.33557504688982015,0.24385674331476834,0.00511990702478587,70.46249418213613,0.772784816565753,-2.51511125051587
DS005620,1060,sed2,alpha,0.3040600849553529,59.98523810117098,0.004581871690525986,0.8304093567251463,0.5087719298245614,38.0,0.10016895215577475,0.3025678958662473,0.15910442757953439,0.005458164586269868,69.62136875484968,0.7394068357380977,-2.5405480167561993
DS005620,1060,sed2,gamma,0.15288568089319046,59.79251178135294,0.0018716355614336658,0.7602339181286549,0.42105263157894735,38.0,0.10016895215577475,0.3025678958662473,0.15910442757953439,0.005458164586269868,69.62136875484968,0.7394068357380977,-2.5405480167561993
DS005620,1061,awake,alpha,0.3121211229559236,60.032639128294846,0.0069114221122881635,0.8275862068965517,0.5689655172413793,58.0,0.1662151358391941,0.5165436723296577,0.0750152072973,0.020765374734392193,24.87523961940684,0.7546191215504943,-1.6825023509204198
DS005620,1061,awake,gamma,0.1509272892261192,59.791773656647194,0.0016912026288276889,0.8275862068965516,0.5689655172413793,58.0,0.1662151358391941,0.5165436723296577,0.0750152072973,0.020765374734392193,24.87523961940684,0.7546191215504943,-1.6825023509204198
DS005620,1061,sed,alpha,0.21602158521125378,60.022785070123426,0.004997675162569157,0.6743295019157088,0.42528735632183906,58.0,0.08168640846465529,0.32865555526374385,0.14111738318563294,0.005142784237556606,69.71986418047362,0.7331081574066293,-2.5051561213380498
DS005620,1061,sed,gamma,0.12551958175295294,59.92197056740397,0.0022197768252689765,0.5421455938697317,0.2988505747126437,58.0,0.08168640846465529,0.32865555526374385,0.14111738318563294,0.005142784237556606,69.71986418047362,0.7331081574066293,-2.5051561213380498
DS005620,1061,sed2,alpha,0.2676039909392265,59.96123715470981,0.005678416127369634,0.7865497076023392,0.5526315789473685,38.0,0.07887679477590971,0.24007319605459784,0.11697657482606998,0.005556568842748456,46.31008594941422,0.682646691549575,-2.4288333989486044
DS005620,1061,sed2,gamma,0.15253885314417145,59.81058410404526,0.0021107155316167493,0.7982456140350878,0.5350877192982456,38.0,0.07887679477590971,0.24007319605459784,0.11697657482606998,0.005556568842748456,46.31008594941422,0.682646691549575,-2.4288333989486044
DS005620,1062,awake,alpha,0.3286579377408482,60.034454156652274,0.004538613018462432,0.8275862068965517,0.5517241379310345,58.0,0.14477773854816534,0.47890337637699315,0.10796274207283979,0.03660292848334704,13.083744831558832,0.812247991272544,-1.554678770097626
DS005620,1062,awake,gamma,0.15046682899164332,59.76963506866464,0.0010457651243758212,0.8275862068965517,0.5517241379310345,58.0,0.14477773854816534,0.47890337637699315,0.10796274207283979,0.03660292848334704,13.083744831558832,0.812247991272544,-1.554678770097626
DS005620,1062,sed,alpha,0.26500540488047575,59.93114636043722,0.004011932185745394,0.739463601532567,0.5057471264367817,58.0,0.11123173630109684,0.24138337786127903,0.15663040149234345,0.008029011257107229,32.275256186546386,0.7390257877826527,-2.2770931286841676
DS005620,1062,sed,gamma,0.1567742174143776,59.82393455175597,0.00244808387106482,0.5459770114942528,0.09195402298850575,58.0,0.11123173630109684,0.24138337786127903,0.15663040149234345,0.008029011257107229,32.275256186546386,0.7390257877826527,-2.2770931286841676
DS005620,1062,sed2,alpha,0.26803309432763656,59.9531173713658,0.0033945258824443357,0.7397660818713451,0.456140350877193,38.0,0.10933281591784172,0.22390308493503855,0.1616725774173662,0.0076970390630943025,29.89116689538599,0.7345224923486827,-2.293975747811461
DS005620,1062,sed2,gamma,0.15500167282231284,59.80538246689079,0.0026856921116328192,0.6286549707602339,0.20175438596491227,38.0,0.10933281591784172,0.22390308493503855,0.1616725774173662,0.0076970390630943025,29.89116689538599,0.7345224923486827,-2.293975747811461
DS005620,1064,awake,alpha,0.23586726536112523,59.8883235792405,0.0027097356703710673,0.8275862068965517,0.5862068965517241,58.0,0.2223245048750911,0.15589239505163754,0.16705146141398813,0.07076277912995652,2.203028159240844,0.8563905555893233,-1.2510217919139777
DS005620,1064,awake,gamma,0.16425384759091602,59.84909496680621,0.0021629816853127163,0.8275862068965517,0.5689655172413793,58.0,0.2223245048750911,0.15589239505163754,0.16705146141398813,0.07076277912995652,2.203028159240844,0.8563905555893233,-1.2510217919139777
DS005620,1064,sed,alpha,0.27362794950314523,59.990075109396514,0.004246896745903134,0.6800766283524905,0.3160919540229885,58.0,0.12059281878631682,0.22197495438966952,0.29679750175097136,0.007747925626854178,29.422269445158104,0.7756808137995054,-2.2759094902048105
DS005620,1064,sed,gamma,0.16008681919298481,59.845705900817414,0.0026405169176689954,0.7068965517241379,0.39655172413793105,58.0,0.12059281878631682,0.22197495438966952,0.29679750175097136,0.007747925626854178,29.422269445158104,0.7756808137995054,-2.2759094902048105
DS005620,1064,sed2,alpha,0.2920699478095608,59.99609169773786,0.004900000886829684,0.6198830409356726,0.23684210526315788,38.0,0.14651048801489644,0.18913720767259012,0.2007859309072556,0.01042928867931832,30.30893718504758,0.7445311902873302,-2.2727428265578076
DS005620,1064,sed2,gamma,0.16347649334727735,59.83945651908857,0.002966096882603001,0.7748538011695906,0.49122807017543857,38.0,0.14651048801489644,0.18913720767259012,0.2007859309072556,0.01042928867931832,30.30893718504758,0.7445311902873302,-2.2727428265578076
DS005620,1067,awake,alpha,0.24755345739265971,59.906297706382105,0.006216645016741822,0.8275862068965517,0.5862068965517241,58.0,0.0850095460107921,0.04160990896703257,0.033678342106712174,0.009268998833229895,4.489148149783934,0.5157977408012975,-1.9232706966829858
DS005620,1067,awake,gamma,0.15968093275842477,59.782160355772795,0.002264821529518185,0.8275862068965516,0.6206896551724138,58.0,0.0850095460107921,0.04160990896703257,0.033678342106712174,0.009268998833229895,4.489148149783934,0.5157977408012975,-1.9232706966829858
DS005620,1067,sed,alpha,0.25167288833579504,59.93392108206104,0.004308258245517027,0.9157088122605362,0.7931034482758621,58.0,0.0963283648763853,0.21347769617502554,0.22665133508750657,0.007636140996864616,28.00244084613745,0.7435097969631475,-2.2656241925791485
DS005620,1067,sed,gamma,0.16238995319832394,59.83284646221704,0.0023969168743811953,0.7662835249042145,0.39080459770114945,58.0,0.0963283648763853,0.21347769617502554,0.22665133508750657,0.007636140996864616,28.00244084613745,0.7435097969631475,-2.2656241925791485
DS005620,1067,sed2,alpha,0.27489482122447106,59.94293821197908,0.0045938346392631535,0.9385964912280701,0.8333333333333334,38.0,0.08809270515854194,0.11614932727451428,0.05010771910747436,0.0030288862293068493,37.043840663012816,0.5731602267269772,-2.6839807576537553
DS005620,1067,sed2,gamma,0.157331053334691,59.797912737000466,0.001911068998002606,0.7690058479532164,0.43859649122807015,38.0,0.08809270515854194,0.11614932727451428,0.05010771910747436,0.0030288862293068493,37.043840663012816,0.5731602267269772,-2.6839807576537553
DS005620,1068,awake,alpha,0.2583628617673466,59.96266200055753,0.0043514833884460685,0.8275862068965517,0.603448275862069,58.0,0.1512020247044588,0.16878705302728192,0.18595851375324382,0.057266202869907135,2.9474112926217875,0.8092614827590129,-1.258771962032974
DS005620,1068,awake,gamma,0.1623192709552893,59.80511995144411,0.002158464129718846,0.8275862068965517,0.5689655172413793,58.0,0.1512020247044588,0.16878705302728192,0.18595851375324382,0.057266202869907135,2.9474112926217875,0.8092614827590129,-1.258771962032974
DS005620,1068,sed,alpha,0.28352133874822105,59.97816268365888,0.006589592376714867,0.7787356321839081,0.47413793103448276,58.0,0.09190617365302287,0.12119326344936523,0.04764824341311253,0.003931014742382541,28.35846127034868,0.5912786702390744,-2.5320705486659754
DS005620,1068,sed,gamma,0.1590065263674105,59.84006632231613,0.005517283763028849,0.6724137931034483,0.29310344827586204,58.0,0.09190617365302287,0.12119326344936523,0.04764824341311253,0.003931014742382541,28.35846127034868,0.5912786702390744,-2.5320705486659754
DS005620,1068,sed2,alpha,0.2335792692590684,59.92962374955996,0.005687274724210346,0.8508771929824562,0.6052631578947368,38.0,0.10391571165487028,0.02918810278245686,0.058013881189177594,0.012221935350304624,2.388173553817824,0.5419309531122027,-1.9100066825276556
DS005620,1068,sed2,gamma,0.15818900739571537,59.83528956681602,0.0041359580112543416,0.7543859649122807,0.3684210526315789,38.0,0.10391571165487028,0.02918810278245686,0.058013881189177594,0.012221935350304624,2.388173553817824,0.5419309531122027,-1.9100066825276556
DS005620,1071,awake,alpha,0.30275183164493324,60.01564363636696,0.0057172323538849075,0.8275862068965517,0.5862068965517241,58.0,0.1652284417077714,0.5198888463805164,0.11002614976667001,0.04573442593907716,11.367560337626035,0.8193977803543065,-1.3988023154657392
DS005620,1071,awake,gamma,0.1574593235983157,59.74719176196808,0.0007241794936388808,0.8275862068965516,0.5344827586206896,58.0,0.1652284417077714,0.5198888463805164,0.11002614976667001,0.04573442593907716,11.367560337626035,0.8193977803543065,-1.3988023154657392
DS005620,1071,sed,alpha,0.2667155010114595,59.955727316980045,0.0056654397675814545,0.7011494252873564,0.3850574712643678,58.0,0.11283237590024442,0.21813411679416436,0.1652744161768337,0.013067188628848344,21.436163223386377,0.7474107819023642,-2.0735658990425168
DS005620,1071,sed,gamma,0.1715928875813378,59.877188359580224,0.0036620446474292974,0.38888888888888884,0.0,58.0,0.11283237590024442,0.21813411679416436,0.1652744161768337,0.013067188628848344,21.436163223386377,0.7474107819023642,-2.0735658990425168
DS005620,1071,sed2,alpha,0.2896020205182195,59.97054986269753,0.0043799681229566775,0.7793583056740951,0.4528212422949265,37.666666666666664,0.14354294153137712,0.15488036142278402,0.09527838209450862,0.010707888050934282,14.569247321360274,0.689295369039244,-2.1860490511298654
DS005620,1071,sed2,gamma,0.1683555390824026,59.84515566190686,0.0032775403033999772,0.4036668247194563,0.0,37.666666666666664,0.14354294153137712,0.15488036142278402,0.09527838209450862,0.010707888050934282,14.569247321360274,0.689295369039244,-2.1860490511298654
DS005620,1074,awake,alpha,0.22955645701252403,59.88974011653831,0.0032635164071985884,0.8275862068965517,0.603448275862069,58.0,0.21408705703797493,0.26055913357292576,0.12092568565491428,0.03670085006671005,7.0995394682198265,0.8233704731071495,-1.6336659606234858
DS005620,1074,awake,gamma,0.15603644455692606,59.78052112116428,0.0011080232167646632,0.8275862068965517,0.5344827586206896,58.0,0.21408705703797493,0.26055913357292576,0.12092568565491428,0.03670085006671005,7.0995394682198265,0.8233704731071495,-1.6336659606234858
DS005620,1074,sed,alpha,0.2546167576730819,59.934341338804224,0.004311741320998478,0.7375478927203064,0.4080459770114942,58.0,0.12484159856104726,0.19724189988370902,0.1686164570425804,0.009650600487116452,23.423337641649386,0.7211472602319055,-2.2450783847334104
DS005620,1074,sed,gamma,0.16032959804840194,59.82336842295794,0.0017590220883605323,0.6340996168582375,0.25862068965517243,58.0,0.12484159856104726,0.19724189988370902,0.1686164570425804,0.009650600487116452,23.423337641649386,0.7211472602319055,-2.2450783847334104
DS005620,1074,sed2,alpha,0.2576798169788574,59.945349187027574,0.004534213827742093,0.6900584795321637,0.2982456140350877,38.0,0.13544510969972307,0.1866405990656573,0.15752057063156868,0.01839044348046086,12.98908786977057,0.7363009660552696,-1.9975389562741188
DS005620,1074,sed2,gamma,0.155205207235691,59.80703560483099,0.0023516702726932848,0.5994152046783625,0.1929824561403509,38.0,0.13544510969972307,0.1866405990656573,0.15752057063156868,0.01839044348046086,12.98908786977057,0.7363009660552696,-1.9975389562741188
FarnesKetamine,210,awake,alpha,0.3400346828860058,60.02097980796651,0.005810707018872006,0.8357920618194591,0.6172286617492097,75.5,0.20490981362735,0.39368513432170926,0.1254443233036927,0.03088672867335047,23.19495610086109,0.7901025324761599,-1.7451899281058512
FarnesKetamine,210,awake,gamma,0.15363672118485924,59.78914280276639,0.001398219935168686,0.8350602973890645,0.6108184053389533,75.5,0.20490981362735,0.39368513432170926,0.1254443233036927,0.03088672867335047,23.19495610086109,0.7901025324761599,-1.7451899281058512
FarnesKetamine,210,ketamine,alpha,0.31630157627633215,59.998279102647956,0.004936312747634467,0.8128654970760233,0.5964912280701754,57.0,0.14176071068683446,0.49393416600892937,0.10644549695059681,0.042197559367328094,11.705278063537907,0.7969414785449058,-1.473102151247396
FarnesKetamine,210,ketamine,gamma,0.15037012355355855,59.798785410521816,0.0015855070867674956,0.8421052631578947,0.5789473684210527,57.0,0.14176071068683446,0.49393416600892937,0.10644549695059681,0.042197559367328094,11.705278063537907,0.7969414785449058,-1.473102151247396
FarnesKetamine,219,awake,alpha,0.2477030896156684,59.947579460294136,0.004317380381572103,0.8287671232876712,0.595890410958904,73.0,0.12992172777190453,0.2510851440208014,0.3328762728037482,0.05423037658523124,4.85143932902466,0.9143696791504445,-1.2299174211187929
FarnesKetamine,219,awake,gamma,0.15355197794070718,59.83467508022269,0.002156882051234994,0.8287671232876712,0.5684931506849316,73.0,0.12992172777190453,0.2510851440208014,0.3328762728037482,0.05423037658523124,4.85143932902466,0.9143696791504445,-1.2299174211187929
FarnesKetamine,219,ketamine,alpha,0.22569591926611915,59.89974403143242,0.0033568433107467235,0.7969395520765383,0.5352250489236791,78.5,0.11138695506231541,0.16207388818096738,0.2883413719586451,0.1522450835633686,1.1990006984998018,0.9298296974874443,-0.675325124341283
FarnesKetamine,219,ketamine,gamma,0.15475184643713796,59.83168253144266,0.002825022390403104,0.6007827788649706,0.09646118721461186,78.5,0.11138695506231541,0.16207388818096738,0.2883413719586451,0.1522450835633686,1.1990006984998018,0.9298296974874443,-0.675325124341283
FarnesKetamine,249,awake,alpha,0.2847711541398992,59.964114024808445,0.00419790069801077,0.829059829059829,0.5961538461538461,78.0,0.12213799962028264,0.36260382464231367,0.2677516668070552,0.04729974626873107,11.274223641617844,0.873956926046326,-1.3576112469169284
FarnesKetamine,249,awake,gamma,0.15098127832488029,59.79412284786166,0.0015691567255109026,0.829059829059829,0.6025641025641026,78.0,0.12213799962028264,0.36260382464231367,0.2677516668070552,0.04729974626873107,11.274223641617844,0.873956926046326,-1.3576112469169284
FarnesKetamine,249,ketamine,alpha,0.2643531698528362,59.93680962687533,0.003245170508888907,0.702247191011236,0.3258426966292135,89.0,0.12676454334801998,0.24490862566086105,0.25953205597340007,0.13302049458895204,2.787945763117622,0.9025369036639688,-0.7509474584549578
FarnesKetamine,249,ketamine,gamma,0.15407027036440285,59.8129924836488,0.0017778068133078475,0.8651685393258426,0.6573033707865168,89.0,0.12676454334801998,0.24490862566086105,0.25953205597340007,0.13302049458895204,2.787945763117622,0.9025369036639688,-0.7509474584549578
FarnesKetamine,251,awake,alpha,0.44323057587147086,60.09806213992297,0.005233900383567238,0.8292458388569746,0.6078214759169245,67.5,0.31197430391865166,0.44622379108293553,0.06463180832343077,0.007588898077674069,61.60272420340476,0.723853889070396,-2.3193867088955815
FarnesKetamine,251,awake,gamma,0.14696258586286948,59.79333530243743,0.0018288316657597999,0.8300559728973339,0.5667255855059655,67.5,0.31197430391865166,0.44622379108293553,0.06463180832343077,0.007588898077674069,61.60272420340476,0.723853889070396,-2.3193867088955815
