dataset,subject,condition,band,R_mean,D_mean,M_mean,Pi,Access_all,n_windows,theta_power,alpha_power,beta_power,gamma_power,alpha_gamma_ratio,spectral_entropy,aperiodic_slope
DS005620,1010,awake,alpha,0.23945265121670403,59.903819482915196,0.0028005106219557707,0.8275862068965517,0.6206896551724138,58.0,0.13654532390958807,0.10872370043387798,0.09460469272559643,0.028689794568966465,3.7896297991514363,0.6808783244727832,-1.5788431733305068
DS005620,1010,awake,gamma,0.16775662921973472,59.86276892412964,0.0029478760581568147,0.8275862068965517,0.603448275862069,58.0,0.13654532390958807,0.10872370043387798,0.09460469272559643,0.028689794568966465,3.7896297991514363,0.6808783244727832,-1.5788431733305068
DS005620,1010,sed,alpha,0.24540524381594278,59.907107896004455,0.003940779518846795,0.7662835249042145,0.4770114942528736,58.0,0.06662094546728164,0.18430181520522984,0.2722078296906628,0.02312976132838739,21.443055148650302,0.7398371348901646,-1.8626891953764995
DS005620,1010,sed,gamma,0.158468398657247,59.82477535442191,0.0023227636528503812,0.7222222222222222,0.39655172413793105,58.0,0.06662094546728164,0.18430181520522984,0.2722078296906628,0.02312976132838739,21.443055148650302,0.7398371348901646,-1.8626891953764995
DS005620,1010,sed2,alpha,0.2642467867348641,59.94088989408031,0.003763237237040813,0.7660818713450293,0.4298245614035088,38.0,0.06312813779546309,0.19531832468683263,0.247042217885748,0.008891765047849392,24.454993984053186,0.7275644878346147,-2.106462659893079
DS005620,1010,sed2,gamma,0.1629930765381066,59.85177157984425,0.002086588484362823,0.7690058479532164,0.4824561403508772,38.0,0.06312813779546309,0.19531832468683263,0.247042217885748,0.008891765047849392,24.454993984053186,0.7275644878346147,-2.106462659893079
DS005620,1016,awake,alpha,0.23827514925057908,59.916526597838796,0.0032406768915175057,0.8275862068965517,0.5862068965517241,58.0,0.1415015671427873,0.3502578524950957,0.18849243362702667,0.02523699481281045,13.878746462452177,0.8415143896897506,-1.7495839620791558
DS005620,1016,awake,gamma,0.14346466416261536,59.76630476123746,0.0013524456081805431,0.8275862068965516,0.5862068965517241,58.0,0.1415015671427873,0.3502578524950957,0.18849243362702667,0.02523699481281045,13.878746462452177,0.8415143896897506,-1.7495839620791558
DS005620,1016,sed,alpha,0.24577998789521951,59.941930800686954,0.0034470359253608667,0.8409961685823754,0.603448275862069,58.0,0.09989585899895659,0.19709450981414642,0.23341746544775988,0.01194001642463176,16.510432116227307,0.7624063493582732,-2.0690720397475073
DS005620,1016,sed,gamma,0.1512733643174338,59.803153661824105,0.0015371730467585373,0.7758620689655172,0.46551724137931033,58.0,0.09989585899895659,0.19709450981414642,0.23341746544775988,0.01194001642463176,16.510432116227307,0.7624063493582732,-2.0690720397475073
DS005620,1016,sed2,alpha,0.25134850463785974,59.9328184957701,0.003923760303684576,0.8114035087719298,0.4736842105263158,38.0,0.05963320616016128,0.05979234142668097,0.02560134333088327,0.002818327108481379,21.202914733377263,0.4746255610379735,-2.532063518729786
DS005620,1016,sed2,gamma,0.14735780842112378,59.77763261459425,0.0012200007813890756,0.7763157894736843,0.4342105263157895,38.0,0.05963320616016128,0.05979234142668097,0.02560134333088327,0.002818327108481379,21.202914733377263,0.4746255610379735,-2.532063518729786
DS005620,1017,awake,alpha,0.24900604942460391,59.96003364015237,0.003188335750228687,0.8275862068965517,0.603448275862069,58.0,0.1861970283105377,0.33975471106822547,0.18419465602951549,0.019119580193555457,17.769988023323595,0.8434857749769542,-1.9463570004181632
DS005620,1017,awake,gamma,0.15136358490765442,59.810107948707326,0.0017627754682960181,0.8275862068965517,0.603448275862069,58.0,0.1861970283105377,0.33975471106822547,0.18419465602951549,0.019119580193555457,17.769988023323595,0.8434857749769542,-1.9463570004181632
DS005620,1017,sed,alpha,0.24676569511579277,59.91745268449348,0.003144233302290216,0.882183908045977,0.6896551724137931,58.0,0.05285012488889916,0.3426334536595018,0.3098884516509629,0.015277760823958212,24.17081088134069,0.8158469567647562,-1.7412417932904765
DS005620,1017,sed,gamma,0.15749558704239394,59.864327755983545,0.0023018097069875255,0.7413793103448275,0.39655172413793105,58.0,0.05285012488889916,0.3426334536595018,0.3098884516509629,0.015277760823958212,24.17081088134069,0.8158469567647562,-1.7412417932904765
DS005620,1017,sed2,alpha,0.24090129408893485,59.90837546683119,0.0030063564279101834,0.8684210526315789,0.6973684210526316,38.0,0.058629808150144055,0.3449267533288218,0.2917711224900756,0.012796945673375533,37.306957420864286,0.8063009102706413,-1.9328588829836928
DS005620,1017,sed2,gamma,0.1550138159101177,59.85422194223008,0.0023707931331846555,0.7280701754385966,0.35526315789473684,38.0,0.058629808150144055,0.3449267533288218,0.2917711224900756,0.012796945673375533,37.306957420864286,0.8063009102706413,-1.9328588829836928
DS005620,1022,awake,alpha,0.2640828736498978,59.96920125185205,0.003538816460162983,0.8275862068965517,0.5689655172413793,58.0,0.12261351147739902,0.3143343148940711,0.23639854230851018,0.024976631278118017,12.585136537483088,0.858141765350568,-1.706016221435457
DS005620,1022,awake,gamma,0.15520668799376305,59.814703819552946,0.0015177461753287074,0.8275862068965517,0.603448275862069,58.0,0.12261351147739902,0.3143343148940711,0.23639854230851018,0.024976631278118017,12.585136537483088,0.858141765350568,-1.706016221435457
DS005620,1022,sed,alpha,0.24785006845890137,59.92361691484351,0.0038982175577492533,0.8026819923371646,0.5517241379310344,58.0,0.08995800680347073,0.2803657984715723,0.3275562160130811,0.007757003475011802,37.48295303089447,0.8019635587149114,-2.204931050268477
DS005620,1022,sed,gamma,0.15695424169151154,59.83792726253041,0.0020173865024479486,0.7183908045977011,0.3735632183908046,58.0,0.08995800680347073,0.2803657984715723,0.3275562160130811,0.007757003475011802,37.48295303089447,0.8019635587149114,-2.204931050268477
DS005620,1022,sed2,alpha,0.28177854515217743,59.969787834395255,0.004961677384738446,0.7865497076023392,0.5,38.0,0.11515617469357599,0.28370787651792906,0.1819045449724163,0.0048171379549599965,59.9807004442788,0.7488264796975427,-2.5474193324074856
DS005620,1022,sed2,gamma,0.15431779246618918,59.828537596289124,0.0020307459735618943,0.7309941520467836,0.4385964912280702,38.0,0.11515617469357599,0.28370787651792906,0.1819045449724163,0.0048171379549599965,59.9807004442788,0.7488264796975427,-2.5474193324074856
DS005620,1024,awake,alpha,0.24264577129347475,59.92702399148696,0.004342369628264878,0.8275862068965517,0.6206896551724138,58.0,0.20291430690979254,0.29721904062068066,0.19434328396314574,0.020222222505294426,14.697644659392282,0.8499779553445763,-1.9259195087127094
DS005620,1024,awake,gamma,0.1478979232956451,59.811019932593,0.0017963083276969966,0.8275862068965516,0.5862068965517241,58.0,0.20291430690979254,0.29721904062068066,0.19434328396314574,0.020222222505294426,14.697644659392282,0.8499779553445763,-1.9259195087127094
DS005620,1024,sed,alpha,0.24265748440479176,59.923745626900505,0.0036865997320898653,0.8773946360153256,0.6781609195402298,58.0,0.0500275422222581,0.27160067309252517,0.38745684717654055,0.010845786268018716,25.650464721766003,0.8132380985560504,-1.8587899571125306
