subject,task,condition,acq,run,filename,channel_set,n_channels,gamma_rel_power,hf_rel_power
1045,sed,sed,rest,1,sub-1045_task-sed_acq-rest_run-1_eeg.vhdr,centro_posterior,32,0.0059872513616995165,0.0032817489956002165
1045,sed,sed,rest,1,sub-1045_task-sed_acq-rest_run-1_eeg.vhdr,frontotemporal,30,0.004356101416487196,0.0017011858310507504
1045,sed,sed,rest,2,sub-1045_task-sed_acq-rest_run-2_eeg.vhdr,all_eeg,62,0.012732203521966965,0.026018362246835694
1045,sed,sed,rest,2,sub-1045_task-sed_acq-rest_run-2_eeg.vhdr,posterior,18,0.009436708944717879,0.006912100491208121
1045,sed,sed,rest,2,sub-1045_task-sed_acq-rest_run-2_eeg.vhdr,centro_posterior,32,0.010436104560527588,0.009949964458480115
1045,sed,sed,rest,2,sub-1045_task-sed_acq-rest_run-2_eeg.vhdr,frontotemporal,30,0.014017411535115678,0.0350124143076884
1045,sed,sed,rest,3,sub-1045_task-sed_acq-rest_run-3_eeg.vhdr,all_eeg,62,0.006709919824580628,0.0038404743012027424
1045,sed,sed,rest,3,sub-1045_task-sed_acq-rest_run-3_eeg.vhdr,posterior,18,0.0063968402743207415,0.003749413975499202
1045,sed,sed,rest,3,sub-1045_task-sed_acq-rest_run-3_eeg.vhdr,centro_posterior,32,0.006702948647330284,0.004312321574167585
1045,sed,sed,rest,3,sub-1045_task-sed_acq-rest_run-3_eeg.vhdr,frontotemporal,30,0.00671505459110218,0.003492925315787627
1046,awake,awake,EC,0,sub-1046_task-awake_acq-EC_eeg.vhdr,all_eeg,62,0.01115231263953594,0.009292009159552117
1046,awake,awake,EC,0,sub-1046_task-awake_acq-EC_eeg.vhdr,posterior,18,0.007343436795882981,0.0037307467778854722
1046,awake,awake,EC,0,sub-1046_task-awake_acq-EC_eeg.vhdr,centro_posterior,32,0.009620295590770595,0.00726470189501094
1046,awake,awake,EC,0,sub-1046_task-awake_acq-EC_eeg.vhdr,frontotemporal,30,0.012545712495963465,0.011135885279352943
1046,sed2,sed2,rest,1,sub-1046_task-sed2_acq-rest_run-1_eeg.vhdr,all_eeg,62,0.003563900231526733,0.004154319126195973
1046,sed2,sed2,rest,1,sub-1046_task-sed2_acq-rest_run-1_eeg.vhdr,posterior,18,0.0032873432553043977,0.0027565125530147503
1046,sed2,sed2,rest,1,sub-1046_task-sed2_acq-rest_run-1_eeg.vhdr,centro_posterior,32,0.003703386139012844,0.003503491851606373
1046,sed2,sed2,rest,1,sub-1046_task-sed2_acq-rest_run-1_eeg.vhdr,frontotemporal,30,0.0034617263635634624,0.004631052161233464
1046,sed2,sed2,rest,2,sub-1046_task-sed2_acq-rest_run-2_eeg.vhdr,all_eeg,62,0.004756750465464625,0.00502546070750867
1046,sed2,sed2,rest,2,sub-1046_task-sed2_acq-rest_run-2_eeg.vhdr,posterior,18,0.0034405312510061366,0.003635119013747312
1046,sed2,sed2,rest,2,sub-1046_task-sed2_acq-rest_run-2_eeg.vhdr,centro_posterior,32,0.0037107582510769723,0.0044116741596799385
1046,sed2,sed2,rest,2,sub-1046_task-sed2_acq-rest_run-2_eeg.vhdr,frontotemporal,30,0.005260086418276949,0.005320817434475919
1046,sed,sed,rest,1,sub-1046_task-sed_acq-rest_run-1_eeg.vhdr,all_eeg,62,0.003359305631288622,0.0021044230627032235
1046,sed,sed,rest,1,sub-1046_task-sed_acq-rest_run-1_eeg.vhdr,posterior,18,0.0035380277804485543,0.0023337937169628513
1046,sed,sed,rest,1,sub-1046_task-sed_acq-rest_run-1_eeg.vhdr,centro_posterior,32,0.003730338244759768,0.0022957391290128575
1046,sed,sed,rest,1,sub-1046_task-sed_acq-rest_run-1_eeg.vhdr,frontotemporal,30,0.0032381842406794953,0.0020419690703694935
1046,sed,sed,rest,2,sub-1046_task-sed_acq-rest_run-2_eeg.vhdr,all_eeg,62,0.01665399493817479,0.00893513753785526
1046,sed,sed,rest,2,sub-1046_task-sed_acq-rest_run-2_eeg.vhdr,posterior,18,0.025384036835755297,0.0074484234961001905
1046,sed,sed,rest,2,sub-1046_task-sed_acq-rest_run-2_eeg.vhdr,centro_posterior,32,0.018780335454760003,0.006290685553257731
1046,sed,sed,rest,2,sub-1046_task-sed_acq-rest_run-2_eeg.vhdr,frontotemporal,30,0.01538647789069034,0.01051150216317613
1054,awake,awake,EC,0,sub-1054_task-awake_acq-EC_eeg.vhdr,all_eeg,62,0.030600527007615244,0.07280381182250606
1054,awake,awake,EC,0,sub-1054_task-awake_acq-EC_eeg.vhdr,posterior,18,0.017561161540299127,0.022333071650092757
1054,awake,awake,EC,0,sub-1054_task-awake_acq-EC_eeg.vhdr,centro_posterior,32,0.019526035493441302,0.024034122644801596
1054,awake,awake,EC,0,sub-1054_task-awake_acq-EC_eeg.vhdr,frontotemporal,30,0.043886141683133185,0.13131081392102084
1054,sed2,sed2,rest,1,sub-1054_task-sed2_acq-rest_run-1_eeg.vhdr,all_eeg,62,0.004776007500536048,0.0012811703731324914
1054,sed2,sed2,rest,1,sub-1054_task-sed2_acq-rest_run-1_eeg.vhdr,posterior,18,0.003777546920251465,0.0015531807168902723
1054,sed2,sed2,rest,1,sub-1054_task-sed2_acq-rest_run-1_eeg.vhdr,centro_posterior,32,0.004723243918557039,0.0016134981048222653
1054,sed2,sed2,rest,1,sub-1054_task-sed2_acq-rest_run-1_eeg.vhdr,frontotemporal,30,0.004838767216128206,0.0008858826928431666
1054,sed2,sed2,rest,2,sub-1054_task-sed2_acq-rest_run-2_eeg.vhdr,all_eeg,62,0.00531823563684379,0.0018129981518631671
1054,sed2,sed2,rest,2,sub-1054_task-sed2_acq-rest_run-2_eeg.vhdr,posterior,18,0.0042965529405119334,0.0014990991228792713
1054,sed2,sed2,rest,2,sub-1054_task-sed2_acq-rest_run-2_eeg.vhdr,centro_posterior,32,0.005335067582277386,0.00199616089695106
1054,sed2,sed2,rest,2,sub-1054_task-sed2_acq-rest_run-2_eeg.vhdr,frontotemporal,30,0.005308323714060873,0.0017051380715664036
1054,sed,sed,rest,1,sub-1054_task-sed_acq-rest_run-1_eeg.vhdr,all_eeg,62,0.00446921903466629,0.0008869597887611394
1054,sed,sed,rest,1,sub-1054_task-sed_acq-rest_run-1_eeg.vhdr,posterior,18,0.003059122119602952,0.0010245380250164123
1054,sed,sed,rest,1,sub-1054_task-sed_acq-rest_run-1_eeg.vhdr,centro_posterior,32,0.003884561327248667,0.0012374642866059783
1054,sed,sed,rest,1,sub-1054_task-sed_acq-rest_run-1_eeg.vhdr,frontotemporal,30,0.004730759207932031,0.0007301654697370012
1054,sed,sed,rest,2,sub-1054_task-sed_acq-rest_run-2_eeg.vhdr,all_eeg,62,0.005489005615964218,0.003778242648468975
1054,sed,sed,rest,2,sub-1054_task-sed_acq-rest_run-2_eeg.vhdr,posterior,18,0.002987723582030684,0.0008596178998201228
1054,sed,sed,rest,2,sub-1054_task-sed_acq-rest_run-2_eeg.vhdr,centro_posterior,32,0.003800058736389051,0.0013130867176407016
1054,sed,sed,rest,2,sub-1054_task-sed_acq-rest_run-2_eeg.vhdr,frontotemporal,30,0.007677040864577868,0.0069718588214879905
1055,awake,awake,EC,0,sub-1055_task-awake_acq-EC_eeg.vhdr,all_eeg,62,0.007609509127239678,0.004382106389303279
1055,awake,awake,EC,0,sub-1055_task-awake_acq-EC_eeg.vhdr,posterior,18,0.009280500538370904,0.007674315280418172
1055,awake,awake,EC,0,sub-1055_task-awake_acq-EC_eeg.vhdr,centro_posterior,32,0.00882465487018625,0.005228186029638447
1055,awake,awake,EC,0,sub-1055_task-awake_acq-EC_eeg.vhdr,frontotemporal,30,0.006314258972866047,0.003480251783699237
1055,sed2,sed2,rest,1,sub-1055_task-sed2_acq-rest_run-1_eeg.vhdr,all_eeg,62,0.0010024191002541577,0.010560204355856327
1055,sed2,sed2,rest,1,sub-1055_task-sed2_acq-rest_run-1_eeg.vhdr,posterior,18,0.0011337882256106048,0.009880436796029643
1055,sed2,sed2,rest,1,sub-1055_task-sed2_acq-rest_run-1_eeg.vhdr,centro_posterior,32,0.0010317524344890666,0.010189927516694494
1055,sed2,sed2,rest,1,sub-1055_task-sed2_acq-rest_run-1_eeg.vhdr,frontotemporal,30,0.0009650381791169123,0.011032066477387156
1055,sed2,sed2,rest,2,sub-1055_task-sed2_acq-rest_run-2_eeg.vhdr,all_eeg,62,0.0007094032373230537,0.012792072086321035
1055,sed2,sed2,rest,2,sub-1055_task-sed2_acq-rest_run-2_eeg.vhdr,posterior,18,0.000774147603609871,0.013052796673971063
1055,sed2,sed2,rest,2,sub-1055_task-sed2_acq-rest_run-2_eeg.vhdr,centro_posterior,32,0.0007108333194521847,0.012480962218481722
1055,sed2,sed2,rest,2,sub-1055_task-sed2_acq-rest_run-2_eeg.vhdr,frontotemporal,30,0.0007077934448897477,0.013142277365425498
1055,sed,sed,rest,1,sub-1055_task-sed_acq-rest_run-1_eeg.vhdr,all_eeg,62,0.0010607560819451158,0.012693494228467234
1055,sed,sed,rest,1,sub-1055_task-sed_acq-rest_run-1_eeg.vhdr,posterior,18,0.0008872245484951892,0.012883292575860522
1055,sed,sed,rest,1,sub-1055_task-sed_acq-rest_run-1_eeg.vhdr,centro_posterior,32,0.0008862847842030887,0.012898210083235741
1055,sed,sed,rest,1,sub-1055_task-sed_acq-rest_run-1_eeg.vhdr,frontotemporal,30,0.0011546812304668265,0.012583287178294942
1055,sed,sed,rest,2,sub-1055_task-sed_acq-rest_run-2_eeg.vhdr,all_eeg,62,0.000636934093300268,0.010792855321814183
1055,sed,sed,rest,2,sub-1055_task-sed_acq-rest_run-2_eeg.vhdr,posterior,18,0.0007341098563379699,0.011348240958313766
1055,sed,sed,rest,2,sub-1055_task-sed_acq-rest_run-2_eeg.vhdr,centro_posterior,32,0.0006611032938067448,0.01080758241965963
1055,sed,sed,rest,2,sub-1055_task-sed_acq-rest_run-2_eeg.vhdr,frontotemporal,30,0.0006105059854803943,0.01077675179660122
1057,awake,awake,EC,0,sub-1057_task-awake_acq-EC_eeg.vhdr,all_eeg,62,0.0056465561026816675,0.0057754835102074445
1057,awake,awake,EC,0,sub-1057_task-awake_acq-EC_eeg.vhdr,posterior,18,0.002847322127156059,0.0023967517468450033
1057,awake,awake,EC,0,sub-1057_task-awake_acq-EC_eeg.vhdr,centro_posterior,32,0.0035531494025539405,0.0033195041786303
1057,awake,awake,EC,0,sub-1057_task-awake_acq-EC_eeg.vhdr,frontotemporal,30,0.013932373157900833,0.01549638267022545
1057,sed2,sed2,rest,1,sub-1057_task-sed2_acq-rest_run-1_eeg.vhdr,all_eeg,62,0.0030827694004386483,0.0016912331111524808
1057,sed2,sed2,rest,1,sub-1057_task-sed2_acq-rest_run-1_eeg.vhdr,posterior,18,0.0024690365929305115,0.0010216970634874813
1057,sed2,sed2,rest,1,sub-1057_task-sed2_acq-rest_run-1_eeg.vhdr,centro_posterior,32,0.003140288277945654,0.0013889643556176908
1057,sed2,sed2,rest,1,sub-1057_task-sed2_acq-rest_run-1_eeg.vhdr,frontotemporal,30,0.003036727558600773,0.0019331886366783175
1057,sed2,sed2,rest,2,sub-1057_task-sed2_acq-rest_run-2_eeg.vhdr,all_eeg,62,0.00727121383680063,0.007840049727714437
1057,sed2,sed2,rest,2,sub-1057_task-sed2_acq-rest_run-2_eeg.vhdr,posterior,18,0.006171294402719587,0.005947990006819437
1057,sed2,sed2,rest,2,sub-1057_task-sed2_acq-rest_run-2_eeg.vhdr,centro_posterior,32,0.006943851169498658,0.00677590039459205
1057,sed2,sed2,rest,2,sub-1057_task-sed2_acq-rest_run-2_eeg.vhdr,frontotemporal,30,0.007614170757596483,0.008954890896264554
1057,sed2,sed2,rest,3,sub-1057_task-sed2_acq-rest_run-3_eeg.vhdr,all_eeg,62,0.0029319647366991526,0.006047877109888585
1057,sed2,sed2,rest,3,sub-1057_task-sed2_acq-rest_run-3_eeg.vhdr,posterior,18,0.002893091705131352,0.004666365320279792
1057,sed2,sed2,rest,3,sub-1057_task-sed2_acq-rest_run-3_eeg.vhdr,centro_posterior,32,0.0032714580995383997,0.006065680367721897
1057,sed2,sed2,rest,3,sub-1057_task-sed2_acq-rest_run-3_eeg.vhdr,frontotemporal,30,0.002646384201163838,0.0060329010765906455
1057,sed,sed,rest,1,sub-1057_task-sed_acq-rest_run-1_eeg.vhdr,all_eeg,62,0.003819241982604152,0.0009788808903305579
1057,sed,sed,rest,1,sub-1057_task-sed_acq-rest_run-1_eeg.vhdr,posterior,18,0.003019385900234257,0.0008486903036974526
1057,sed,sed,rest,1,sub-1057_task-sed_acq-rest_run-1_eeg.vhdr,centro_posterior,32,0.004162967891073761,0.0010739528213475806
1057,sed,sed,rest,1,sub-1057_task-sed_acq-rest_run-1_eeg.vhdr,frontotemporal,30,0.003485531671104758,0.0008865791960655045
1057,sed,sed,rest,2,sub-1057_task-sed_acq-rest_run-2_eeg.vhdr,all_eeg,62,0.005235099116715985,0.0041009113951592
1057,sed,sed,rest,2,sub-1057_task-sed_acq-rest_run-2_eeg.vhdr,posterior,18,0.004742853756966248,0.0030844342512866742
1057,sed,sed,rest,2,sub-1057_task-sed_acq-rest_run-2_eeg.vhdr,centro_posterior,32,0.005349920434208177,0.0034116772965714372
1057,sed,sed,rest,2,sub-1057_task-sed_acq-rest_run-2_eeg.vhdr,frontotemporal,30,0.005082437837071446,0.005017286174365297
1057,sed,sed,rest,3,sub-1057_task-sed_acq-rest_run-3_eeg.vhdr,all_eeg,62,0.0038090353902297995,0.004950993312287819
1057,sed,sed,rest,3,sub-1057_task-sed_acq-rest_run-3_eeg.vhdr,posterior,18,0.0032852902239287546,0.0038374389467993888
1057,sed,sed,rest,3,sub-1057_task-sed_acq-rest_run-3_eeg.vhdr,centro_posterior,32,0.004061187539547805,0.004495412167481687
1057,sed,sed,rest,3,sub-1057_task-sed_acq-rest_run-3_eeg.vhdr,frontotemporal,30,0.00362031152550438,0.005291974083526101
1060,awake,awake,EC,0,sub-1060_task-awake_acq-EC_eeg.vhdr,all_eeg,62,0.0803588317190296,0.17873279159344485
1060,awake,awake,EC,0,sub-1060_task-awake_acq-EC_eeg.vhdr,posterior,18,0.030545083726580567,0.0492968559048933
1060,awake,awake,EC,0,sub-1060_task-awake_acq-EC_eeg.vhdr,centro_posterior,32,0.07071903042745617,0.14883134329229086
1060,awake,awake,EC,0,sub-1060_task-awake_acq-EC_eeg.vhdr,frontotemporal,30,0.08381186142453165,0.18944365441088434
1060,sed2,sed2,rest,1,sub-1060_task-sed2_acq-rest_run-1_eeg.vhdr,all_eeg,62,0.0025981869339316123,0.005475122575583352
1060,sed2,sed2,rest,1,sub-1060_task-sed2_acq-rest_run-1_eeg.vhdr,posterior,18,0.002264335683568204,0.008885119536445722
1060,sed2,sed2,rest,1,sub-1060_task-sed2_acq-rest_run-1_eeg.vhdr,centro_posterior,32,0.0029726230746513586,0.009760933992022382
1060,sed2,sed2,rest,1,sub-1060_task-sed2_acq-rest_run-1_eeg.vhdr,frontotemporal,30,0.0023202524413408927,0.0022938729796501086
1060,sed2,sed2,rest,2,sub-1060_task-sed2_acq-rest_run-2_eeg.vhdr,all_eeg,62,0.004892452620480273,0.081618078948096
1060,sed2,sed2,rest,2,sub-1060_task-sed2_acq-rest_run-2_eeg.vhdr,posterior,18,0.0031404427345610646,0.10281675065480284
1060,sed2,sed2,rest,2,sub-1060_task-sed2_acq-rest_run-2_eeg.vhdr,centro_posterior,32,0.0036159837728789563,0.12305108326193195
1060,sed2,sed2,rest,2,sub-1060_task-sed2_acq-rest_run-2_eeg.vhdr,frontotemporal,30,0.006000358722708494,0.04565646625444696
1060,sed2,sed2,rest,3,sub-1060_task-sed2_acq-rest_run-3_eeg.vhdr,all_eeg,62,0.002418806216457606,0.11280045851381554
1060,sed2,sed2,rest,3,sub-1060_task-sed2_acq-rest_run-3_eeg.vhdr,posterior,18,0.0022673417515159796,0.09397076098013832
1060,sed2,sed2,rest,3,sub-1060_task-sed2_acq-rest_run-3_eeg.vhdr,centro_posterior,32,0.002430699726961844,0.11255370083796293
1060,sed2,sed2,rest,3,sub-1060_task-sed2_acq-rest_run-3_eeg.vhdr,frontotemporal,30,0.0024115809967817413,0.11295036197706171
1060,sed,sed,rest,1,sub-1060_task-sed_acq-rest_run-1_eeg.vhdr,all_eeg,62,0.0033837497397042047,0.004014187348967817
1060,sed,sed,rest,1,sub-1060_task-sed_acq-rest_run-1_eeg.vhdr,posterior,18,0.0032074786735717528,0.0030212169266305993
1060,sed,sed,rest,1,sub-1060_task-sed_acq-rest_run-1_eeg.vhdr,centro_posterior,32,0.003957688944917796,0.004513943824585428
1060,sed,sed,rest,1,sub-1060_task-sed_acq-rest_run-1_eeg.vhdr,frontotemporal,30,0.0029351422424259963,0.0036235632205952675
1060,sed,sed,rest,2,sub-1060_task-sed_acq-rest_run-2_eeg.vhdr,all_eeg,62,0.0045927348391854176,0.005908502381265431
1060,sed,sed,rest,2,sub-1060_task-sed_acq-rest_run-2_eeg.vhdr,posterior,18,0.004295652394746032,0.004370640688712142
1060,sed,sed,rest,2,sub-1060_task-sed_acq-rest_run-2_eeg.vhdr,centro_posterior,32,0.004463920755279822,0.009799115582103746
1060,sed,sed,rest,2,sub-1060_task-sed_acq-rest_run-2_eeg.vhdr,frontotemporal,30,0.004663256316136431,0.0037785195342864134
1060,sed,sed,rest,3,sub-1060_task-sed_acq-rest_run-3_eeg.vhdr,all_eeg,62,0.0029044779728572717,0.11374616255411735
1060,sed,sed,rest,3,sub-1060_task-sed_acq-rest_run-3_eeg.vhdr,posterior,18,0.0022195394833359433,0.12776225863593219
1060,sed,sed,rest,3,sub-1060_task-sed_acq-rest_run-3_eeg.vhdr,centro_posterior,32,0.0027651500295286795,0.11989549615202229
1060,sed,sed,rest,3,sub-1060_task-sed_acq-rest_run-3_eeg.vhdr,frontotemporal,30,0.003073895437770276,0.10626880744377579
1061,awake,awake,EC,0,sub-1061_task-awake_acq-EC_eeg.vhdr,all_eeg,62,0.024311554976521488,0.08413813606470966
1061,awake,awake,EC,0,sub-1061_task-awake_acq-EC_eeg.vhdr,posterior,18,0.006030789497112258,0.01081116076055935
1061,awake,awake,EC,0,sub-1061_task-awake_acq-EC_eeg.vhdr,centro_posterior,32,0.010046631692501185,0.02406747556871613
1061,awake,awake,EC,0,sub-1061_task-awake_acq-EC_eeg.vhdr,frontotemporal,30,0.030668920320980845,0.11090947774334389
1061,sed2,sed2,rest,1,sub-1061_task-sed2_acq-rest_run-1_eeg.vhdr,all_eeg,62,0.005774459898745732,0.051408526042366454
1061,sed2,sed2,rest,1,sub-1061_task-sed2_acq-rest_run-1_eeg.vhdr,posterior,18,0.004471370156536256,0.022405000441459075
1061,sed2,sed2,rest,1,sub-1061_task-sed2_acq-rest_run-1_eeg.vhdr,centro_posterior,32,0.005988914801591904,0.08956342835901875
1061,sed2,sed2,rest,1,sub-1061_task-sed2_acq-rest_run-1_eeg.vhdr,frontotemporal,30,0.005561752539628535,0.013564539258015335
1061,sed2,sed2,rest,2,sub-1061_task-sed2_acq-rest_run-2_eeg.vhdr,all_eeg,62,0.003735015167657426,0.007295746687372049
1061,sed2,sed2,rest,2,sub-1061_task-sed2_acq-rest_run-2_eeg.vhdr,posterior,18,0.0033618779569360847,0.0074284684737325225
1061,sed2,sed2,rest,2,sub-1061_task-sed2_acq-rest_run-2_eeg.vhdr,centro_posterior,32,0.004412190941080343,0.007368170150128021
1061,sed2,sed2,rest,2,sub-1061_task-sed2_acq-rest_run-2_eeg.vhdr,frontotemporal,30,0.0032751771482408313,0.007246567341358738
1061,sed2,sed2,rest,3,sub-1061_task-sed2_acq-rest_run-3_eeg.vhdr,all_eeg,62,0.005429276271422854,0.011362439911007922
1061,sed2,sed2,rest,3,sub-1061_task-sed2_acq-rest_run-3_eeg.vhdr,posterior,18,0.00466398966530621,0.005381012456292625
1061,sed2,sed2,rest,3,sub-1061_task-sed2_acq-rest_run-3_eeg.vhdr,centro_posterior,32,0.005396733640081578,0.006768137086153953
1061,sed2,sed2,rest,3,sub-1061_task-sed2_acq-rest_run-3_eeg.vhdr,frontotemporal,30,0.00545266368531765,0.014664227667384165
1061,sed,sed,rest,1,sub-1061_task-sed_acq-rest_run-1_eeg.vhdr,all_eeg,62,0.003752299511416792,0.007985109423599257
1061,sed,sed,rest,1,sub-1061_task-sed_acq-rest_run-1_eeg.vhdr,posterior,18,0.0035241946509911573,0.00260762578537415
1061,sed,sed,rest,1,sub-1061_task-sed_acq-rest_run-1_eeg.vhdr,centro_posterior,32,0.003786480129850763,0.0044906306233706535
1061,sed,sed,rest,1,sub-1061_task-sed_acq-rest_run-1_eeg.vhdr,frontotemporal,30,0.0037159144699303774,0.01170495891565345
1061,sed,sed,rest,2,sub-1061_task-sed_acq-rest_run-2_eeg.vhdr,all_eeg,62,0.0035976711550117497,0.013750001816170289
1061,sed,sed,rest,2,sub-1061_task-sed_acq-rest_run-2_eeg.vhdr,posterior,18,0.0030272955393687998,0.0034528407471347087
1061,sed,sed,rest,2,sub-1061_task-sed_acq-rest_run-2_eeg.vhdr,centro_posterior,32,0.0037655797354464965,0.003490112966244181
1061,sed,sed,rest,2,sub-1061_task-sed_acq-rest_run-2_eeg.vhdr,frontotemporal,30,0.0034976219802777594,0.01986340834750903
1061,sed,sed,rest,3,sub-1061_task-sed_acq-rest_run-3_eeg.vhdr,all_eeg,62,0.006715641337568191,0.014714268686640747
1061,sed,sed,rest,3,sub-1061_task-sed_acq-rest_run-3_eeg.vhdr,posterior,18,0.006074805835987482,0.010532998614136318
1061,sed,sed,rest,3,sub-1061_task-sed_acq-rest_run-3_eeg.vhdr,centro_posterior,32,0.007249003118537659,0.010179082379803748
1061,sed,sed,rest,3,sub-1061_task-sed_acq-rest_run-3_eeg.vhdr,frontotemporal,30,0.006090163379951387,0.020032720757683392
1062,awake,awake,EC,0,sub-1062_task-awake_acq-EC_eeg.vhdr,all_eeg,62,0.00319342316952853,0.008269542021072714
1062,awake,awake,EC,0,sub-1062_task-awake_acq-EC_eeg.vhdr,posterior,18,0.0010681239865222975,0.0012962316570349363
1062,awake,awake,EC,0,sub-1062_task-awake_acq-EC_eeg.vhdr,centro_posterior,32,0.00116617377572787,0.002008707838538233
1062,awake,awake,EC,0,sub-1062_task-awake_acq-EC_eeg.vhdr,frontotemporal,30,0.005362808759405395,0.014969341018538501
1062,sed2,sed2,rest,1,sub-1062_task-sed2_acq-rest_run-1_eeg.vhdr,all_eeg,62,0.0031047565832925538,0.009595776597667673
1062,sed2,sed2,rest,1,sub-1062_task-sed2_acq-rest_run-1_eeg.vhdr,posterior,18,0.003078546585290158,0.005707055932292734
1062,sed2,sed2,rest,1,sub-1062_task-sed2_acq-rest_run-1_eeg.vhdr,centro_posterior,32,0.00237304229269647,0.007247932447692918
1062,sed2,sed2,rest,1,sub-1062_task-sed2_acq-rest_run-1_eeg.vhdr,frontotemporal,30,0.003572799552211099,0.011097581278312932
1062,sed2,sed2,rest,2,sub-1062_task-sed2_acq-rest_run-2_eeg.vhdr,all_eeg,62,0.0019434755552317344,0.017347900339297923
1062,sed2,sed2,rest,2,sub-1062_task-sed2_acq-rest_run-2_eeg.vhdr,posterior,18,0.0014329226250291314,0.040716321971634724
1062,sed2,sed2,rest,2,sub-1062_task-sed2_acq-rest_run-2_eeg.vhdr,centro_posterior,32,0.0014914936475566578,0.022990193364117718
1062,sed2,sed2,rest,2,sub-1062_task-sed2_acq-rest_run-2_eeg.vhdr,frontotemporal,30,0.0023626314484651912,0.012115389186653721
1062,sed2,sed2,rest,3,sub-1062_task-sed2_acq-rest_run-3_eeg.vhdr,all_eeg,62,0.00188501808633473,0.009406616541304954
1062,sed2,sed2,rest,3,sub-1062_task-sed2_acq-rest_run-3_eeg.vhdr,posterior,18,0.0018686445830586925,0.010485965882139915
1062,sed2,sed2,rest,3,sub-1062_task-sed2_acq-rest_run-3_eeg.vhdr,centro_posterior,32,0.0017948191660570518,0.010463898642586174
1062,sed2,sed2,rest,3,sub-1062_task-sed2_acq-rest_run-3_eeg.vhdr,frontotemporal,30,0.0019560697815673997,0.008573771919618486
1062,sed,sed,rest,1,sub-1062_task-sed_acq-rest_run-1_eeg.vhdr,all_eeg,62,0.0057403916887651145,0.006830775382699246
1062,sed,sed,rest,1,sub-1062_task-sed_acq-rest_run-1_eeg.vhdr,posterior,18,0.0053355082318458395,0.005726369563606973
1062,sed,sed,rest,1,sub-1062_task-sed_acq-rest_run-1_eeg.vhdr,centro_posterior,32,0.005822636128426109,0.00510261273083458
1062,sed,sed,rest,1,sub-1062_task-sed_acq-rest_run-1_eeg.vhdr,frontotemporal,30,0.005666252768610771,0.008388620671553196
1062,sed,sed,rest,2,sub-1062_task-sed_acq-rest_run-2_eeg.vhdr,all_eeg,62,0.002273497487057956,0.013416133783196097
1062,sed,sed,rest,2,sub-1062_task-sed_acq-rest_run-2_eeg.vhdr,posterior,18,0.0017555169809974442,0.02268847640960241
1062,sed,sed,rest,2,sub-1062_task-sed_acq-rest_run-2_eeg.vhdr,centro_posterior,32,0.0017082055460091571,0.014744911705207522
1062,sed,sed,rest,2,sub-1062_task-sed_acq-rest_run-2_eeg.vhdr,frontotemporal,30,0.0037967397557752062,0.009835593270287293
1062,sed,sed,rest,3,sub-1062_task-sed_acq-rest_run-3_eeg.vhdr,all_eeg,62,0.0020235183223708277,0.006687996134366348
1062,sed,sed,rest,3,sub-1062_task-sed_acq-rest_run-3_eeg.vhdr,posterior,18,0.0018584222965199557,0.00908301929993284
1062,sed,sed,rest,3,sub-1062_task-sed_acq-rest_run-3_eeg.vhdr,centro_posterior,32,0.0018433857252604434,0.007340033785371623
1062,sed,sed,rest,3,sub-1062_task-sed_acq-rest_run-3_eeg.vhdr,frontotemporal,30,0.002201713736507451,0.006042970630279728
1064,awake,awake,EC,0,sub-1064_task-awake_acq-EC_eeg.vhdr,all_eeg,62,0.02633358305052601,0.05675077629602358
1064,awake,awake,EC,0,sub-1064_task-awake_acq-EC_eeg.vhdr,posterior,18,0.02958583811260789,0.03344705462359768
1064,awake,awake,EC,0,sub-1064_task-awake_acq-EC_eeg.vhdr,centro_posterior,32,0.0253641477371065,0.03277510011798083
1064,awake,awake,EC,0,sub-1064_task-awake_acq-EC_eeg.vhdr,frontotemporal,30,0.027091279020319912,0.07548980195530999
1064,sed2,sed2,rest,1,sub-1064_task-sed2_acq-rest_run-1_eeg.vhdr,all_eeg,62,0.00045702851278188244,0.0014760882675430849
1064,sed2,sed2,rest,1,sub-1064_task-sed2_acq-rest_run-1_eeg.vhdr,posterior,18,0.00038998010863204623,0.0015184365969121468
1064,sed2,sed2,rest,1,sub-1064_task-sed2_acq-rest_run-1_eeg.vhdr,centro_posterior,32,0.0003674866470756798,0.0014796314955655488
1064,sed2,sed2,rest,1,sub-1064_task-sed2_acq-rest_run-1_eeg.vhdr,frontotemporal,30,0.0005266138519580209,0.001473334731844706
1064,sed2,sed2,rest,2,sub-1064_task-sed2_acq-rest_run-2_eeg.vhdr,all_eeg,62,0.0001601867087497432,0.00015379158296536128
1064,sed2,sed2,rest,2,sub-1064_task-sed2_acq-rest_run-2_eeg.vhdr,posterior,18,0.0001756142259756046,0.0002015842716336979
1064,sed2,sed2,rest,2,sub-1064_task-sed2_acq-rest_run-2_eeg.vhdr,centro_posterior,32,0.00016143659576287297,0.00016809184272982173
1064,sed2,sed2,rest,2,sub-1064_task-sed2_acq-rest_run-2_eeg.vhdr,frontotemporal,30,0.00015902778992992194,0.00014053211231299594
1064,sed2,sed2,rest,3,sub-1064_task-sed2_acq-rest_run-3_eeg.vhdr,all_eeg,62,0.0008863115322795581,0.022757155298717104
