dataset,subject,condition,band,filename,run,source,metric,first,second,eyes,recording
Chennu,13,recovery,gamma,13-2010-anest 20100322 132.026.set,,phase_only,R,0.11015383325113692,0.12236303641808917,,
Chennu,13,recovery,gamma,13-2010-anest 20100322 132.026.set,,phase_only,D_eff,16.747287948136776,16.575368627640547,,
Chennu,13,recovery,gamma,13-2010-anest 20100322 132.026.set,,phase_only,M_tau,0.005130226095482045,0.005081193941432998,,
Chennu,14,baseline,gamma,14-2010-anest 20100324 125.007.set,,phase_only,Pi,0.8735632183908046,0.7816091954022989,,
Chennu,14,baseline,gamma,14-2010-anest 20100324 125.007.set,,phase_only,R,0.12152145679913297,0.1035378211938055,,
Chennu,14,baseline,gamma,14-2010-anest 20100324 125.007.set,,phase_only,D_eff,15.625170778574843,15.766208930015168,,
Chennu,14,baseline,gamma,14-2010-anest 20100324 125.007.set,,phase_only,M_tau,0.0037610222848283173,0.002904835377320345,,
Chennu,14,mild,gamma,14-2010-anest 20100324 132.011.set,,phase_only,Pi,0.7241379310344829,0.7701149425287357,,
Chennu,14,mild,gamma,14-2010-anest 20100324 132.011.set,,phase_only,R,0.11903865994365888,0.10291462659191744,,
Chennu,14,mild,gamma,14-2010-anest 20100324 132.011.set,,phase_only,D_eff,15.44790264384133,14.636424264532133,,
Chennu,14,mild,gamma,14-2010-anest 20100324 132.011.set,,phase_only,M_tau,0.003976233580794869,0.003188282294326089,,
Chennu,14,moderate,gamma,14-2010-anest 20100324 132.016.set,,phase_only,Pi,0.7011494252873564,0.5172413793103449,,
Chennu,14,moderate,gamma,14-2010-anest 20100324 132.016.set,,phase_only,R,0.10639814294494906,0.09772072356354625,,
Chennu,14,moderate,gamma,14-2010-anest 20100324 132.016.set,,phase_only,D_eff,13.69013156736461,13.740838545131991,,
Chennu,14,moderate,gamma,14-2010-anest 20100324 132.016.set,,phase_only,M_tau,0.0036469615930820177,0.0028961996214774653,,
Chennu,14,recovery,gamma,14-2010-anest 20100324 132.031.set,,phase_only,Pi,0.5862068965517241,0.44827586206896547,,
Chennu,14,recovery,gamma,14-2010-anest 20100324 132.031.set,,phase_only,R,0.14080769911596233,0.1358894227442076,,
Chennu,14,recovery,gamma,14-2010-anest 20100324 132.031.set,,phase_only,D_eff,14.570515730163297,13.772519106286186,,
Chennu,14,recovery,gamma,14-2010-anest 20100324 132.031.set,,phase_only,M_tau,0.005873655474300651,0.006189696068105524,,
Chennu,18,baseline,gamma,18-2010-anest 20100331 140.003.set,,phase_only,Pi,0.8275862068965517,0.8275862068965517,,
Chennu,18,baseline,gamma,18-2010-anest 20100331 140.003.set,,phase_only,R,0.10983355824850112,0.10200787786607086,,
Chennu,18,baseline,gamma,18-2010-anest 20100331 140.003.set,,phase_only,D_eff,14.45829892887613,13.64211379558183,,
Chennu,18,baseline,gamma,18-2010-anest 20100331 140.003.set,,phase_only,M_tau,0.003385593374679365,0.002730594348246928,,
Chennu,18,mild,gamma,18-2010-anest 20100331 140.009.set,,phase_only,Pi,0.7356321839080461,0.2413793103448275,,
Chennu,18,mild,gamma,18-2010-anest 20100331 140.009.set,,phase_only,R,0.10566438405712494,0.08637195271167311,,
Chennu,18,mild,gamma,18-2010-anest 20100331 140.009.set,,phase_only,D_eff,13.1977851956237,12.384322297350312,,
Chennu,18,mild,gamma,18-2010-anest 20100331 140.009.set,,phase_only,M_tau,0.0027967112686308514,0.0020476050069903316,,
Chennu,18,moderate,gamma,18-2010-anest 20100331 140.014.set,,phase_only,Pi,0.2413793103448275,0.29885057471264365,,
Chennu,18,moderate,gamma,18-2010-anest 20100331 140.014.set,,phase_only,R,0.08722306204458329,0.08573322515619546,,
Chennu,18,moderate,gamma,18-2010-anest 20100331 140.014.set,,phase_only,D_eff,11.884163037915034,12.042908698190372,,
Chennu,18,moderate,gamma,18-2010-anest 20100331 140.014.set,,phase_only,M_tau,0.0022089500544909967,0.002348128174804938,,
Chennu,18,recovery,gamma,18-2010-anest 20100331 140.027.set,,phase_only,Pi,0.4942528735632184,0.5517241379310345,,
Chennu,18,recovery,gamma,18-2010-anest 20100331 140.027.set,,phase_only,R,0.09435210710218936,0.09157381099153952,,
Chennu,18,recovery,gamma,18-2010-anest 20100331 140.027.set,,phase_only,D_eff,15.466038549690024,14.364275654147018,,
Chennu,18,recovery,gamma,18-2010-anest 20100331 140.027.set,,phase_only,M_tau,0.00258889594965948,0.0025154112988404723,,
Chennu,20,baseline,gamma,20-2010-anest 20100414 131.004.set,,phase_only,Pi,0.8275862068965517,0.8275862068965517,,
Chennu,20,baseline,gamma,20-2010-anest 20100414 131.004.set,,phase_only,R,0.10258485244341639,0.0963710264757426,,
Chennu,20,baseline,gamma,20-2010-anest 20100414 131.004.set,,phase_only,D_eff,16.25245877240889,16.58656542877942,,
Chennu,20,baseline,gamma,20-2010-anest 20100414 131.004.set,,phase_only,M_tau,0.0031563349637546037,0.002929007640409693,,
Chennu,20,mild,gamma,20-2010-anest 20100414 131.009.set,,phase_only,Pi,0.5172413793103448,0.44827586206896547,,
Chennu,20,mild,gamma,20-2010-anest 20100414 131.009.set,,phase_only,R,0.09556329986552321,0.09312350602026356,,
Chennu,20,mild,gamma,20-2010-anest 20100414 131.009.set,,phase_only,D_eff,14.794759213712963,14.609142957210738,,
Chennu,20,mild,gamma,20-2010-anest 20100414 131.009.set,,phase_only,M_tau,0.0024497571484742857,0.0023408992329188518,,
Chennu,20,moderate,gamma,20-2010-anest 20100414 131.022.set,,phase_only,Pi,0.1954022988505747,0.1264367816091954,,
Chennu,20,moderate,gamma,20-2010-anest 20100414 131.022.set,,phase_only,R,0.08164542650476267,0.07962386193923712,,
Chennu,20,moderate,gamma,20-2010-anest 20100414 131.022.set,,phase_only,D_eff,14.31259867825704,14.007639465683122,,
Chennu,20,moderate,gamma,20-2010-anest 20100414 131.022.set,,phase_only,M_tau,0.0018254252423232482,0.001810506978663414,,
Chennu,20,recovery,gamma,20-2010-anest 20100414 131.027.set,,phase_only,Pi,0.367816091954023,0.28735632183908044,,
Chennu,20,recovery,gamma,20-2010-anest 20100414 131.027.set,,phase_only,R,0.08378335272763744,0.08131413937089961,,
Chennu,20,recovery,gamma,20-2010-anest 20100414 131.027.set,,phase_only,D_eff,17.035145588147167,17.388396808063053,,
Chennu,20,recovery,gamma,20-2010-anest 20100414 131.027.set,,phase_only,M_tau,0.002009144057744424,0.001823557196317093,,
Chennu,22,baseline,gamma,22-2010-anest 20100415 132.004.set,,phase_only,Pi,0.8620689655172413,0.7931034482758621,,
Chennu,22,baseline,gamma,22-2010-anest 20100415 132.004.set,,phase_only,R,0.11242402836288538,0.11308754458933022,,
Chennu,22,baseline,gamma,22-2010-anest 20100415 132.004.set,,phase_only,D_eff,17.140629719968132,16.95239663141641,,
Chennu,22,baseline,gamma,22-2010-anest 20100415 132.004.set,,phase_only,M_tau,0.003065464467721286,0.0028478689910587307,,
Chennu,22,mild,gamma,22-2010-anest 20100415 132.009.set,,phase_only,Pi,0.4022988505747126,0.4367816091954023,,
Chennu,22,mild,gamma,22-2010-anest 20100415 132.009.set,,phase_only,R,0.0933560148938729,0.0958297854098498,,
Chennu,22,mild,gamma,22-2010-anest 20100415 132.009.set,,phase_only,D_eff,15.257389299408171,15.076070712501416,,
Chennu,22,mild,gamma,22-2010-anest 20100415 132.009.set,,phase_only,M_tau,0.0024592504987168587,0.0023333140847382966,,
Chennu,22,moderate,gamma,22-2010-anest 20100415 132.014.set,,phase_only,Pi,0.1954022988505747,0.11494252873563217,,
Chennu,22,moderate,gamma,22-2010-anest 20100415 132.014.set,,phase_only,R,0.09294265986063104,0.08301507235998351,,
Chennu,22,moderate,gamma,22-2010-anest 20100415 132.014.set,,phase_only,D_eff,14.326808948297192,13.628292938803652,,
Chennu,22,moderate,gamma,22-2010-anest 20100415 132.014.set,,phase_only,M_tau,0.002301677509207514,0.0018967508172854242,,
Chennu,22,recovery,gamma,22-2010-anest 20100415 154.003.set,,phase_only,Pi,0.40229885057471276,0.34482758620689663,,
Chennu,22,recovery,gamma,22-2010-anest 20100415 154.003.set,,phase_only,R,0.16060505751722137,0.165599288630905,,
Chennu,22,recovery,gamma,22-2010-anest 20100415 154.003.set,,phase_only,D_eff,13.091768884290646,12.723994267671763,,
Chennu,22,recovery,gamma,22-2010-anest 20100415 154.003.set,,phase_only,M_tau,0.005012596224147058,0.005626589390379169,,
Chennu,23,baseline,gamma,23-2010-anest 20100420 094.003.set,,phase_only,Pi,0.8160919540229885,0.839080459770115,,
Chennu,23,baseline,gamma,23-2010-anest 20100420 094.003.set,,phase_only,R,0.09222928228280845,0.09287186113970511,,
Chennu,23,baseline,gamma,23-2010-anest 20100420 094.003.set,,phase_only,D_eff,19.057435064960455,18.516816295755223,,
Chennu,23,baseline,gamma,23-2010-anest 20100420 094.003.set,,phase_only,M_tau,0.0021711890912109347,0.0020694398758626794,,
Chennu,23,mild,gamma,23-2010-anest 20100420 094.008.set,,phase_only,Pi,0.5862068965517241,0.7586206896551725,,
Chennu,23,mild,gamma,23-2010-anest 20100420 094.008.set,,phase_only,R,0.09426133744191151,0.09046188664717647,,
Chennu,23,mild,gamma,23-2010-anest 20100420 094.008.set,,phase_only,D_eff,15.743002350484812,17.34857956325376,,
Chennu,23,mild,gamma,23-2010-anest 20100420 094.008.set,,phase_only,M_tau,0.0022785462985973003,0.002038595829512869,,
Chennu,23,moderate,gamma,23-2010-anest 20100420 094.022.set,,phase_only,Pi,0.264367816091954,0.16091954022988503,,
Chennu,23,moderate,gamma,23-2010-anest 20100420 094.022.set,,phase_only,R,0.07957301532783699,0.07713579341553739,,
Chennu,23,moderate,gamma,23-2010-anest 20100420 094.022.set,,phase_only,D_eff,14.635550919783562,14.438129470763295,,
Chennu,23,moderate,gamma,23-2010-anest 20100420 094.022.set,,phase_only,M_tau,0.001792511153277507,0.0016307202568756581,,
Chennu,23,recovery,gamma,23-2010-anest 20100420 094.027.set,,phase_only,Pi,0.45977011494252884,0.5172413793103448,,
Chennu,23,recovery,gamma,23-2010-anest 20100420 094.027.set,,phase_only,R,0.14502520976851604,0.14745557559460679,,
Chennu,23,recovery,gamma,23-2010-anest 20100420 094.027.set,,phase_only,D_eff,5.554836578392433,5.605122862102301,,
Chennu,23,recovery,gamma,23-2010-anest 20100420 094.027.set,,phase_only,M_tau,0.002787899500028228,0.0024000133632648625,,
Chennu,24,baseline,gamma,24-2010-anest 20100420 134.003.set,,phase_only,Pi,0.8275862068965517,0.8275862068965517,,
Chennu,24,baseline,gamma,24-2010-anest 20100420 134.003.set,,phase_only,R,0.10495382348168239,0.10229448100955019,,
Chennu,24,baseline,gamma,24-2010-anest 20100420 134.003.set,,phase_only,D_eff,14.426540840942282,14.88671547229304,,
Chennu,24,baseline,gamma,24-2010-anest 20100420 134.003.set,,phase_only,M_tau,0.0026611258217527035,0.002632136454648731,,
Chennu,24,mild,gamma,24-2010-anest 20100420 134.010.set,,phase_only,Pi,0.13793103448275862,0.11494252873563217,,
Chennu,24,mild,gamma,24-2010-anest 20100420 134.010.set,,phase_only,R,0.08759224700375316,0.0850231347072118,,
Chennu,24,mild,gamma,24-2010-anest 20100420 134.010.set,,phase_only,D_eff,9.413811764176655,8.407045546853427,,
Chennu,24,mild,gamma,24-2010-anest 20100420 134.010.set,,phase_only,M_tau,0.001832897596311669,0.001978866859674886,,
Chennu,24,moderate,gamma,24-2010-anest 20100420 134.015.set,,phase_only,Pi,0.22988505747126434,0.18390804597701146,,
Chennu,24,moderate,gamma,24-2010-anest 20100420 134.015.set,,phase_only,R,0.08417520840625094,0.08408116925800198,,
Chennu,24,moderate,gamma,24-2010-anest 20100420 134.015.set,,phase_only,D_eff,10.83113162409867,9.691196584540814,,
Chennu,24,moderate,gamma,24-2010-anest 20100420 134.015.set,,phase_only,M_tau,0.0018622678595196895,0.0017695600599266586,,
Chennu,24,recovery,gamma,24-2010-anest 20100420 134.028.set,,phase_only,Pi,0.4252873563218391,0.28735632183908044,,
Chennu,24,recovery,gamma,24-2010-anest 20100420 134.028.set,,phase_only,R,0.08288799186079134,0.07630000518018096,,
Chennu,24,recovery,gamma,24-2010-anest 20100420 134.028.set,,phase_only,D_eff,15.086424447049929,15.885754854831754,,
Chennu,24,recovery,gamma,24-2010-anest 20100420 134.028.set,,phase_only,M_tau,0.001772155347841696,0.0016356295944624274,,
Chennu,25,baseline,gamma,25-2010-anest 20100422 133.003.set,,phase_only,Pi,0.8390804597701149,0.8160919540229884,,
Chennu,25,baseline,gamma,25-2010-anest 20100422 133.003.set,,phase_only,R,0.14351652293150283,0.14073157284135818,,
Chennu,25,baseline,gamma,25-2010-anest 20100422 133.003.set,,phase_only,D_eff,15.394774314295463,16.3659466488556,,
Chennu,25,baseline,gamma,25-2010-anest 20100422 133.003.set,,phase_only,M_tau,0.004542740755844087,0.004418572443716141,,
Chennu,25,mild,gamma,25-2010-anest 20100422 133.008.set,,phase_only,Pi,0.7126436781609196,0.8045977011494254,,
Chennu,25,mild,gamma,25-2010-anest 20100422 133.008.set,,phase_only,R,0.13568885206797981,0.13745663090763707,,
Chennu,25,mild,gamma,25-2010-anest 20100422 133.008.set,,phase_only,D_eff,16.650857343119842,17.20988622636457,,
Chennu,25,mild,gamma,25-2010-anest 20100422 133.008.set,,phase_only,M_tau,0.004420070668448255,0.004855893512955421,,
Chennu,25,moderate,gamma,25-2010-anest 20100422 133.021.set,,phase_only,Pi,0.28735632183908044,0.19540229885057467,,
Chennu,25,moderate,gamma,25-2010-anest 20100422 133.021.set,,phase_only,R,0.10839301442115193,0.08482908199347362,,
Chennu,25,moderate,gamma,25-2010-anest 20100422 133.021.set,,phase_only,D_eff,17.173408046170486,16.965998751094155,,
Chennu,25,moderate,gamma,25-2010-anest 20100422 133.021.set,,phase_only,M_tau,0.0030777964184894174,0.0018161939100475176,,
Chennu,25,recovery,gamma,25-2010-anest 20100422 133.026.set,,phase_only,Pi,0.2528735632183908,0.586206896551724,,
Chennu,25,recovery,gamma,25-2010-anest 20100422 133.026.set,,phase_only,R,0.12445986781114612,0.1349969545738338,,
Chennu,25,recovery,gamma,25-2010-anest 20100422 133.026.set,,phase_only,D_eff,18.52682629256479,18.59867251791925,,
Chennu,25,recovery,gamma,25-2010-anest 20100422 133.026.set,,phase_only,M_tau,0.003234470313458659,0.003836567901356811,,
Chennu,26,baseline,gamma,26-2010-anest 20100507 132.003.set,,phase_only,Pi,0.8505747126436782,0.8045977011494252,,
Chennu,26,baseline,gamma,26-2010-anest 20100507 132.003.set,,phase_only,R,0.12773991878913715,0.11973380303130113,,
Chennu,26,baseline,gamma,26-2010-anest 20100507 132.003.set,,phase_only,D_eff,14.566202942118997,14.172953427552635,,
Chennu,26,baseline,gamma,26-2010-anest 20100507 132.003.set,,phase_only,M_tau,0.00398052307816319,0.0035917978322326342,,
Chennu,26,mild,gamma,26-2010-anest 20100507 132.008.set,,phase_only,Pi,0.6551724137931034,0.5747126436781609,,
Chennu,26,mild,gamma,26-2010-anest 20100507 132.008.set,,phase_only,R,0.11416901390173037,0.10607338635156882,,
Chennu,26,mild,gamma,26-2010-anest 20100507 132.008.set,,phase_only,D_eff,15.353239737046817,15.215778368926786,,
Chennu,26,mild,gamma,26-2010-anest 20100507 132.008.set,,phase_only,M_tau,0.003228485624790638,0.002999215667473345,,
Chennu,26,moderate,gamma,26-2010-anest 20100507 132.013.set,,phase_only,Pi,0.5517241379310345,0.3103448275862069,,
Chennu,26,moderate,gamma,26-2010-anest 20100507 132.013.set,,phase_only,R,0.10297564116300553,0.09616245028425402,,
Chennu,26,moderate,gamma,26-2010-anest 20100507 132.013.set,,phase_only,D_eff,15.392104903315966,15.668650281944696,,
Chennu,26,moderate,gamma,26-2010-anest 20100507 132.013.set,,phase_only,M_tau,0.0029158625085165687,0.002472219391828924,,
Chennu,26,recovery,gamma,26-2010-anest 20100507 132.026.set,,phase_only,Pi,0.48275862068965514,0.6436781609195402,,
Chennu,26,recovery,gamma,26-2010-anest 20100507 132.026.set,,phase_only,R,0.10225093560481878,0.10767311674367196,,
Chennu,26,recovery,gamma,26-2010-anest 20100507 132.026.set,,phase_only,D_eff,14.35524165979125,15.365062598169606,,
Chennu,26,recovery,gamma,26-2010-anest 20100507 132.026.set,,phase_only,M_tau,0.002653033302243307,0.003061399569895793,,
Chennu,27,baseline,gamma,27-2010-anest 20100823 104.001.set,,phase_only,Pi,0.8390804597701149,0.8160919540229885,,
Chennu,27,baseline,gamma,27-2010-anest 20100823 104.001.set,,phase_only,R,0.11754546263331099,0.1227990522555959,,
Chennu,27,baseline,gamma,27-2010-anest 20100823 104.001.set,,phase_only,D_eff,15.702371011587926,16.938648072978523,,
Chennu,27,baseline,gamma,27-2010-anest 20100823 104.001.set,,phase_only,M_tau,0.003946480613068397,0.004734855674285706,,
Chennu,27,mild,gamma,27-2010-anest 20100823 104.010.set,,phase_only,Pi,0.8275862068965518,0.8735632183908045,,
Chennu,27,mild,gamma,27-2010-anest 20100823 104.010.set,,phase_only,R,0.1552318198374603,0.1507607111079,,
Chennu,27,mild,gamma,27-2010-anest 20100823 104.010.set,,phase_only,D_eff,17.224093442118065,17.371795637247942,,
Chennu,27,mild,gamma,27-2010-anest 20100823 104.010.set,,phase_only,M_tau,0.005565618443088956,0.005026771273759151,,
Chennu,27,moderate,gamma,27-2010-anest 20100823 104.023.set,,phase_only,Pi,0.5172413793103449,0.3218390804597701,,
Chennu,27,moderate,gamma,27-2010-anest 20100823 104.023.set,,phase_only,R,0.1164678522409659,0.09544462211424039,,
Chennu,27,moderate,gamma,27-2010-anest 20100823 104.023.set,,phase_only,D_eff,14.56805697630671,14.981598986473353,,
Chennu,27,moderate,gamma,27-2010-anest 20100823 104.023.set,,phase_only,M_tau,0.004190513811171169,0.003198095693097355,,
Chennu,27,recovery,gamma,27-2010-anest 20100823 104.028.set,,phase_only,Pi,0.735632183908046,0.5287356321839082,,
Chennu,27,recovery,gamma,27-2010-anest 20100823 104.028.set,,phase_only,R,0.12025996913304536,0.12079213544543985,,
Chennu,27,recovery,gamma,27-2010-anest 20100823 104.028.set,,phase_only,D_eff,17.43647879070165,20.332534006130004,,
Chennu,27,recovery,gamma,27-2010-anest 20100823 104.028.set,,phase_only,M_tau,0.0036948974632208032,0.0041675957095156655,,
Chennu,28,baseline,gamma,28-2010-anest 20100824 092.004.set,,phase_only,Pi,0.7931034482758621,0.8620689655172413,,
Chennu,28,baseline,gamma,28-2010-anest 20100824 092.004.set,,phase_only,R,0.11452818754109936,0.10880004267653562,,
Chennu,28,baseline,gamma,28-2010-anest 20100824 092.004.set,,phase_only,D_eff,12.019632165551927,11.827449035704337,,
Chennu,28,baseline,gamma,28-2010-anest 20100824 092.004.set,,phase_only,M_tau,0.003237373844412886,0.0028734087179250996,,
Chennu,28,mild,gamma,28-2010-anest 20100824 092.011.set,,phase_only,Pi,0.41379310344827586,0.3218390804597701,,
Chennu,28,mild,gamma,28-2010-anest 20100824 092.011.set,,phase_only,R,0.09518254970850676,0.08283086363044145,,
Chennu,28,mild,gamma,28-2010-anest 20100824 092.011.set,,phase_only,D_eff,12.128725130471624,11.990775991776037,,
Chennu,28,mild,gamma,28-2010-anest 20100824 092.011.set,,phase_only,M_tau,0.002641605402503087,0.0018573132360322517,,
Chennu,28,moderate,gamma,28-2010-anest 20100824 092.016.set,,phase_only,Pi,0.4137931034482759,0.3103448275862069,,
Chennu,28,moderate,gamma,28-2010-anest 20100824 092.016.set,,phase_only,R,0.09251762081089031,0.08890542321292262,,
Chennu,28,moderate,gamma,28-2010-anest 20100824 092.016.set,,phase_only,D_eff,11.799607545736455,11.827073105709811,,
Chennu,28,moderate,gamma,28-2010-anest 20100824 092.016.set,,phase_only,M_tau,0.00221452644673792,0.0019842514742502,,
Chennu,28,recovery,gamma,28-2010-anest 20100824 092.029.set,,phase_only,Pi,0.6666666666666667,0.8390804597701149,,
Chennu,28,recovery,gamma,28-2010-anest 20100824 092.029.set,,phase_only,R,0.1167726651242314,0.10827614716887311,,
Chennu,28,recovery,gamma,28-2010-anest 20100824 092.029.set,,phase_only,D_eff,11.334873270656171,12.666671132332029,,
Chennu,28,recovery,gamma,28-2010-anest 20100824 092.029.set,,phase_only,M_tau,0.003706095233892576,0.0031340651972903105,,
Chennu,29,baseline,gamma,29-2010-anest 20100921 142.005.set,,phase_only,Pi,0.8505747126436782,0.8045977011494252,,
Chennu,29,baseline,gamma,29-2010-anest 20100921 142.005.set,,phase_only,R,0.1065232145524935,0.09213447088625325,,
Chennu,29,baseline,gamma,29-2010-anest 20100921 142.005.set,,phase_only,D_eff,15.497948490765422,14.937156244302988,,
Chennu,29,baseline,gamma,29-2010-anest 20100921 142.005.set,,phase_only,M_tau,0.0029815173308048587,0.0022359782431051653,,
Chennu,29,mild,gamma,29-2010-anest 20100921 142.010.set,,phase_only,Pi,0.48275862068965514,0.6206896551724138,,
Chennu,29,mild,gamma,29-2010-anest 20100921 142.010.set,,phase_only,R,0.08374400648356194,0.08573562342109337,,
Chennu,29,mild,gamma,29-2010-anest 20100921 142.010.set,,phase_only,D_eff,13.665215680779374,14.442506755277295,,
Chennu,29,mild,gamma,29-2010-anest 20100921 142.010.set,,phase_only,M_tau,0.001977036297893479,0.002133281808554893,,
Chennu,29,moderate,gamma,29-2010-anest 20100921 142.023.set,,phase_only,Pi,0.528735632183908,0.5057471264367815,,
Chennu,29,moderate,gamma,29-2010-anest 20100921 142.023.set,,phase_only,R,0.08524526693765014,0.08334000766857601,,
Chennu,29,moderate,gamma,29-2010-anest 20100921 142.023.set,,phase_only,D_eff,13.436903448020745,12.95930513437025,,
Chennu,29,moderate,gamma,29-2010-anest 20100921 142.023.set,,phase_only,M_tau,0.002081463198746758,0.00207586046503909,,
Chennu,29,recovery,gamma,29-2010-anest 20100921 142.028.set,,phase_only,Pi,0.49425287356321834,0.5517241379310345,,
Chennu,29,recovery,gamma,29-2010-anest 20100921 142.028.set,,phase_only,R,0.08054950997297208,0.08291175690402107,,
Chennu,29,recovery,gamma,29-2010-anest 20100921 142.028.set,,phase_only,D_eff,15.177115979911976,14.501903876278991,,
Chennu,29,recovery,gamma,29-2010-anest 20100921 142.028.set,,phase_only,M_tau,0.0018166328497458343,0.0018734677690236963,,
DS005620,1010,awake,gamma,sub-1010_task-awake_acq-EC_eeg.vhdr,,phase_only,Pi,0.8160919540229886,0.8390804597701149,,
DS005620,1010,awake,gamma,sub-1010_task-awake_acq-EC_eeg.vhdr,,phase_only,R,0.1396731441925097,0.13000243705651252,,
DS005620,1010,awake,gamma,sub-1010_task-awake_acq-EC_eeg.vhdr,,phase_only,D_eff,11.308438276414098,13.074505584756663,,
DS005620,1010,awake,gamma,sub-1010_task-awake_acq-EC_eeg.vhdr,,phase_only,M_tau,0.004370801862945271,0.004066214024577804,,
DS005620,1010,sed2,gamma,sub-1010_task-sed2_acq-rest_run-1_eeg.vhdr,1.0,phase_only,Pi,0.24561403508771926,0.22807017543859648,,
DS005620,1010,sed2,gamma,sub-1010_task-sed2_acq-rest_run-1_eeg.vhdr,1.0,phase_only,R,0.07376430857578138,0.07530027340316417,,
DS005620,1010,sed2,gamma,sub-1010_task-sed2_acq-rest_run-1_eeg.vhdr,1.0,phase_only,D_eff,13.643377355787822,13.931239460133616,,
DS005620,1010,sed2,gamma,sub-1010_task-sed2_acq-rest_run-1_eeg.vhdr,1.0,phase_only,M_tau,0.001560528147175421,0.0015518851039896895,,
DS005620,1010,sed2,gamma,sub-1010_task-sed2_acq-rest_run-2_eeg.vhdr,2.0,phase_only,Pi,0.33333333333333326,0.33333333333333326,,
DS005620,1010,sed2,gamma,sub-1010_task-sed2_acq-rest_run-2_eeg.vhdr,2.0,phase_only,R,0.0836241496861258,0.08647357294801872,,
DS005620,1010,sed2,gamma,sub-1010_task-sed2_acq-rest_run-2_eeg.vhdr,2.0,phase_only,D_eff,12.49294702601009,11.913710184090368,,
DS005620,1010,sed2,gamma,sub-1010_task-sed2_acq-rest_run-2_eeg.vhdr,2.0,phase_only,M_tau,0.0019556660813319416,0.0020331315696868577,,
DS005620,1010,sed2,gamma,sub-1010_task-sed2_acq-rest_run-3_eeg.vhdr,3.0,phase_only,Pi,0.33333333333333326,0.33333333333333326,,
DS005620,1010,sed2,gamma,sub-1010_task-sed2_acq-rest_run-3_eeg.vhdr,3.0,phase_only,R,0.09079079442430017,0.08747675279028799,,
DS005620,1010,sed2,gamma,sub-1010_task-sed2_acq-rest_run-3_eeg.vhdr,3.0,phase_only,D_eff,12.65815424920981,12.516511794826561,,
DS005620,1010,sed2,gamma,sub-1010_task-sed2_acq-rest_run-3_eeg.vhdr,3.0,phase_only,M_tau,0.002206605755017363,0.0021114563954029845,,
DS005620,1010,sed,gamma,sub-1010_task-sed_acq-rest_run-1_eeg.vhdr,1.0,phase_only,Pi,0.3563218390804598,0.2298850574712643,,
DS005620,1010,sed,gamma,sub-1010_task-sed_acq-rest_run-1_eeg.vhdr,1.0,phase_only,R,0.12764587688172713,0.07437121207869139,,
DS005620,1010,sed,gamma,sub-1010_task-sed_acq-rest_run-1_eeg.vhdr,1.0,phase_only,D_eff,13.8244916388968,13.762707942410529,,
DS005620,1010,sed,gamma,sub-1010_task-sed_acq-rest_run-1_eeg.vhdr,1.0,phase_only,M_tau,0.019360913981231905,0.0015498204582151242,,
DS005620,1010,sed,gamma,sub-1010_task-sed_acq-rest_run-2_eeg.vhdr,2.0,phase_only,Pi,0.3103448275862069,0.3563218390804598,,
DS005620,1010,sed,gamma,sub-1010_task-sed_acq-rest_run-2_eeg.vhdr,2.0,phase_only,R,0.1258439811854763,0.1667801912032677,,
DS005620,1010,sed,gamma,sub-1010_task-sed_acq-rest_run-2_eeg.vhdr,2.0,phase_only,D_eff,14.827194251085183,17.094242376706724,,
DS005620,1010,sed,gamma,sub-1010_task-sed_acq-rest_run-2_eeg.vhdr,2.0,phase_only,M_tau,0.0046921356591639075,0.007080623471229731,,
DS005620,1010,sed,gamma,sub-1010_task-sed_acq-rest_run-3_eeg.vhdr,3.0,phase_only,Pi,0.3333333333333334,0.3333333333333334,,
DS005620,1010,sed,gamma,sub-1010_task-sed_acq-rest_run-3_eeg.vhdr,3.0,phase_only,R,0.08836680964211278,0.09033246134755922,,
DS005620,1010,sed,gamma,sub-1010_task-sed_acq-rest_run-3_eeg.vhdr,3.0,phase_only,D_eff,12.191083017442969,12.563427838772194,,
DS005620,1010,sed,gamma,sub-1010_task-sed_acq-rest_run-3_eeg.vhdr,3.0,phase_only,M_tau,0.0020875687184835935,0.0022075835740823584,,
DS005620,1016,awake,gamma,sub-1016_task-awake_acq-EC_eeg.vhdr,,phase_only,Pi,0.8505747126436782,0.8045977011494252,,
DS005620,1016,awake,gamma,sub-1016_task-awake_acq-EC_eeg.vhdr,,phase_only,R,0.101181671877279,0.08821004915731195,,
DS005620,1016,awake,gamma,sub-1016_task-awake_acq-EC_eeg.vhdr,,phase_only,D_eff,16.019542691250173,15.030221446410122,,
DS005620,1016,awake,gamma,sub-1016_task-awake_acq-EC_eeg.vhdr,,phase_only,M_tau,0.002584730983543573,0.002197954593368359,,
DS005620,1016,sed2,gamma,sub-1016_task-sed2_acq-rest_run-1_eeg.vhdr,1.0,phase_only,Pi,0.3684210526315789,0.3157894736842105,,
DS005620,1016,sed2,gamma,sub-1016_task-sed2_acq-rest_run-1_eeg.vhdr,1.0,phase_only,R,0.06921252707302618,0.06836972063360065,,
DS005620,1016,sed2,gamma,sub-1016_task-sed2_acq-rest_run-1_eeg.vhdr,1.0,phase_only,D_eff,15.57437177593264,16.760897619461335,,
DS005620,1016,sed2,gamma,sub-1016_task-sed2_acq-rest_run-1_eeg.vhdr,1.0,phase_only,M_tau,0.0013836050632084788,0.0014475224748739053,,
