source,dataset,band,condition,subject,metric,run1,run2
csd_phase_only,DS005620,alpha,sed,1071,Pi,0.5344827586206895,0.1781609195402299
csd_phase_only,DS005620,alpha,sed,1074,Pi,0.8735632183908045,0.8333333333333333
csd_phase_only,DS005620,alpha,sed,1010,R,0.1788782018199517,0.2116361062000576
csd_phase_only,DS005620,alpha,sed,1016,R,0.2326248729996075,0.2330592272499401
csd_phase_only,DS005620,alpha,sed,1017,R,0.1675150008189634,0.1619180129298272
csd_phase_only,DS005620,alpha,sed,1022,R,0.2177165738908284,0.206948075346789
csd_phase_only,DS005620,alpha,sed,1024,R,0.2211455080380157,0.2204149326024127
csd_phase_only,DS005620,alpha,sed,1033,R,0.2669640637948897,0.2632869052892196
csd_phase_only,DS005620,alpha,sed,1036,R,0.2315934560166909,0.2573888730908784
csd_phase_only,DS005620,alpha,sed,1045,R,0.1802462359974084,0.1940917592686097
csd_phase_only,DS005620,alpha,sed,1046,R,0.2111648154882333,0.2011069576898496
csd_phase_only,DS005620,alpha,sed,1054,R,0.2009284589245487,0.1897056553883102
csd_phase_only,DS005620,alpha,sed,1055,R,0.1872826107722783,0.2390898783826952
csd_phase_only,DS005620,alpha,sed,1057,R,0.1857669798489742,0.186241684247625
csd_phase_only,DS005620,alpha,sed,1060,R,0.2184502085579857,0.2368483551386568
csd_phase_only,DS005620,alpha,sed,1061,R,0.1714327464930928,0.344870866992286
csd_phase_only,DS005620,alpha,sed,1062,R,0.1596074944223747,0.1661258252836441
csd_phase_only,DS005620,alpha,sed,1064,R,0.1852704400219986,0.2524369219772481
csd_phase_only,DS005620,alpha,sed,1067,R,0.1764191006408759,0.1804749574966309
csd_phase_only,DS005620,alpha,sed,1068,R,0.2532587895555093,0.2078067607615503
csd_phase_only,DS005620,alpha,sed,1071,R,0.1947444023278107,0.1467036874376062
csd_phase_only,DS005620,alpha,sed,1074,R,0.1577469464099724,0.1647414636433808
csd_phase_only,DS005620,alpha,sed,1010,D_eff,11.422661912526584,15.721547034661713
csd_phase_only,DS005620,alpha,sed,1016,D_eff,14.196884534250154,14.981370711426484
csd_phase_only,DS005620,alpha,sed,1017,D_eff,8.447658753602445,9.219203989595586
csd_phase_only,DS005620,alpha,sed,1022,D_eff,14.774874343204583,14.1048919880185
csd_phase_only,DS005620,alpha,sed,1024,D_eff,14.483102995699332,13.654539347751475
csd_phase_only,DS005620,alpha,sed,1033,D_eff,13.034793785554292,13.308188610699233
csd_phase_only,DS005620,alpha,sed,1036,D_eff,13.204492204881422,12.632943704879477
csd_phase_only,DS005620,alpha,sed,1045,D_eff,12.65874422310102,14.267157760845851
csd_phase_only,DS005620,alpha,sed,1046,D_eff,12.29369632480544,12.075343718241188
csd_phase_only,DS005620,alpha,sed,1054,D_eff,11.693461433133177,12.545551079397123
csd_phase_only,DS005620,alpha,sed,1055,D_eff,13.1869329126323,13.662905662745525
csd_phase_only,DS005620,alpha,sed,1057,D_eff,12.98072294798076,15.267184501025037
csd_phase_only,DS005620,alpha,sed,1060,D_eff,11.152248926954677,12.537045399729658
csd_phase_only,DS005620,alpha,sed,1061,D_eff,10.090227758694503,83.28564718404505
csd_phase_only,DS005620,alpha,sed,1062,D_eff,12.68289729798573,15.500431354954898
csd_phase_only,DS005620,alpha,sed,1064,D_eff,10.718841451881726,11.1708771800686
csd_phase_only,DS005620,alpha,sed,1067,D_eff,12.025747422261146,10.332220271628668
csd_phase_only,DS005620,alpha,sed,1068,D_eff,7.761298237827113,10.958233909282718
csd_phase_only,DS005620,alpha,sed,1071,D_eff,8.374778806378437,7.443409083009426
csd_phase_only,DS005620,alpha,sed,1074,D_eff,14.319794922274776,15.622490382995895
csd_phase_only,DS005620,alpha,sed,1010,M_tau,0.0072535377990602,0.0106916825273753
csd_phase_only,DS005620,alpha,sed,1016,M_tau,0.0124110204821285,0.0124199720062301
csd_phase_only,DS005620,alpha,sed,1017,M_tau,0.0042564066763126,0.0046855715339459
csd_phase_only,DS005620,alpha,sed,1022,M_tau,0.0103853836822948,0.0097633219945069
csd_phase_only,DS005620,alpha,sed,1024,M_tau,0.0113684808306395,0.0120448269200683
csd_phase_only,DS005620,alpha,sed,1033,M_tau,0.0156003138615269,0.0160419692587057
csd_phase_only,DS005620,alpha,sed,1036,M_tau,0.011663155392301,0.0129272616731255
csd_phase_only,DS005620,alpha,sed,1045,M_tau,0.0083981009496131,0.0097500501204783
csd_phase_only,DS005620,alpha,sed,1046,M_tau,0.0114525275953893,0.0100388742208809
csd_phase_only,DS005620,alpha,sed,1054,M_tau,0.0097504334341305,0.0085548672578428
csd_phase_only,DS005620,alpha,sed,1055,M_tau,0.0091905693797499,0.0142275101580209
csd_phase_only,DS005620,alpha,sed,1057,M_tau,0.0093969531526317,0.0082928856694298
csd_phase_only,DS005620,alpha,sed,1060,M_tau,0.0109969855417748,0.0124561207431851
csd_phase_only,DS005620,alpha,sed,1061,M_tau,0.0080843752496377,0.0018090899495122
csd_phase_only,DS005620,alpha,sed,1062,M_tau,0.0067160467668216,0.0074211398082497
csd_phase_only,DS005620,alpha,sed,1064,M_tau,0.0088853548145916,0.0139046974808842
csd_phase_only,DS005620,alpha,sed,1067,M_tau,0.0070795783938572,0.0071485730732392
csd_phase_only,DS005620,alpha,sed,1068,M_tau,0.0101053339768461,0.009102290191724
csd_phase_only,DS005620,alpha,sed,1071,M_tau,0.0078156462310447,0.0055959562778335
csd_phase_only,DS005620,alpha,sed,1074,M_tau,0.0061427172307619,0.0074778634620288
csd_phase_only,DS005620,alpha,sed2,1010,Pi,0.2280701754385964,0.5701754385964912
csd_phase_only,DS005620,alpha,sed2,1016,Pi,0.9035087719298246,0.850877192982456
csd_phase_only,DS005620,alpha,sed2,1017,Pi,0.0789473684210526,0.1140350877192982
csd_phase_only,DS005620,alpha,sed2,1022,Pi,0.587719298245614,0.4385964912280702
csd_phase_only,DS005620,alpha,sed2,1024,Pi,0.4736842105263157,0.7543859649122807
csd_phase_only,DS005620,alpha,sed2,1033,Pi,0.5263157894736842,0.4561403508771929
csd_phase_only,DS005620,alpha,sed2,1045,Pi,0.394736842105263,0.2719298245614035
csd_phase_only,DS005620,alpha,sed2,1046,Pi,0.7719298245614035,0.8596491228070177
csd_phase_only,DS005620,alpha,sed2,1054,Pi,0.6403508771929824,0.736842105263158
csd_phase_only,DS005620,alpha,sed2,1055,Pi,0.5263157894736842,0.5350877192982455
csd_phase_only,DS005620,alpha,sed2,1057,Pi,0.3508771929824562,0.3245614035087719
csd_phase_only,DS005620,alpha,sed2,1060,Pi,0.0701754385964912,0.5087719298245613
csd_phase_only,DS005620,alpha,sed2,1061,Pi,0.3859649122807018,0.4385964912280701
csd_phase_only,DS005620,alpha,sed2,1062,Pi,0.1403508771929824,0.219298245614035
csd_phase_only,DS005620,alpha,sed2,1064,Pi,0.6842105263157895,0.5789473684210527
csd_phase_only,DS005620,alpha,sed2,1067,Pi,0.1842105263157894,0.087719298245614
csd_phase_only,DS005620,alpha,sed2,1071,Pi,0.3421052631578948,0.5526315789473684
csd_phase_only,DS005620,alpha,sed2,1074,Pi,0.8859649122807017,0.7631578947368421
csd_phase_only,DS005620,alpha,sed2,1010,R,0.1748611635788413,0.2201466972077488
csd_phase_only,DS005620,alpha,sed2,1016,R,0.2130315598839624,0.200157518055937
csd_phase_only,DS005620,alpha,sed2,1017,R,0.1726130682797972,0.1655322630473836
csd_phase_only,DS005620,alpha,sed2,1022,R,0.2058507833949389,0.195160808761362
csd_phase_only,DS005620,alpha,sed2,1024,R,0.2081746945640258,0.2437268000517506
csd_phase_only,DS005620,alpha,sed2,1033,R,0.2853168889067487,0.2914925280988493
csd_phase_only,DS005620,alpha,sed2,1045,R,0.2028178142958866,0.1884726884118939
csd_phase_only,DS005620,alpha,sed2,1046,R,0.2028418855466124,0.1884698645781416
csd_phase_only,DS005620,alpha,sed2,1054,R,0.1957008505044275,0.1965132000565357
csd_phase_only,DS005620,alpha,sed2,1055,R,0.2206396584503047,0.2261286947254215
csd_phase_only,DS005620,alpha,sed2,1057,R,0.1746965755209179,0.1741749183444571
csd_phase_only,DS005620,alpha,sed2,1060,R,0.2155866488712509,0.2409675198527537
csd_phase_only,DS005620,alpha,sed2,1061,R,0.2037061453591727,0.1706016331954447
csd_phase_only,DS005620,alpha,sed2,1062,R,0.1574389592881567,0.1630664389645011
csd_phase_only,DS005620,alpha,sed2,1064,R,0.2121768282699089,0.1875106769359097
csd_phase_only,DS005620,alpha,sed2,1067,R,0.1780151767773513,0.1777370505078095
csd_phase_only,DS005620,alpha,sed2,1071,R,0.1487037174434838,0.187295582453836
csd_phase_only,DS005620,alpha,sed2,1074,R,0.1625744115967311,0.1848873021028573
csd_phase_only,DS005620,alpha,sed2,1010,D_eff,13.229487950887536,14.183615240534811
csd_phase_only,DS005620,alpha,sed2,1016,D_eff,14.325068700724486,15.294832517582078
csd_phase_only,DS005620,alpha,sed2,1017,D_eff,8.574698981088796,9.56440860024422
csd_phase_only,DS005620,alpha,sed2,1022,D_eff,13.188395592544987,11.145298686262285
csd_phase_only,DS005620,alpha,sed2,1024,D_eff,15.160549759360872,14.347210007454006
csd_phase_only,DS005620,alpha,sed2,1033,D_eff,12.70797702034209,13.395413894633984
csd_phase_only,DS005620,alpha,sed2,1045,D_eff,12.667517299621652,13.377630100665884
csd_phase_only,DS005620,alpha,sed2,1046,D_eff,12.000636919898923,10.927762216184426
csd_phase_only,DS005620,alpha,sed2,1054,D_eff,11.014205157503724,12.790786708902102
csd_phase_only,DS005620,alpha,sed2,1055,D_eff,12.474106948482028,12.696038353161692
csd_phase_only,DS005620,alpha,sed2,1057,D_eff,13.512866868672466,15.487428835937145
csd_phase_only,DS005620,alpha,sed2,1060,D_eff,8.609298065896319,12.400158633225654
csd_phase_only,DS005620,alpha,sed2,1061,D_eff,14.027077897214811,9.761776759516875
csd_phase_only,DS005620,alpha,sed2,1062,D_eff,15.546620684702969,13.59876284523986
csd_phase_only,DS005620,alpha,sed2,1064,D_eff,13.25198184145411,13.098448639428344
csd_phase_only,DS005620,alpha,sed2,1067,D_eff,9.7754464052412,8.544144969331162
csd_phase_only,DS005620,alpha,sed2,1071,D_eff,9.707587213745176,9.65892750959122
csd_phase_only,DS005620,alpha,sed2,1074,D_eff,14.802063175455842,14.884295460975386
csd_phase_only,DS005620,alpha,sed2,1010,M_tau,0.0066610332209629,0.011106133032481
csd_phase_only,DS005620,alpha,sed2,1016,M_tau,0.0112118493885715,0.0100592313126389
csd_phase_only,DS005620,alpha,sed2,1017,M_tau,0.0046822909923678,0.004442696527883
csd_phase_only,DS005620,alpha,sed2,1022,M_tau,0.0106502980909907,0.0090887914129021
csd_phase_only,DS005620,alpha,sed2,1024,M_tau,0.0105580957757277,0.0140526508291502
csd_phase_only,DS005620,alpha,sed2,1033,M_tau,0.0169622467797115,0.0175723034970308
csd_phase_only,DS005620,alpha,sed2,1045,M_tau,0.0096650075825051,0.0093178165900361
csd_phase_only,DS005620,alpha,sed2,1046,M_tau,0.0110714503764053,0.0087429497512416
csd_phase_only,DS005620,alpha,sed2,1054,M_tau,0.0094250336921092,0.0103694884371108
csd_phase_only,DS005620,alpha,sed2,1055,M_tau,0.0119328919367974,0.0129901424672929
csd_phase_only,DS005620,alpha,sed2,1057,M_tau,0.0077250340712218,0.007773406007293
csd_phase_only,DS005620,alpha,sed2,1060,M_tau,0.0099571605994204,0.0114014130473446
csd_phase_only,DS005620,alpha,sed2,1061,M_tau,0.0098315822322314,0.0075982455192303
csd_phase_only,DS005620,alpha,sed2,1062,M_tau,0.0070941840539774,0.0061459055935708
csd_phase_only,DS005620,alpha,sed2,1064,M_tau,0.0106910661884744,0.0086599274814042
csd_phase_only,DS005620,alpha,sed2,1067,M_tau,0.0060389605413637,0.0061139076110667
csd_phase_only,DS005620,alpha,sed2,1071,M_tau,0.0051416408521703,0.0071905874070169
csd_phase_only,DS005620,alpha,sed2,1074,M_tau,0.0060610354227645,0.0073802670092978
csd_phase_only,DS005620,gamma,sed,1010,Pi,0.2068965517241379,0.1379310344827586
csd_phase_only,DS005620,gamma,sed,1016,Pi,0.8045977011494252,0.7988505747126438
csd_phase_only,DS005620,gamma,sed,1017,Pi,0.0862068965517241,0.1091954022988505
csd_phase_only,DS005620,gamma,sed,1022,Pi,0.1839080459770115,0.2471264367816092
csd_phase_only,DS005620,gamma,sed,1024,Pi,0.2586206896551724,0.0804597701149425
csd_phase_only,DS005620,gamma,sed,1033,Pi,0.3160919540229885,0.4022988505747126
csd_phase_only,DS005620,gamma,sed,1036,Pi,0.5977011494252873,0.6458333333333333
csd_phase_only,DS005620,gamma,sed,1045,Pi,0.1091954022988505,0.0977011494252873
csd_phase_only,DS005620,gamma,sed,1046,Pi,0.8160919540229885,0.5862068965517241
csd_phase_only,DS005620,gamma,sed,1054,Pi,0.4942528735632184,0.6896551724137931
csd_phase_only,DS005620,gamma,sed,1055,Pi,0.5919540229885056,0.4942528735632183
csd_phase_only,DS005620,gamma,sed,1057,Pi,0.793103448275862,0.67816091954023
csd_phase_only,DS005620,gamma,sed,1060,Pi,0.5632183908045977,0.5402298850574713
csd_phase_only,DS005620,gamma,sed,1061,Pi,0.4367816091954023,0.660919540229885
csd_phase_only,DS005620,gamma,sed,1062,Pi,0.3448275862068966,0.454022988505747
csd_phase_only,DS005620,gamma,sed,1064,Pi,0.0229885057471264,0.3333333333333332
csd_phase_only,DS005620,gamma,sed,1067,Pi,0.0229885057471264,0.0517241379310344
csd_phase_only,DS005620,gamma,sed,1068,Pi,0.4482758620689655,0.4655172413793103
csd_phase_only,DS005620,gamma,sed,1071,Pi,0.6321839080459768,0.5172413793103449
csd_phase_only,DS005620,gamma,sed,1074,Pi,0.7298850574712644,0.7701149425287357
csd_phase_only,DS005620,gamma,sed,1010,R,0.1670137488453645,0.1892725676061243
csd_phase_only,DS005620,gamma,sed,1016,R,0.1871895553806783,0.1885427509316289
csd_phase_only,DS005620,gamma,sed,1017,R,0.1559016559162799,0.156352843321115
csd_phase_only,DS005620,gamma,sed,1022,R,0.173490796252444,0.1777580307770945
csd_phase_only,DS005620,gamma,sed,1024,R,0.1616263829054575,0.1544999005115233
csd_phase_only,DS005620,gamma,sed,1033,R,0.2002479765959563,0.2143197516475339
csd_phase_only,DS005620,gamma,sed,1036,R,0.1736510533377104,0.1785675447914241
csd_phase_only,DS005620,gamma,sed,1045,R,0.1750421049003091,0.1719184998549798
csd_phase_only,DS005620,gamma,sed,1046,R,0.1827737144617385,0.2112886475021285
csd_phase_only,DS005620,gamma,sed,1054,R,0.1883462181031919,0.1970587173965032
csd_phase_only,DS005620,gamma,sed,1055,R,0.2119477812180484,0.2918472755100967
csd_phase_only,DS005620,gamma,sed,1057,R,0.1861756136734036,0.1810243066002866
csd_phase_only,DS005620,gamma,sed,1060,R,0.1762369712874213,0.1830720758730211
csd_phase_only,DS005620,gamma,sed,1061,R,0.1737352374494204,0.2432347465597953
csd_phase_only,DS005620,gamma,sed,1062,R,0.1484448588246065,0.1534336783190799
csd_phase_only,DS005620,gamma,sed,1064,R,0.1449694178090871,0.1807789159122767
csd_phase_only,DS005620,gamma,sed,1067,R,0.1584122729546231,0.1620085387899132
csd_phase_only,DS005620,gamma,sed,1068,R,0.1856974001579059,0.2162937035699401
csd_phase_only,DS005620,gamma,sed,1071,R,0.1554035209445974,0.1428796737954061
csd_phase_only,DS005620,gamma,sed,1074,R,0.155143888503836,0.1493461230786747
csd_phase_only,DS005620,gamma,sed,1010,D_eff,22.93917447803655,20.694813008594277
csd_phase_only,DS005620,gamma,sed,1016,D_eff,25.6116747899016,26.21961793458586
csd_phase_only,DS005620,gamma,sed,1017,D_eff,13.360404254397585,12.230727068117158
csd_phase_only,DS005620,gamma,sed,1022,D_eff,24.272357958606943,24.45201185103696
csd_phase_only,DS005620,gamma,sed,1024,D_eff,21.969815235915046,20.4434525468902
csd_phase_only,DS005620,gamma,sed,1033,D_eff,25.622014210435893,26.076068733733305
csd_phase_only,DS005620,gamma,sed,1036,D_eff,25.109444218855604,25.94080816001196
csd_phase_only,DS005620,gamma,sed,1045,D_eff,24.7246994438591,23.59887396828433
csd_phase_only,DS005620,gamma,sed,1046,D_eff,23.75184136361037,20.159801858221552
csd_phase_only,DS005620,gamma,sed,1054,D_eff,20.240985890880445,23.066098653412777
csd_phase_only,DS005620,gamma,sed,1055,D_eff,17.583073396417777,15.945281203345928
csd_phase_only,DS005620,gamma,sed,1057,D_eff,23.024280714047325,23.70807574424252
csd_phase_only,DS005620,gamma,sed,1060,D_eff,24.78962759537048,25.101298487099417
csd_phase_only,DS005620,gamma,sed,1061,D_eff,22.061958947951844,4.970917225230029
csd_phase_only,DS005620,gamma,sed,1062,D_eff,22.960268699614243,23.214210972280704
csd_phase_only,DS005620,gamma,sed,1064,D_eff,18.225823384974216,19.94918694650935
csd_phase_only,DS005620,gamma,sed,1067,D_eff,19.85931871485997,19.252382135010585
csd_phase_only,DS005620,gamma,sed,1068,D_eff,20.71960508756496,14.636973385345485
csd_phase_only,DS005620,gamma,sed,1071,D_eff,18.88248397523387,12.131597119321633
csd_phase_only,DS005620,gamma,sed,1074,D_eff,26.151704543716708,22.033457496258137
csd_phase_only,DS005620,gamma,sed,1010,M_tau,0.0076151699229198,0.0088134353845751
csd_phase_only,DS005620,gamma,sed,1016,M_tau,0.0092102469802057,0.0093524985952055
csd_phase_only,DS005620,gamma,sed,1017,M_tau,0.0050679365269592,0.0052543014833637
csd_phase_only,DS005620,gamma,sed,1022,M_tau,0.0083573482489402,0.0083499720109812
csd_phase_only,DS005620,gamma,sed,1024,M_tau,0.0072153599958854,0.006706661920469
csd_phase_only,DS005620,gamma,sed,1033,M_tau,0.0099990883496895,0.0112746963645122
csd_phase_only,DS005620,gamma,sed,1036,M_tau,0.007921966418236,0.00843499792519
csd_phase_only,DS005620,gamma,sed,1045,M_tau,0.0083664110823132,0.008107235316978
csd_phase_only,DS005620,gamma,sed,1046,M_tau,0.008906068819033,0.0114913060496739
csd_phase_only,DS005620,gamma,sed,1054,M_tau,0.0081974286683227,0.0097239491403265
csd_phase_only,DS005620,gamma,sed,1055,M_tau,0.0096538070683954,0.0108975074939393
csd_phase_only,DS005620,gamma,sed,1057,M_tau,0.0084056508176365,0.0083285064327871
csd_phase_only,DS005620,gamma,sed,1060,M_tau,0.0084219802724619,0.0083538732460135
csd_phase_only,DS005620,gamma,sed,1061,M_tau,0.0079487757577765,0.0090859611277757
csd_phase_only,DS005620,gamma,sed,1062,M_tau,0.0056718904053643,0.006215295229282
csd_phase_only,DS005620,gamma,sed,1064,M_tau,0.0057878039524101,0.0079535257407445
csd_phase_only,DS005620,gamma,sed,1067,M_tau,0.0057766679458219,0.0066239679855252
csd_phase_only,DS005620,gamma,sed,1068,M_tau,0.008266523711997,0.0098681775885487
csd_phase_only,DS005620,gamma,sed,1071,M_tau,0.0065986635543778,0.0053941892193558
csd_phase_only,DS005620,gamma,sed,1074,M_tau,0.0066061564985539,0.0057674948879469
csd_phase_only,DS005620,gamma,sed2,1010,Pi,0.2631578947368422,0.2631578947368421
csd_phase_only,DS005620,gamma,sed2,1016,Pi,0.7982456140350878,0.8421052631578947
csd_phase_only,DS005620,gamma,sed2,1017,Pi,0.1403508771929824,0.1140350877192982
csd_phase_only,DS005620,gamma,sed2,1022,Pi,0.2280701754385964,0.2982456140350877
csd_phase_only,DS005620,gamma,sed2,1024,Pi,0.5087719298245613,0.6228070175438598
csd_phase_only,DS005620,gamma,sed2,1033,Pi,0.3771929824561404,0.3684210526315789
csd_phase_only,DS005620,gamma,sed2,1045,Pi,0.1578947368421052,0.1491228070175438
csd_phase_only,DS005620,gamma,sed2,1046,Pi,0.9473684210526316,0.850877192982456
csd_phase_only,DS005620,gamma,sed2,1054,Pi,0.4210526315789473,0.4385964912280701
csd_phase_only,DS005620,gamma,sed2,1055,Pi,0.649122807017544,0.3771929824561404
csd_phase_only,DS005620,gamma,sed2,1057,Pi,0.868421052631579,0.7631578947368421
csd_phase_only,DS005620,gamma,sed2,1060,Pi,0.5175438596491228,0.5789473684210527
csd_phase_only,DS005620,gamma,sed2,1061,Pi,0.6403508771929826,0.631578947368421
csd_phase_only,DS005620,gamma,sed2,1062,Pi,0.4473684210526316,0.4736842105263157
csd_phase_only,DS005620,gamma,sed2,1064,Pi,0.0087719298245614,0.3508771929824562
csd_phase_only,DS005620,gamma,sed2,1067,Pi,0.0,0.175438596491228
csd_phase_only,DS005620,gamma,sed2,1071,Pi,0.3947368421052631,0.5877192982456141
csd_phase_only,DS005620,gamma,sed2,1074,Pi,0.8596491228070174,0.7807017543859649
csd_phase_only,DS005620,gamma,sed2,1010,R,0.1660025941328116,0.1660495866553271
csd_phase_only,DS005620,gamma,sed2,1016,R,0.1953250202159172,0.2095834149527206
csd_phase_only,DS005620,gamma,sed2,1017,R,0.162415549100822,0.1565664031447194
csd_phase_only,DS005620,gamma,sed2,1022,R,0.1791880578990334,0.1821740225009341
csd_phase_only,DS005620,gamma,sed2,1024,R,0.167721847636127,0.1863791517704432
csd_phase_only,DS005620,gamma,sed2,1033,R,0.2093924960226267,0.2080714865589118
csd_phase_only,DS005620,gamma,sed2,1045,R,0.1766041641340004,0.1933602097754214
csd_phase_only,DS005620,gamma,sed2,1046,R,0.1932237057882181,0.216227331138748
csd_phase_only,DS005620,gamma,sed2,1054,R,0.1793820763294866,0.1853831051539864
csd_phase_only,DS005620,gamma,sed2,1055,R,0.2071993350710765,0.2634568363427633
csd_phase_only,DS005620,gamma,sed2,1057,R,0.1863171509773305,0.1744004365340208
csd_phase_only,DS005620,gamma,sed2,1060,R,0.1834443345291709,0.1654678458884677
csd_phase_only,DS005620,gamma,sed2,1061,R,0.1810609539219595,0.1889155684830373
csd_phase_only,DS005620,gamma,sed2,1062,R,0.1592171679688298,0.1535797509676588
csd_phase_only,DS005620,gamma,sed2,1064,R,0.1384379659000378,0.2255562565655992
csd_phase_only,DS005620,gamma,sed2,1067,R,0.1538929551507821,0.1700465888263657
csd_phase_only,DS005620,gamma,sed2,1071,R,0.1336709851878589,0.1658021548189386
csd_phase_only,DS005620,gamma,sed2,1074,R,0.1562665646795374,0.1492981926684239
csd_phase_only,DS005620,gamma,sed2,1010,D_eff,24.868030842691848,23.18451736901062
csd_phase_only,DS005620,gamma,sed2,1016,D_eff,26.904482442751338,26.557580479619208
csd_phase_only,DS005620,gamma,sed2,1017,D_eff,12.484977436987764,11.91654217777316
csd_phase_only,DS005620,gamma,sed2,1022,D_eff,24.153177818467068,24.091463117804768
csd_phase_only,DS005620,gamma,sed2,1024,D_eff,24.02768328010061,22.966489004631143
csd_phase_only,DS005620,gamma,sed2,1033,D_eff,28.019697048520435,28.283721726127197
csd_phase_only,DS005620,gamma,sed2,1045,D_eff,23.118174556513328,25.631845738303728
csd_phase_only,DS005620,gamma,sed2,1046,D_eff,25.595313940540983,26.245996511708316
csd_phase_only,DS005620,gamma,sed2,1054,D_eff,20.437166903379165,20.54094582071664
csd_phase_only,DS005620,gamma,sed2,1055,D_eff,17.448900601565935,18.85084898834636
csd_phase_only,DS005620,gamma,sed2,1057,D_eff,22.11204367447765,22.44254309258215
csd_phase_only,DS005620,gamma,sed2,1060,D_eff,26.262895874864256,25.873857881517907
csd_phase_only,DS005620,gamma,sed2,1061,D_eff,24.42223793593437,23.36935288571823
csd_phase_only,DS005620,gamma,sed2,1062,D_eff,21.65281637008371,20.144369332016986
csd_phase_only,DS005620,gamma,sed2,1064,D_eff,16.73332058860545,7.373586887089114
csd_phase_only,DS005620,gamma,sed2,1067,D_eff,21.49470447046293,17.736964238494533
csd_phase_only,DS005620,gamma,sed2,1071,D_eff,17.169845332003106,15.557542069042336
csd_phase_only,DS005620,gamma,sed2,1074,D_eff,25.77748963368002,23.94128493301733
csd_phase_only,DS005620,gamma,sed2,1010,M_tau,0.007313776960208,0.0067607708066932
csd_phase_only,DS005620,gamma,sed2,1016,M_tau,0.0099837350983102,0.010671060143795
csd_phase_only,DS005620,gamma,sed2,1017,M_tau,0.0052617515359379,0.0053865931302207
csd_phase_only,DS005620,gamma,sed2,1022,M_tau,0.0086755302665619,0.0088555893663745
csd_phase_only,DS005620,gamma,sed2,1024,M_tau,0.0077057450394585,0.0091575424355242
csd_phase_only,DS005620,gamma,sed2,1033,M_tau,0.010724805221128,0.010803995247613
csd_phase_only,DS005620,gamma,sed2,1045,M_tau,0.0086188927897559,0.0090254539634223
csd_phase_only,DS005620,gamma,sed2,1046,M_tau,0.0090612222147411,0.0117026891456066
csd_phase_only,DS005620,gamma,sed2,1054,M_tau,0.0083623518641407,0.0077542358704409
csd_phase_only,DS005620,gamma,sed2,1055,M_tau,0.0085077260218319,0.0121124127072781
csd_phase_only,DS005620,gamma,sed2,1057,M_tau,0.0083729593523239,0.0078273367954393
csd_phase_only,DS005620,gamma,sed2,1060,M_tau,0.0087683014693768,0.0076721999814129
csd_phase_only,DS005620,gamma,sed2,1061,M_tau,0.0080026133887443,0.0098721904850345
csd_phase_only,DS005620,gamma,sed2,1062,M_tau,0.0063163014538893,0.0061293200900222
csd_phase_only,DS005620,gamma,sed2,1064,M_tau,0.0054194072242151,0.0061828713557443
csd_phase_only,DS005620,gamma,sed2,1067,M_tau,0.0059505501255992,0.007307371381511
csd_phase_only,DS005620,gamma,sed2,1071,M_tau,0.0049725184649504,0.0069283018230295
csd_phase_only,DS005620,gamma,sed2,1074,M_tau,0.0063917202152077,0.0062250232335661
