variant_id,variant_label,graph_type,control_id,replicate,K,n_nodes_lcc,n_edges,backbone_nodes,seed,baseline_R_global,baseline_R_backbone,baseline_R_complement,baseline_A_R,baseline_M_tau,baseline_D_eff,baseline_D_eff_norm,baseline_window_start_s,baseline_window_stop_s,event_R_global,event_R_backbone,event_R_complement,event_A_R,event_M_tau,event_D_eff,event_D_eff_norm,event_window_start_s,event_window_stop_s,delta_R_global,delta_R_backbone,delta_R_complement,delta_A_R,delta_M_tau,delta_D_eff,delta_D_eff_norm,Xi_baseline,Xi_event,delta_Xi
brc_v3_20k_fibercount_conf25,20k FC 25%,degree_strength_preserving,11,0,3.2,787,4108,79,21503626,0.05675122141838074,0.22243143618106842,0.04531886801123619,0.17711259424686432,6.688907160423696e-05,2.820926225140774,0.003584404352148379,2.0,4.48,0.04611073061823845,0.13955236971378326,0.04626726731657982,0.09328509122133255,0.000321240077028051,3.0823147918037614,0.003916537219572759,5.0,8.0,-0.010640490800142288,-0.08287906646728516,0.0009483993053436279,-0.08382750302553177,0.00025435100542381406,0.2613885666629874,0.0003321328674243799,2.600000000000001,8.23333333333333,5.633333333333329
brc_v3_20k_fibercount_conf25,20k FC 25%,real,-1,0,4.0,787,4108,79,20304426,0.11609644442796707,0.23289714753627777,0.10356681793928146,0.1293303370475769,8.798957424005494e-05,2.7210756448756537,0.0034575294089906655,2.0,4.48,0.1438387632369995,0.5381660461425781,0.10020449012517929,0.4379616379737854,4.8291058192262426e-05,3.0010630076693046,0.003813294800088062,5.0,8.0,0.02774231880903244,0.30526889860630035,-0.003362327814102173,0.3086313009262085,-3.969851604779251e-05,0.2799873627936509,0.0003557653910973963,2.6000000000000014,8.233333333333334,5.633333333333333
brc_v3_20k_fibercount_conf25,20k FC 25%,real,-1,1,4.0,787,4108,79,20304427,0.06545408070087433,0.07746599614620209,0.06443305313587189,0.013032937422394753,0.0006003002636134624,2.7732176758618037,0.003523783577969255,2.0,4.48,0.052530769258737564,0.18961915373802185,0.03951526805758476,0.15010391175746918,0.00012901531590614468,3.1196266406505697,0.0039639474468241035,5.0,8.0,-0.012923311442136765,0.11215315759181976,-0.024917785078287125,0.13707097433507442,-0.00047128494770731777,0.34640896478876604,0.00044016386885484867,2.6000000000000014,8.233333333333334,5.633333333333333
brc_v3_20k_fibercount_conf25,20k FC 25%,real,-1,2,4.0,787,4108,79,20304428,0.04463737830519676,0.1737803965806961,0.03258119523525238,0.14119920134544373,6.726328138029203e-05,2.7501648787993664,0.0034944915867844554,2.0,4.48,0.0370883010327816,0.195649653673172,0.026717524975538254,0.16893211007118225,4.572136822389439e-05,3.0312994523563015,0.003851714678978782,5.0,8.0,-0.007549077272415161,0.02186925709247589,-0.005863670259714127,0.027732908725738525,-2.154191315639764e-05,0.28113457355693505,0.00035722309219432665,2.6000000000000014,8.233333333333334,5.633333333333333
brc_v3_20k_fibercount_conf25,20k FC 25%,real,-1,3,4.0,787,4108,79,20304429,0.08491978794336319,0.3354592025279999,0.062097057700157166,0.2733621299266815,1.357982910121791e-05,2.754034929943713,0.0034994090596489366,2.0,4.48,0.06768566370010376,0.3095266819000244,0.0426032654941082,0.2669234275817871,0.0011008401634171605,3.030868723514879,0.003851167374224751,5.0,8.0,-0.01723412424325943,-0.025932520627975464,-0.019493792206048965,-0.006438702344894409,0.0010872603343159426,0.276833793571166,0.0003517583145758144,2.6000000000000014,8.233333333333334,5.633333333333333
brc_v3_20k_fibercount_conf25,20k FC 25%,real,-1,4,4.0,787,4108,79,20304430,0.17075073719024658,0.4588051438331604,0.1393454670906067,0.3194597065448761,0.00156552589032799,2.8028160083841813,0.0035613926408947665,2.0,4.48,0.19663077592849731,0.6510778069496155,0.14710572361946106,0.5039721727371216,0.00018163507047574967,2.989892204878949,0.003799100641523442,5.0,8.0,0.025880038738250732,0.19227266311645508,0.00776025652885437,0.18451246619224548,-0.0013838908198522404,0.1870761964947678,0.0002377080006286756,2.6000000000000014,8.233333333333334,5.633333333333333
brc_v3_20k_fibercount_conf25,20k FC 25%,real,-1,5,4.0,787,4108,79,20304431,0.04522377997636795,0.1553734689950943,0.03831276670098305,0.11706069111824036,2.800109905365389e-05,2.7301179124723474,0.003469018948503618,2.0,4.48,0.08049298822879791,0.3171580135822296,0.058319833129644394,0.2588382363319397,0.00023519276874139905,2.992306470265146,0.003802168323081507,5.0,8.0,0.03526920825242996,0.16178454458713531,0.020007066428661346,0.14177754521369934,0.00020719166968774516,0.2621885577927987,0.00033314937457788914,2.6000000000000014,8.233333333333334,5.633333333333333
brc_v3_20k_fibercount_conf25,20k FC 25%,real,-1,6,4.0,787,4108,79,20304432,0.15580534934997559,0.42145010828971863,0.12687145173549652,0.2945787310600281,4.41862503066659e-05,2.7258063376125614,0.003463540454399697,2.0,4.48,0.12029480934143066,0.29041773080825806,0.10174847394227982,0.18866923451423645,0.00022132402227725834,2.951197658228302,0.0037499334920308796,5.0,8.0,-0.03551054000854492,-0.13103237748146057,-0.025122977793216705,-0.10590949654579163,0.00017713777197059244,0.22539132061574074,0.0002863930376311827,2.6000000000000014,8.233333333333334,5.633333333333333
brc_v3_20k_fibercount_conf25,20k FC 25%,real,-1,7,4.0,787,4108,79,20304433,0.02753381058573723,0.221446692943573,0.018606703728437424,0.20284001529216766,0.0002951059432234615,2.7472785012094514,0.0034908240167845633,2.0,4.48,0.07533571869134903,0.30134353041648865,0.0509411096572876,0.25040242075920105,8.717214950593188e-05,3.0205211193016646,0.0038380192113108827,5.0,8.0,0.0478019081056118,0.07989683747291565,0.032334405928850174,0.047562405467033386,-0.00020793379371752962,0.2732426180922132,0.0003471951945263193,2.6000000000000014,8.233333333333334,5.633333333333333
brc_v3_20k_fibercount_conf25,20k FC 25%,real,-1,8,4.0,787,4108,79,20304434,0.08511022478342056,0.2689926326274872,0.06650259345769882,0.20249000191688538,0.001840674434788525,2.840966075589135,0.003609867948652014,2.0,4.48,0.09210345894098282,0.43395891785621643,0.055415861308574677,0.37854301929473877,0.0005494055221788585,3.0221650002686813,0.0038401080054239916,5.0,8.0,0.006993234157562256,0.16496628522872925,-0.011086732149124146,0.1760530173778534,-0.0012912689126096666,0.18119892467954646,0.0002302400567719778,2.6000000000000014,8.233333333333334,5.633333333333333
