replicate,cross_d_recovery_late_minus_chronic,longitudinal_mean_delta
47,0.15435579819202827,0.09126427071707978
48,-0.5359246602486775,0.10519557097749957
49,-0.1995337709134595,0.09236130087433764
50,0.08898908443156651,-0.07181354882669877
51,0.02799524299771078,0.22733694926999443
52,-0.1287209363367191,0.009412428757867837
53,-0.9405225723435244,0.010409879649092478
54,-0.3538018404046502,-0.039569614351623615
55,-0.4307794768318211,-0.05980718995043491
56,-1.1212563032080891,0.004573240071261321
57,0.6695018076974502,0.07334115194411156
58,-0.5370723388684583,-0.10850667632277894
59,0.2764329847186313,-0.06665848440240585
60,0.6021216117387843,-0.07221423503762235
61,0.5443079527552901,-0.07071925796076863
62,0.08230036650901858,0.022215679447442585
63,-0.17153959791105516,0.05831166382348682
64,0.2608117049348921,0.12514138744855127
65,0.4688270431124065,-0.01750686925758296
66,0.2028081880361812,0.029161421919020034
67,0.445108598521038,-0.03458805422242555
68,0.5956179039335914,0.0699686357984319
69,-0.6656009231118183,-0.03236193978012091
70,-1.2102252532464814,0.022247855166723545
71,-0.2734688307075213,0.18749679519398207
72,-0.015322107637860153,-0.030804201824745785
73,0.31380789249907065,-0.06484819190141194
74,0.04958537788783729,-0.014915311034268667
75,-0.29286291323251895,0.1304123686018607
76,-0.07537046348041397,0.025555391455984337
77,0.13894986984584104,-0.04220862649553629
78,0.5917555758074149,0.013685553205841984
79,-0.44590816728315097,-0.08832941049843576
80,-0.23859686241247893,-0.01775819529710267
81,-0.13822288179367487,0.04842712705269353
82,1.1175721431764987,-0.007309032452111643
83,0.35577364214820595,0.19230451774610963
84,0.020948736507402293,-0.057811924873493375
85,-0.44247666547520587,-0.012587505729041179
86,-0.5306334396958269,0.07977049483398096
87,-0.44063009882177107,-0.051632344576150735
88,0.26606853784757817,0.11624580764651503
89,0.48279010921728094,0.008796479678022946
90,0.013291314175573311,-0.08796361189025591
91,-1.6602797382093273,-0.0544179033448152
92,-0.7856789286492081,-0.013953702386330683
93,-0.6477912107123692,0.0849531315465423
94,-0.593746764327489,0.008627483529616509
95,0.16804260016296924,0.04604354137296063
96,0.09499035196368569,0.020146381477793025
97,-0.3998601995755158,0.03725990147709294
98,-0.20184545254914174,0.07595718236364149
99,0.692318692440801,-0.11718140533237063
100,-1.2971588311069318,0.07034978764002316
101,-0.45252700393571754,-0.0006826923453007604
102,0.5096558943633985,0.023376762080496757
103,0.7493083778510018,-0.050644395164757355
104,-0.5936811391032643,0.04902322607597817
105,0.4964685686547835,-0.027914656132149225
106,-0.8360740301590237,0.07704304324714165
107,0.04066142939444048,-0.05555439761331029
108,0.5540060403626974,0.017975046514981854
109,-0.10615397335125655,-0.034835080901420616
110,-0.6878911726197323,-0.09194154634692327
111,-0.36239367521480165,-0.05464830753152017
112,0.9785709763490504,-0.09462705126066728
113,-0.3565397080404541,0.011586504552892774
114,0.5690311567015798,-0.1038717446434829
115,0.0619865214640697,0.11898563958540626
116,0.9372961876455532,-0.02022241390120516
117,0.5981137602394785,0.1300433835389817
118,0.020069500016485803,-0.014239234929576643
119,-0.20409102540435428,-0.03631308929632523
120,0.44828393452865267,0.025942861876467733
121,0.3460360765736953,-0.0018322212280408128
