variant_id,variant_label,graph_type,control_id,strength_rel_error_mean,strength_rel_error_median,strength_rel_error_max,n_nodes,n_edges,backbone_nodes,backbone_fraction,alpha_S_max,external_mass_mean,internal_mass_mean,internal_minus_external_mean,raw_backbone_internal_weight,raw_backbone_external_weight,raw_backbone_internal_fraction_of_incident,raw_backbone_internal_fraction_of_total,requested_swaps,completed_swaps,attempts
brc_v3_20k_electrical_conf50,20k EC 50%,degree_preserving,7,0.5636228808069013,0.27509111034796685,17.17421881698707,467,980,47,0.1006423982869379,1.0,0.6181382492063123,0.3818617507936876,-0.23627649841262469,31.70530305057764,145.23897710815072,0.30390957473202895,0.12351780404692915,11760.0,11760.0,14986.0
brc_v3_20k_electrical_conf50,20k EC 50%,degree_preserving,8,0.5582599601213564,0.2895300121350039,25.596012143929254,467,980,47,0.1006423982869379,0.9015177945087414,0.6139404923144003,0.38605950768559966,-0.2278809846288008,33.17825499922037,140.3616762459278,0.3209998655851134,0.12925614346203468,11760.0,11760.0,14701.0
brc_v3_20k_electrical_conf50,20k EC 50%,degree_preserving,9,0.5319077982481264,0.2904640375359277,7.581977605289515,467,980,47,0.1006423982869379,0.9999999999999999,0.6185636116659194,0.3814363883340805,-0.2371272233318388,31.875936962664127,139.96139808744192,0.312949044975979,0.12418256117236139,11760.0,11760.0,14849.0
brc_v3_20k_electrical_conf50,20k EC 50%,degree_preserving,10,0.5497871473678364,0.31116735204944995,10.355031013002009,467,980,47,0.1006423982869379,0.9457614038709388,0.5760258466482122,0.42397415335178784,-0.15205169329642437,47.09433899447322,125.88533518835902,0.42798636980851584,0.18347054832939114,11760.0,11760.0,14831.0
brc_v3_20k_electrical_conf50,20k EC 50%,degree_preserving,11,0.7157320268101979,0.3041766735405175,44.79942136410913,467,980,47,0.1006423982869379,1.0,0.6389024574810348,0.3610975425189652,-0.27780491496206966,30.752872988581657,133.8807932883501,0.314790088449145,0.1198073184673289,11760.0,11760.0,14976.0
brc_v3_20k_electrical_conf50,20k EC 50%,degree_strength_preserving,0,0.006063011826434048,1.800067309444832e-09,0.7103879277223196,467,980,47,0.1006423982869379,0.9463431682131771,0.43904182431517214,0.5609581756848278,0.12191635136965531,70.79232091469879,126.71892354473243,0.5277031694750981,0.27588317208382823,11760.0,11760.0,14822.0
brc_v3_20k_electrical_conf50,20k EC 50%,degree_strength_preserving,1,0.003901578106866622,3.038082487750425e-08,0.2521950663550055,467,980,47,0.1006423982869379,0.8213502834177207,0.45033131949034344,0.5496686805096566,0.09933736101931318,65.89802539894453,136.5075136304713,0.49121990264531085,0.25675050900609125,11760.0,11760.0,14817.0
brc_v3_20k_electrical_conf50,20k EC 50%,degree_strength_preserving,2,0.00855979131288946,6.477345878064844e-09,0.7642461769579227,467,980,47,0.1006423982869379,1.0,0.45349107144715506,0.5465089285528448,0.09301785710568976,69.44866161944474,129.4062406344648,0.5176872093449059,0.2706639766707381,11760.0,11760.0,14699.0
brc_v3_20k_electrical_conf50,20k EC 50%,degree_strength_preserving,3,0.0038450323154787225,2.1524915595549563e-10,0.3282319739334304,467,980,47,0.1006423982869379,1.0,0.48433681958405017,0.5156631804159497,0.031326360831899575,67.15631147985587,133.9909422904181,0.50059947147738,0.2616549909311223,11760.0,11760.0,14826.0
brc_v3_20k_electrical_conf50,20k EC 50%,degree_strength_preserving,4,0.0019696782335637407,2.594969307511572e-08,0.11904968580139264,467,980,47,0.1006423982869379,0.9999999999999998,0.45975399132086786,0.5402460086791321,0.08049201735826421,68.82467621777667,130.6542075502374,0.5130358778796793,0.2681334844975155,11760.0,11760.0,14946.0
