subject,run,phase,window_start_tr,window_stop_tr,window_start_sec,window_stop_sec,fd_mean,fd_max,valid_fraction,R_phase,D_eff,M_tau,mean_fc,mean_abs_fc,inside_baseline_regime
sub-02,1,Base1,0,75,0.0,60.0,0.1368046504506665,0.283664148,1.0,0.3817327063147174,0.03766793834906099,0.18976655089007305,0.2389095959429597,0.33914588816217695,True
sub-02,1,Base1,19,94,15.200000000000001,75.2,0.13349358395999983,0.283664148,1.0,0.36822784529365865,0.0373918526483348,0.1775048945069451,0.21981886741218362,0.34091004078087456,True
sub-02,1,Base1,38,113,30.400000000000002,90.4,0.13545952093333333,0.3021101930000001,1.0,0.34009406360480376,0.03824878013400433,0.20593974201583126,0.21630512362664084,0.3365514069660337,True
sub-02,1,Base1,57,132,45.6,105.60000000000001,0.14117984435999997,0.3021101930000001,1.0,0.3848155463102121,0.0336668719424407,0.20188828678820542,0.28036298865997167,0.36433773625128163,True
sub-02,1,Base1,76,151,60.800000000000004,120.80000000000001,0.13259443689333344,0.3021101930000001,1.0,0.39118692791011195,0.03016064798317192,0.22907378062123904,0.3134270926169713,0.3917135054740782,False
sub-02,1,Base1,95,170,76.0,136.0,0.13259980926666678,0.3021101930000001,1.0,0.3732673611904046,0.030039835253623675,0.22180562932884637,0.3122377689367589,0.39290760906295036,False
sub-02,1,Base1,114,189,91.2,151.20000000000002,0.1239930944813333,0.2997751,1.0,0.3680311708642501,0.029125177432168147,0.23921495435189702,0.31889860513859036,0.3999441887369457,False
sub-02,1,Base1,133,208,106.4,166.4,0.12066011082799982,0.2997751,1.0,0.3559369216789892,0.038945004630729446,0.18050830582978705,0.22384967860859514,0.33592248715060596,True
sub-02,1,Base1,152,227,121.60000000000001,181.60000000000002,0.12119428982799997,0.2997751,1.0,0.4119693206195574,0.029290605243666466,0.20958796124412396,0.3011700826736985,0.39237191860698173,True
sub-02,1,Base1,171,246,136.8,196.8,0.12231375102799996,0.2997751,1.0,0.4399029716178384,0.03051463938856928,0.17774842047599926,0.295346949019623,0.38469317456164676,True
sub-02,1,Base1,190,265,152.0,212.0,0.1262881976533333,0.2810848299999999,1.0,0.45136889175840395,0.031959991804722955,0.16922854593499775,0.29207985670442077,0.3757260737212788,True
sub-02,1,Base1,209,284,167.20000000000002,227.20000000000002,0.13051698152000007,0.2810848299999999,1.0,0.3839696304264453,0.04109241392221379,0.13242724538256376,0.1849008998771736,0.3231024047819433,True
sub-02,1,Base1,228,303,182.4,242.4,0.12834271687999996,0.2980743,1.0,0.335289893854827,0.04222624438842286,0.1329550494683389,0.15557438272253232,0.3175575224510522,True
sub-02,1,Base1,247,322,197.60000000000002,257.6,0.12388630939999996,0.2980743,1.0,0.35429843931929367,0.0412292313690922,0.14833452110774664,0.1638187538527101,0.3213030380062817,True
sub-02,1,Base1,266,341,212.8,272.8,0.13042523169333328,0.3367129499999999,1.0,0.3738935030097829,0.03667176907396397,0.16470954298719645,0.19440057376072506,0.34584435521879975,True
sub-02,1,Base1,285,360,228.0,288.0,0.12658018669333326,0.3367129499999999,1.0,0.3987705360776389,0.03675847227983257,0.15459294683473476,0.19846352944351317,0.3470841997213051,True
sub-02,1,Base1,304,379,243.20000000000002,303.2,0.13284030899999993,0.3367129499999999,1.0,0.32527657901428647,0.04424370522524793,0.11259584724576097,0.14396874493048767,0.3098477831193781,True
sub-02,1,Base1,323,398,258.40000000000003,318.40000000000003,0.13753185826666658,0.3367129499999999,1.0,0.2911688216518043,0.04462413115358826,0.11140925361904909,0.14069778299889446,0.3072009028324259,True
sub-02,1,Base1,342,417,273.6,333.6,0.13915392738666663,0.3214696499999998,1.0,0.32158474594530684,0.047393827925161607,0.12852186044042152,0.1445696866116647,0.2936264956088025,True
sub-02,1,Base1,361,436,288.8,348.8,0.14087159885333328,0.3214696499999998,1.0,0.2562097647110815,0.046761602781726065,0.11441281314162373,0.10482085649146125,0.29890931828395934,False
sub-02,1,Base1,380,455,304.0,364.0,0.13850211871999998,0.3026901999999999,1.0,0.2740548181909598,0.04470864746628248,0.11474119213722081,0.11327056652697784,0.3070701688240347,True
sub-02,1,Base1,399,474,319.20000000000005,379.20000000000005,0.14273133151999992,0.3173155000000001,1.0,0.26837004347131926,0.04382409519507285,0.12569473237996295,0.11516933897585997,0.3105243669329372,True
sub-02,1,Base1,418,493,334.40000000000003,394.40000000000003,0.14289152266666663,0.3173155000000001,1.0,0.2810782696129253,0.04832339829468116,0.11159059870225622,0.09558463858865308,0.2923079269449078,False
sub-02,1,Base1,437,512,349.6,409.6,0.14588332399999998,0.3173155000000001,1.0,0.302720714967935,0.04552070999437147,0.13785941822435543,0.14009454950550307,0.30319950985402716,True
sub-02,1,Base1,456,531,364.8,424.8,0.14903108919999997,0.34789205,1.0,0.3432927382312963,0.04302859507625797,0.14771006935287814,0.15853426487371144,0.31332871709273535,True
sub-02,1,Base1,475,550,380.0,440.0,0.14817971133333332,0.34789205,1.0,0.3766108466046344,0.042640177671962695,0.1393674525512045,0.18202779693390472,0.31586553506887854,True
sub-02,1,Base1,494,569,395.20000000000005,455.20000000000005,0.1417979793333329,0.34789205,1.0,0.3162333532468995,0.04569854090094637,0.14576627744548648,0.14524478881744896,0.30481199920855195,True
sub-02,1,Base1,513,588,410.40000000000003,470.40000000000003,0.1416034122666658,0.34789205,1.0,0.31442633306955564,0.04671339333483317,0.14502137591724046,0.13649685200386943,0.29844705398325555,True
sub-02,1,Base1,532,607,425.6,485.6,0.13689286479999918,0.31898815,1.0,0.2979883698202776,0.046585622114138685,0.14852132267830676,0.12018460482156858,0.29877922031959814,True
sub-02,1,Base1,551,626,440.8,500.8,0.13504771546666586,0.31898815,1.0,0.2625115118048224,0.04879884017670865,0.11946671045995556,0.08579760081098899,0.2889139388491588,False
sub-02,1,Base1,570,645,456.0,516.0,0.12966196219999962,0.263892999999995,1.0,0.27561690564295716,0.046824307175596824,0.12442496700138615,0.09588740800535084,0.2967285877375831,True
sub-02,1,Base1,589,664,471.20000000000005,531.2,0.12480482826666664,0.2606547000000001,1.0,0.2807184163500984,0.04785752437555297,0.11740877311210773,0.10268744265698593,0.29535090839942707,False
sub-02,1,Base1,608,683,486.40000000000003,546.4,0.1264920758666665,0.2606547000000001,1.0,0.31540812207315017,0.045791581034081416,0.17175038037142995,0.1722538608744791,0.2995289419973547,True
sub-02,1,Base1,627,702,501.6,561.6,0.1290886431999998,0.27742215,1.0,0.3611310643733242,0.040961442688308224,0.1603624196547635,0.18447069559951013,0.31893873579195914,True
sub-02,1,Base1,646,721,516.8000000000001,576.8000000000001,0.13147653493333317,0.27742215,1.0,0.4267300082811572,0.0392039925697618,0.16093392953450408,0.22701854176160696,0.32942729811754456,True
sub-02,1,Base1,665,740,532.0,592.0,0.13639603439999987,0.30474847,1.0,0.504767705869744,0.03342864372038456,0.17160198984445507,0.2968743788910169,0.367750275428475,True
sub-02,1,Base1,684,759,547.2,607.2,0.13650047159999995,0.30474847,1.0,0.43978021560853137,0.03705012440483692,0.20180348227424594,0.229303821134106,0.343409135314175,True
sub-02,1,Base1,703,778,562.4,622.4000000000001,0.1315238881333333,0.30474847,1.0,0.4054804798255678,0.037736483631086934,0.19690569066437202,0.2127755941348217,0.33715655804860023,True
sub-02,1,Base1,722,797,577.6,637.6,0.13493195346666664,0.33283855,1.0,0.3985603793131664,0.03854181492986015,0.20127016884041646,0.21156626355979968,0.33308497364381173,True
sub-02,1,Base1,741,816,592.8000000000001,652.8000000000001,0.13252704999999995,0.33283855,1.0,0.2779062702181217,0.042003336664739446,0.1385428108968589,0.11406316769358113,0.31598807196438483,True
sub-02,1,Base1,760,835,608.0,668.0,0.1317065293333333,0.33283855,1.0,0.25483600684289504,0.04557780780453082,0.1504470217358719,0.11296437361360727,0.3018068285287534,False
sub-02,1,Base1,779,854,623.2,683.2,0.12050749973333331,0.2666566,1.0,0.42637383208058377,0.03107937748861177,0.18845246371721625,0.2522468631615521,0.384481519327334,True
sub-02,1,Base1,798,873,638.4000000000001,698.4000000000001,0.12001092819999996,0.24287803,1.0,0.5268377020379515,0.026148592774815682,0.17720880578533596,0.3383762895412729,0.429430345207773,True
sub-02,1,Base1,817,892,653.6,713.6,0.1226927000533333,0.24287803,1.0,0.6256455472869257,0.018215827695356374,0.1100831343976927,0.41392227573356205,0.5300705573141085,False
sub-02,1,Base1,836,911,668.8000000000001,728.8000000000001,0.12362583013866661,0.24422845,1.0,0.642355815109026,0.01818926508957621,0.10268385518414407,0.4213488664926497,0.5296808183352689,False
sub-02,1,Base1,855,930,684.0,744.0,0.13984417160533316,0.27436507,1.0,0.5494795075039078,0.02210918273697089,0.17276423220182174,0.3779531133987226,0.46941307524423237,False
sub-02,1,Base1,874,949,699.2,759.2,0.14194253307199955,0.27436507,1.0,0.4447252546971031,0.028585488544558713,0.14130798748172085,0.24869664333598054,0.4015048022797374,True
sub-02,1,Base1,893,968,714.4000000000001,774.4000000000001,0.13823528688533274,0.27436507,1.0,0.35390114294472125,0.038706820859412884,0.1999054838360433,0.20543531050304825,0.33381331302347106,True
sub-02,1,Base1,912,987,729.6,789.6,0.137243692266666,0.27436507,1.0,0.3751375283479182,0.04238093273503789,0.17578541955462149,0.20087519892952121,0.31502937465484543,True
sub-02,1,Base1,931,1006,744.8000000000001,804.8000000000001,0.13273098979999945,0.28026062,1.0,0.3957463998589635,0.03732503876112477,0.19389771332091388,0.24032774350988131,0.3431056921327406,True
sub-02,1,Base1,950,1025,760.0,820.0,0.1205309060933331,0.28026062,1.0,0.4075586476683327,0.03729304910576636,0.18291680705995583,0.24028656235376472,0.3416783348597149,True
sub-02,1,Base1,969,1044,775.2,835.2,0.11651823115999972,0.297345145,1.0,0.4533531087412203,0.03419472067468232,0.1449398128747881,0.26182839266855834,0.3599918937558926,True
sub-02,1,Base1,988,1063,790.4000000000001,850.4000000000001,0.11764413529333333,0.297345145,1.0,0.4612107085711267,0.03681089920454396,0.11092372295254968,0.24858367653989932,0.3455310699793746,False
sub-02,1,Base1,1007,1082,805.6,865.6,0.11907652449333356,0.297345145,1.0,0.44878102944656206,0.034231138605294774,0.1295873499303522,0.2575875536366246,0.3579784707065298,True
sub-02,1,Base1,1026,1101,820.8000000000001,880.8000000000001,0.12987583666666688,0.3902427999999998,1.0,0.46707776034640747,0.02842193798852836,0.14159508438128773,0.2856787187831701,0.40168644833627026,True
sub-02,1,Base1,1045,1120,836.0,896.0,0.13133002028000038,0.3902427999999998,1.0,0.41935895087877917,0.028397627987529372,0.14835279188942843,0.2303351132649449,0.4007084503639174,True
sub-02,1,Base1,1064,1139,851.2,911.2,0.12985961400000012,0.3902427999999998,1.0,0.48557066216226163,0.023429278048675863,0.1436539528073522,0.29906253986998665,0.45229883178338665,True
sub-02,2,PreLOR,0,75,0.0,60.0,0.13469431271466664,0.278904495,1.0,0.3339710506376145,0.04189909915244176,0.15706607673199602,0.16456148703965157,0.31907139040058374,True
sub-02,2,PreLOR,19,94,15.200000000000001,75.2,0.13188308151466666,0.278904495,1.0,0.3122268454227064,0.047104915705340124,0.16474656611883357,0.1428483736666545,0.296123995381791,True
sub-02,2,PreLOR,38,113,30.400000000000002,90.4,0.13980183628799983,0.316649587999995,1.0,0.37269645013283975,0.045655515281362774,0.11613543373122537,0.18242325021466263,0.3013215077862483,True
sub-02,2,PreLOR,57,132,45.6,105.60000000000001,0.14188444039119982,0.316649587999995,1.0,0.3493903983786087,0.047736094447695936,0.15381688482288222,0.17766465426880035,0.2941530620331874,False
sub-02,2,PreLOR,76,151,60.800000000000004,120.80000000000001,0.13234530079119972,0.316649587999995,1.0,0.29143501833469077,0.05010243770172863,0.17411941383585786,0.13782195279409,0.28647589685047287,False
sub-02,2,PreLOR,95,170,76.0,136.0,0.12995503954319973,0.316649587999995,1.0,0.32273839843248353,0.04081797225701383,0.22714491793650604,0.24672423757410045,0.3262269122012058,False
sub-02,2,PreLOR,114,189,91.2,151.20000000000002,0.1271960771965331,0.25920545,1.0,0.35218806551199233,0.03787322625973604,0.24240576254072868,0.27305500488459694,0.34174477635335393,False
sub-02,2,PreLOR,133,208,106.4,166.4,0.11737817621333319,0.25920545,1.0,0.3680920148389735,0.038585977356003824,0.2259897126983876,0.26997671554113956,0.33825423924026266,False
sub-02,2,PreLOR,152,227,121.60000000000001,181.60000000000002,0.11828533369333338,0.25920545,1.0,0.3890488237264968,0.037701757213841156,0.21348904602467492,0.2829922621912407,0.34134770933940173,False
sub-02,2,PreLOR,171,246,136.8,196.8,0.12253859619466617,0.344643765000005,1.0,0.30007150448521996,0.04964087943718682,0.11119723182473769,0.12607327643348318,0.28834206868490636,False
sub-02,2,PreLOR,190,265,152.0,212.0,0.11965973486133304,0.344643765000005,1.0,0.29672538223910566,0.05642149114094814,0.10157166772094676,0.11425095152862987,0.2682654869040582,False
sub-02,2,PreLOR,209,284,167.20000000000002,227.20000000000002,0.12195784155733319,0.344643765000005,1.0,0.3796134890246404,0.04631886975086872,0.15629455355460384,0.19650009641930594,0.3005631226724113,True
sub-02,2,PreLOR,228,303,182.4,242.4,0.12637562297066643,0.344643765000005,1.0,0.4001321224800764,0.04258928273960762,0.15869398244801428,0.2103407633876128,0.3144596122429555,True
sub-02,2,PreLOR,247,322,197.60000000000002,257.6,0.12426871632266706,0.30916137,1.0,0.3975039101463331,0.04283085360922776,0.17573157799433003,0.21558510477711634,0.3147992179831138,True
sub-02,2,PreLOR,266,341,212.8,272.8,0.12957722877600011,0.30916137,1.0,0.4177152426722015,0.04073084803951467,0.16708676358891672,0.23850070153897718,0.3263250607765949,True
sub-02,2,PreLOR,285,360,228.0,288.0,0.1309016752533333,0.30916137,1.0,0.38681696799093507,0.043127145361394933,0.12409074420802742,0.1882730265121565,0.31330560510403027,True
sub-02,2,PreLOR,304,379,243.20000000000002,303.2,0.12050011702666696,0.29036544,1.0,0.3468988590548442,0.03929993054819829,0.10428573601067768,0.15613280318804365,0.33019654423332767,False
sub-02,2,PreLOR,323,398,258.40000000000003,318.40000000000003,0.12445545165333328,0.29036544,1.0,0.4833854101371771,0.02870563969701994,0.15571361956678603,0.32250154982313833,0.40115220965870396,True
sub-02,2,PreLOR,342,417,273.6,333.6,0.1149584030666666,0.26216032,1.0,0.5390360751092026,0.02177148656834308,0.1633034736674969,0.36665468586268973,0.4683373843924891,False
sub-02,2,PreLOR,361,436,288.8,348.8,0.12232630376000006,0.30005794,1.0,0.534284708580338,0.022244953362791555,0.18960078299579386,0.372998093245226,0.4607971354387202,False
sub-02,2,PreLOR,380,455,304.0,364.0,0.13239870919999971,0.30005794,1.0,0.5292416054293893,0.023695626891047147,0.21080776921527922,0.36754340703669275,0.4451410829508771,True
sub-02,2,PreLOR,399,474,319.20000000000005,379.20000000000005,0.12969846773333318,0.30005794,1.0,0.46520536651786254,0.025571666364608763,0.21357256455679377,0.32906979224016875,0.42596096188961075,False
sub-02,2,PreLOR,418,493,334.40000000000003,394.40000000000003,0.13327212731999974,0.30005794,1.0,0.45236079675849244,0.03260242700860797,0.1972439181815875,0.28559054787681887,0.3691591071724698,True
sub-02,2,PreLOR,437,512,349.6,409.6,0.12817194049333236,0.26123224,1.0,0.45800907455936385,0.030267556685343876,0.202942761030608,0.3024716713692888,0.387274020101482,True
sub-02,2,PreLOR,456,531,364.8,424.8,0.12507155439999906,0.3034595,1.0,0.5029417633054122,0.028662959138121755,0.18077826416151688,0.34503541415435884,0.4022142924725395,True
sub-02,2,PreLOR,475,550,380.0,440.0,0.12950047718666596,0.3034595,1.0,0.42913270259340675,0.03622899168706552,0.14107481286738596,0.21801620337575595,0.3419841406212916,True
sub-02,2,PreLOR,494,569,395.20000000000005,455.20000000000005,0.12683466806666624,0.3034595,1.0,0.45288625143492905,0.036343763793407154,0.12914623981868556,0.23673981641070582,0.345583935925336,True
sub-02,2,PreLOR,513,588,410.40000000000003,470.40000000000003,0.12234137906666691,0.3034595,1.0,0.4159030554144571,0.038812368225146776,0.1384929772899418,0.21059234589996953,0.3342270156552653,True
sub-02,2,PreLOR,532,607,425.6,485.6,0.12794527588000024,0.27985649,1.0,0.3752131416736796,0.039191450866373385,0.1475277705390756,0.19775418665607578,0.3299487568562017,True
sub-02,2,PreLOR,551,626,440.8,500.8,0.12596989396000022,0.269563805,1.0,0.39259970420556306,0.035084705743920586,0.1614667544991177,0.2209430303226394,0.3526748842044374,True
sub-02,2,PreLOR,570,645,456.0,516.0,0.12570855369333356,0.269563805,1.0,0.40736922197105,0.03432848636799166,0.14260828298988745,0.2118468918061748,0.355641020194837,True
sub-02,2,PreLOR,589,664,471.20000000000005,531.2,0.13690566429333367,0.290210050000005,1.0,0.4725970493559991,0.028497151373083642,0.1329634757368179,0.27714065176549957,0.3963411879497998,True
sub-02,2,PreLOR,608,683,486.40000000000003,546.4,0.13363276560000042,0.290210050000005,1.0,0.4306649396436641,0.030868548633281978,0.16581426115637063,0.25199180077868166,0.38180273623528455,True
sub-02,2,PreLOR,627,702,501.6,561.6,0.1415314340000002,0.32062913,1.0,0.4419786887471648,0.037035897480514716,0.16420632026587775,0.24175987019523865,0.3442233598037434,True
sub-02,2,PreLOR,646,721,516.8000000000001,576.8000000000001,0.1424422482666665,0.32062913,1.0,0.4820801745617233,0.024424380401501026,0.20410233690840685,0.36648932963714087,0.44919989109622677,True
sub-02,2,PreLOR,665,740,532.0,592.0,0.14811739959999967,0.32062913,1.0,0.48922993759631284,0.023385675721730108,0.2027401179153712,0.3782100811251901,0.46038546274764414,True
sub-02,2,PreLOR,684,759,547.2,607.2,0.1492783479999997,0.32062913,1.0,0.441756692178131,0.024883875873565636,0.2156456692926402,0.3585552258903248,0.44018228016051114,False
sub-02,2,PreLOR,703,778,562.4,622.4000000000001,0.143624214373333,0.31406221,1.0,0.4714108168332074,0.02475845795410518,0.18471801925010584,0.34590133320684485,0.43990562159787183,True
sub-02,2,PreLOR,722,797,577.6,637.6,0.14549282110666664,0.31406221,1.0,0.41497112361877564,0.03175896894461811,0.1705861899439705,0.2336125533453824,0.37418486893426744,True
sub-02,2,PreLOR,741,816,592.8000000000001,652.8000000000001,0.14149053942666664,0.306992245,1.0,0.4130492301282641,0.0318933263461138,0.1786030189933368,0.242784082754613,0.37421996293804827,True
sub-02,2,PreLOR,760,835,608.0,668.0,0.12847800392,0.2700462299999999,1.0,0.41993498857574185,0.030664563807585,0.16703565815518506,0.22962752291892613,0.38410809873374496,True
sub-02,2,PreLOR,779,854,623.2,683.2,0.12534001994666666,0.2700462299999999,1.0,0.5172647529574987,0.02416267214814473,0.1621729150914931,0.3217494668150076,0.4429486023935972,True
sub-02,2,PreLOR,798,873,638.4000000000001,698.4000000000001,0.1212291456933333,0.2700462299999999,1.0,0.4975421923258528,0.027360757932971713,0.176988125111065,0.3191848245680291,0.4137573373915224,True
sub-02,2,PreLOR,817,892,653.6,713.6,0.11120459950666667,0.2700462299999999,1.0,0.49085498926291904,0.030591010892786034,0.16785547254162525,0.28405279073231005,0.38673938483789866,True
sub-02,2,PreLOR,836,911,668.8000000000001,728.8000000000001,0.1160301025333333,0.255155615,1.0,0.47848224652747234,0.031507287160591306,0.14314445947542176,0.27027350681958817,0.3808595463490755,True
sub-02,2,PreLOR,855,930,684.0,744.0,0.11929251496000011,0.255155615,1.0,0.39037895122671384,0.03790414049419701,0.14250467608536932,0.19797655682136225,0.3410407188100808,True
sub-02,2,PreLOR,874,949,699.2,759.2,0.1223457879200001,0.2580181940000001,1.0,0.3282516954758548,0.04446130584846422,0.14012258429616276,0.1422094303182202,0.3083609471271915,True
sub-02,2,PreLOR,893,968,714.4000000000001,774.4000000000001,0.12142490582666676,0.2580181940000001,1.0,0.3606157340170944,0.04259627712329759,0.14396288589866296,0.165736237362419,0.3157548034973014,True
