n_rows,n_subjects,positive_rate,roc_auc,average_precision,balanced_accuracy,accuracy,brier,log_loss,task_name,model,features
77,26,0.6623376623376623,1.0,1.0000000000000002,0.9803921568627452,0.974025974025974,0.012988387210928976,0.06063115933297442,awake_base1_vs_lor,confounds_motion_propofol,"fd_mean,fd_max,esc_mean,esc_max,plas_mean,plas_max"
77,26,0.6623376623376623,1.0,1.0000000000000002,0.9901960784313726,0.987012987012987,0.010577384406955817,0.05504047367252612,awake_base1_vs_lor,standard_fc_plus_confounds,"fd_mean,fd_max,esc_mean,esc_max,plas_mean,plas_max,mean_fc,mean_abs_fc"
77,26,0.6623376623376623,1.0,1.0000000000000002,1.0,1.0,0.00998125050999389,0.05394349975006512,awake_base1_vs_lor,gcc_core_plus_confounds,"fd_mean,fd_max,esc_mean,esc_max,plas_mean,plas_max,R_phase_mean,D_eff_mean,M_tau_mean"
77,26,0.6623376623376623,1.0,1.0000000000000002,1.0,1.0,0.00797392173521549,0.047575010957998744,awake_base1_vs_lor,gcc_regime_plus_confounds,"fd_mean,fd_max,esc_mean,esc_max,plas_mean,plas_max,R_phase_mean,D_eff_mean,M_tau_mean,Pi_fMRI"
77,26,0.6623376623376623,1.0,1.0000000000000002,1.0,1.0,0.008297809727581264,0.047952149034111526,awake_base1_vs_lor,full_standard_plus_gcc,"fd_mean,fd_max,esc_mean,esc_max,plas_mean,plas_max,mean_fc,mean_abs_fc,R_phase_mean,D_eff_mean,M_tau_mean,Pi_fMRI"
147,26,0.3469387755102041,0.9675245098039216,0.945760822274165,0.889093137254902,0.891156462585034,0.07331002925770355,0.2344014244692642,responsive_vs_lor_all_phases,confounds_motion_propofol,"fd_mean,fd_max,esc_mean,esc_max,plas_mean,plas_max"
147,26,0.3469387755102041,0.9671160130718954,0.9451266951079281,0.8936887254901961,0.891156462585034,0.07455132392351718,0.23403768384397963,responsive_vs_lor_all_phases,standard_fc_plus_confounds,"fd_mean,fd_max,esc_mean,esc_max,plas_mean,plas_max,mean_fc,mean_abs_fc"
147,26,0.3469387755102041,0.9685457516339869,0.9458881035996534,0.8936887254901961,0.891156462585034,0.07447334972301355,0.23308098611729064,responsive_vs_lor_all_phases,gcc_core_plus_confounds,"fd_mean,fd_max,esc_mean,esc_max,plas_mean,plas_max,R_phase_mean,D_eff_mean,M_tau_mean"
147,26,0.3469387755102041,0.965890522875817,0.9407545171999003,0.8936887254901961,0.891156462585034,0.07593269754122417,0.23751000968644295,responsive_vs_lor_all_phases,gcc_regime_plus_confounds,"fd_mean,fd_max,esc_mean,esc_max,plas_mean,plas_max,R_phase_mean,D_eff_mean,M_tau_mean,Pi_fMRI"
147,26,0.3469387755102041,0.9642565359477124,0.9389257863766711,0.8936887254901961,0.891156462585034,0.07703368762636416,0.2415360752273605,responsive_vs_lor_all_phases,full_standard_plus_gcc,"fd_mean,fd_max,esc_mean,esc_max,plas_mean,plas_max,mean_fc,mean_abs_fc,R_phase_mean,D_eff_mean,M_tau_mean,Pi_fMRI"
50,25,0.5,0.9808,0.9870270270270272,0.98,0.98,0.050116009133361006,0.204285406101756,prelor_vs_lor_task2,confounds_motion_propofol,"fd_mean,fd_max,esc_mean,esc_max,plas_mean,plas_max"
50,25,0.5,0.9856,0.9879833333333334,0.96,0.96,0.0421469752719029,0.1603638272781667,prelor_vs_lor_task2,standard_fc_plus_confounds,"fd_mean,fd_max,esc_mean,esc_max,plas_mean,plas_max,mean_fc,mean_abs_fc"
50,25,0.5,0.984,0.9870363636363637,0.96,0.96,0.04686785955291472,0.16932151535699105,prelor_vs_lor_task2,gcc_core_plus_confounds,"fd_mean,fd_max,esc_mean,esc_max,plas_mean,plas_max,R_phase_mean,D_eff_mean,M_tau_mean"
50,25,0.5,0.9823999999999999,0.9852972332015811,0.96,0.96,0.05034301315999439,0.18020155727236176,prelor_vs_lor_task2,gcc_regime_plus_confounds,"fd_mean,fd_max,esc_mean,esc_max,plas_mean,plas_max,R_phase_mean,D_eff_mean,M_tau_mean,Pi_fMRI"
50,25,0.5,0.9808,0.9834790513833993,0.94,0.94,0.05217210322640518,0.17980919113456195,prelor_vs_lor_task2,full_standard_plus_gcc,"fd_mean,fd_max,esc_mean,esc_max,plas_mean,plas_max,mean_fc,mean_abs_fc,R_phase_mean,D_eff_mean,M_tau_mean,Pi_fMRI"
38,19,0.5,0.9556786703601108,0.9674855554678798,0.9210526315789473,0.9210526315789473,0.07842333065433685,0.26255704513648687,lor_vs_ror_task3,confounds_motion_propofol,"fd_mean,fd_max,esc_mean,esc_max,plas_mean,plas_max"
38,19,0.5,0.9778393351800554,0.9804039083215281,0.8947368421052632,0.8947368421052632,0.07101679495972327,0.21712616353783987,lor_vs_ror_task3,standard_fc_plus_confounds,"fd_mean,fd_max,esc_mean,esc_max,plas_mean,plas_max,mean_fc,mean_abs_fc"
38,19,0.5,0.9778393351800554,0.9792842176743102,0.8947368421052632,0.8947368421052632,0.0665255924547256,0.2023564451087814,lor_vs_ror_task3,gcc_core_plus_confounds,"fd_mean,fd_max,esc_mean,esc_max,plas_mean,plas_max,R_phase_mean,D_eff_mean,M_tau_mean"
38,19,0.5,0.9861495844875346,0.986800334168755,0.8947368421052632,0.8947368421052632,0.055456762772284465,0.1784839959733287,lor_vs_ror_task3,gcc_regime_plus_confounds,"fd_mean,fd_max,esc_mean,esc_max,plas_mean,plas_max,R_phase_mean,D_eff_mean,M_tau_mean,Pi_fMRI"
38,19,0.5,0.9833795013850415,0.9846358320042528,0.8947368421052632,0.8947368421052632,0.057645854802729636,0.18089647209877202,lor_vs_ror_task3,full_standard_plus_gcc,"fd_mean,fd_max,esc_mean,esc_max,plas_mean,plas_max,mean_fc,mean_abs_fc,R_phase_mean,D_eff_mean,M_tau_mean,Pi_fMRI"
50,25,0.5,1.0,1.0,0.98,0.98,0.015192538353915836,0.07389784744442993,base1_vs_base2_control,confounds_motion_propofol,"fd_mean,fd_max,esc_mean,esc_max,plas_mean,plas_max"
50,25,0.5,1.0,1.0,0.96,0.96,0.01811751647871637,0.08057330602554266,base1_vs_base2_control,standard_fc_plus_confounds,"fd_mean,fd_max,esc_mean,esc_max,plas_mean,plas_max,mean_fc,mean_abs_fc"
50,25,0.5,1.0,1.0,0.96,0.96,0.01921031807239281,0.08290946472076074,base1_vs_base2_control,gcc_core_plus_confounds,"fd_mean,fd_max,esc_mean,esc_max,plas_mean,plas_max,R_phase_mean,D_eff_mean,M_tau_mean"
50,25,0.5,1.0,1.0,0.98,0.98,0.014188763295264879,0.06766167092057297,base1_vs_base2_control,gcc_regime_plus_confounds,"fd_mean,fd_max,esc_mean,esc_max,plas_mean,plas_max,R_phase_mean,D_eff_mean,M_tau_mean,Pi_fMRI"
50,25,0.5,1.0,1.0,0.98,0.98,0.014100736111185246,0.06778771343824147,base1_vs_base2_control,full_standard_plus_gcc,"fd_mean,fd_max,esc_mean,esc_max,plas_mean,plas_max,mean_fc,mean_abs_fc,R_phase_mean,D_eff_mean,M_tau_mean,Pi_fMRI"
