fold_id,model,n_test,mae,rmse,r2,spearman_rho,pearson_r
17,D_p1_core_true_backbone,12,3.8039578278729276,4.966731738824556,-0.07156955650811403,0.2007800501741213,0.31831469817793406
17,E_standard_plus_p1,12,3.9109031228974676,5.117404827505122,-0.13757099012804597,0.16851182782470894,0.24881102061706778
17,F_random_backbone_control,12,3.6810249247891558,5.049998993609682,-0.10780046344074412,0.2545604207564752,0.2888724969249957
18,A_clinical,12,3.0090810045224052,4.975929322802059,0.07989118501288373,0.4623379101980461,0.3541884631681888
18,B_global_activity,12,2.827880777997526,4.936888821635154,0.09427265596005041,0.44816975485294935,0.34498379236056614
18,C_standard_eeg_fc,12,3.3727675060279267,5.124714387296252,0.02404427163973888,0.2868286431058876,0.1596128199314265
18,D_p1_core_true_backbone,12,3.25858739011514,4.647776221851535,0.19724835395849594,0.6059255085611874,0.45257884647301944
18,E_standard_plus_p1,12,3.558599927486162,5.320492540877143,-0.051948460997218504,-0.38721866819294826,-0.2862321781898937
18,F_random_backbone_control,12,3.2127370818827146,5.11799411175243,0.02660222533618406,0.32626758153294716,0.1953579565064711
19,A_clinical,11,2.324174903967266,2.707042787481252,0.13238966825463183,0.5834333819291009,0.538188173062257
19,B_global_activity,11,3.230531642261964,3.5321079067873136,-0.47707449910755817,0.3982164352849419,0.19447910007527663
19,C_standard_eeg_fc,11,3.6784045230272806,4.24592582486401,-1.1344170443638957,0.12039101531870335,0.052913139405994944
19,D_p1_core_true_backbone,11,2.6311886993920823,2.9902195644388723,-0.058621309461754256,0.6112159239257248,0.5526996324937758
19,E_standard_plus_p1,11,2.8011759401070604,3.0675758198834133,-0.11410233923555824,0.379694740620526,0.2720011617538102
19,F_random_backbone_control,11,3.3736783003399924,3.72464369555951,-0.6424945692009933,0.15743440464753516,-0.06664884242524052
20,A_clinical,12,3.049929711706977,3.7294353020710282,0.24363631993351909,0.46758197464428375,0.4936664060931445
20,B_global_activity,12,3.3042388674416743,4.223937290392779,0.029759419344191906,0.3160190761201451,0.2549630186251016
20,C_standard_eeg_fc,12,4.318254150363869,5.13317503252964,-0.4329025572886469,-0.1634581428207647,-0.189306832550714
20,D_p1_core_true_backbone,12,4.060611150623743,4.6392835427362416,-0.17043242362012068,-0.007264806347589542,0.03569740433634105
20,E_standard_plus_p1,12,4.0842930862486195,5.006967207565392,-0.36330806984118813,-0.3523431078580928,-0.25600576145881326
20,F_random_backbone_control,12,3.7565901669296338,4.459506080898004,-0.08147885419997869,0.0653832571283059,0.06399766650739219
21,A_clinical,12,4.103849449598754,6.018041512401664,0.11350967110683008,0.3607349917608784,0.41210621270806724
21,B_global_activity,12,4.095454299309634,6.107317427853157,0.08701292406995043,0.3730494447970151,0.3265281143671072
21,C_standard_eeg_fc,12,4.5339292127562,6.2636365761904,0.0396782908657165,0.2593581854303057,0.23802355779819925
21,D_p1_core_true_backbone,12,4.275790879354097,5.784524611236437,0.18097154566853513,0.4405536300459988,0.49532712052511485
21,E_standard_plus_p1,12,4.584631929889901,6.192869976385364,0.06125515036617424,0.1883011483261124,0.3015188098558393
21,F_random_backbone_control,12,4.186660944358472,6.128421167001294,0.0806923977525873,0.22382966687820907,0.31862694193811425
22,A_clinical,12,3.309374832980707,3.558276170319617,-1.0079641187379726,-0.21672092057694528,0.027262599464833018
22,B_global_activity,12,3.420192820053714,3.6850260483803003,-1.1535639259061141,-0.16615270577565805,-0.038889543727445186
22,C_standard_eeg_fc,12,3.168729328084749,3.6447473275473032,-1.1067426913650906,0.007224030685898175,0.05393685433089397
22,D_p1_core_true_backbone,12,2.7859727627334823,3.2766295832469448,-0.7026733538728,-0.0288961227435927,0.12800024388756642
22,E_standard_plus_p1,12,2.9255265747621713,3.5053447374991973,-0.9486691728355918,-0.01806007671474544,0.058869451507864004
22,F_random_backbone_control,12,2.899729782120834,3.1674015237011828,-0.5910465499753508,-0.1806007671474544,-0.09940276903014833
23,A_clinical,12,2.998409976437521,3.5891762729597776,0.2673638112771124,0.7993513083739635,0.7656924623681038
23,B_global_activity,12,3.0225166234810943,3.4583895695888427,0.3197843555426976,0.8227778098887566,0.7846562499066077
23,C_standard_eeg_fc,12,3.758514950014366,4.37435137615524,-0.08824359973864904,0.3262739590938173,0.38469865845899126
23,D_p1_core_true_backbone,12,3.615606922370258,4.195697530653859,-0.0011684039090928966,0.7305699518839821,0.655099193836811
23,E_standard_plus_p1,12,3.7476556842085746,4.360876623222555,-0.08154947429207304,0.4326676414070186,0.48968112293919747
23,F_random_backbone_control,12,3.7542230419141234,4.372932984345861,-0.08753798401402846,0.5816187966455004,0.5496164019899836
24,A_clinical,11,1.6754522271337615,2.2827337011524325,0.5011743265857381,0.7054902561396371,0.747918111741666
24,B_global_activity,11,1.8251205757137294,2.421788643736668,0.43855040472566587,0.7426213222522495,0.7536260229854611
24,C_standard_eeg_fc,11,2.024992687463719,2.3984750556811893,0.44930807458883626,0.5384004586328809,0.6900985527955688
24,D_p1_core_true_backbone,11,1.8008377950148917,2.383322810960331,0.4562440330929538,0.7286971724600199,0.7390949795495242
24,E_standard_plus_p1,11,2.8532256235138367,3.276909667544132,-0.0279387446823951,0.6822833398192543,0.6559612262346365
24,F_random_backbone_control,11,2.862895461545632,3.293138263296397,-0.03814550171171205,0.6497936569707183,0.6465335245151994
25,A_clinical,12,3.060615568923487,3.408668169931993,-0.9099756755135653,-0.052762168345074814,0.050284657508560246
