node_id,dn_name,dn_fsname,dn_region,dn_hemisphere
472,rh.superiortemporal_5,superiortemporal_5,cortical,right
473,rh.superiortemporal_11,superiortemporal_11,cortical,right
474,rh.superiortemporal_3,superiortemporal_3,cortical,right
475,rh.superiortemporal_17,superiortemporal_17,cortical,right
476,rh.superiortemporal_18,superiortemporal_18,cortical,right
477,rh.superiortemporal_8,superiortemporal_8,cortical,right
478,rh.superiortemporal_4,superiortemporal_4,cortical,right
479,rh.superiortemporal_23,superiortemporal_23,cortical,right
480,rh.superiortemporal_20,superiortemporal_20,cortical,right
481,rh.superiortemporal_10,superiortemporal_10,cortical,right
482,rh.superiortemporal_1,superiortemporal_1,cortical,right
483,rh.transversetemporal_1,transversetemporal_1,cortical,right
484,rh.transversetemporal_2,transversetemporal_2,cortical,right
485,rh.transversetemporal_3,transversetemporal_3,cortical,right
486,rh.insula_16,insula_16,cortical,right
487,rh.insula_13,insula_13,cortical,right
488,rh.insula_6,insula_6,cortical,right
489,rh.insula_4,insula_4,cortical,right
490,rh.insula_5,insula_5,cortical,right
491,rh.insula_15,insula_15,cortical,right
492,rh.insula_8,insula_8,cortical,right
493,rh.insula_11,insula_11,cortical,right
494,rh.insula_10,insula_10,cortical,right
495,rh.insula_1,insula_1,cortical,right
496,rh.insula_7,insula_7,cortical,right
497,rh.insula_14,insula_14,cortical,right
498,rh.insula_3,insula_3,cortical,right
499,rh.insula_2,insula_2,cortical,right
500,rh.insula_12,insula_12,cortical,right
501,rh.insula_9,insula_9,cortical,right
502,Right-Thalamus-Proper,Right-Thalamus-Proper,subcortical,right
503,Right-Caudate,Right-Caudate,subcortical,right
504,Right-Putamen,Right-Putamen,subcortical,right
505,Right-Pallidum,Right-Pallidum,subcortical,right
506,Right-Accumbens-area,Right-Accumbens-area,subcortical,right
507,Right-Hippocampus,Right-Hippocampus,subcortical,right
508,Right-Amygdala,Right-Amygdala,subcortical,right
509,lh.lateralorbitofrontal_9,lateralorbitofrontal_9,cortical,left
510,lh.lateralorbitofrontal_4,lateralorbitofrontal_4,cortical,left
511,lh.lateralorbitofrontal_6,lateralorbitofrontal_6,cortical,left
512,lh.lateralorbitofrontal_3,lateralorbitofrontal_3,cortical,left
513,lh.lateralorbitofrontal_13,lateralorbitofrontal_13,cortical,left
514,lh.lateralorbitofrontal_2,lateralorbitofrontal_2,cortical,left
515,lh.lateralorbitofrontal_16,lateralorbitofrontal_16,cortical,left
516,lh.lateralorbitofrontal_7,lateralorbitofrontal_7,cortical,left
517,lh.lateralorbitofrontal_10,lateralorbitofrontal_10,cortical,left
518,lh.lateralorbitofrontal_12,lateralorbitofrontal_12,cortical,left
519,lh.lateralorbitofrontal_14,lateralorbitofrontal_14,cortical,left
520,lh.lateralorbitofrontal_11,lateralorbitofrontal_11,cortical,left
521,lh.lateralorbitofrontal_8,lateralorbitofrontal_8,cortical,left
522,lh.lateralorbitofrontal_5,lateralorbitofrontal_5,cortical,left
523,lh.lateralorbitofrontal_1,lateralorbitofrontal_1,cortical,left
524,lh.lateralorbitofrontal_15,lateralorbitofrontal_15,cortical,left
525,lh.parsorbitalis_3,parsorbitalis_3,cortical,left
526,lh.parsorbitalis_2,parsorbitalis_2,cortical,left
527,lh.parsorbitalis_1,parsorbitalis_1,cortical,left
528,lh.parsorbitalis_4,parsorbitalis_4,cortical,left
529,lh.frontalpole_1,frontalpole_1,cortical,left
530,lh.frontalpole_2,frontalpole_2,cortical,left
531,lh.medialorbitofrontal_6,medialorbitofrontal_6,cortical,left
532,lh.medialorbitofrontal_8,medialorbitofrontal_8,cortical,left
533,lh.medialorbitofrontal_4,medialorbitofrontal_4,cortical,left
534,lh.medialorbitofrontal_5,medialorbitofrontal_5,cortical,left
535,lh.medialorbitofrontal_3,medialorbitofrontal_3,cortical,left
536,lh.medialorbitofrontal_10,medialorbitofrontal_10,cortical,left
537,lh.medialorbitofrontal_9,medialorbitofrontal_9,cortical,left
538,lh.medialorbitofrontal_7,medialorbitofrontal_7,cortical,left
539,lh.medialorbitofrontal_1,medialorbitofrontal_1,cortical,left
540,lh.medialorbitofrontal_2,medialorbitofrontal_2,cortical,left
541,lh.parstriangularis_3,parstriangularis_3,cortical,left
542,lh.parstriangularis_4,parstriangularis_4,cortical,left
543,lh.parstriangularis_7,parstriangularis_7,cortical,left
544,lh.parstriangularis_5,parstriangularis_5,cortical,left
545,lh.parstriangularis_6,parstriangularis_6,cortical,left
546,lh.parstriangularis_2,parstriangularis_2,cortical,left
547,lh.parstriangularis_1,parstriangularis_1,cortical,left
548,lh.parsopercularis_6,parsopercularis_6,cortical,left
549,lh.parsopercularis_7,parsopercularis_7,cortical,left
550,lh.parsopercularis_2,parsopercularis_2,cortical,left
551,lh.parsopercularis_9,parsopercularis_9,cortical,left
552,lh.parsopercularis_8,parsopercularis_8,cortical,left
553,lh.parsopercularis_4,parsopercularis_4,cortical,left
554,lh.parsopercularis_10,parsopercularis_10,cortical,left
555,lh.parsopercularis_3,parsopercularis_3,cortical,left
556,lh.parsopercularis_5,parsopercularis_5,cortical,left
557,lh.parsopercularis_1,parsopercularis_1,cortical,left
558,lh.rostralmiddlefrontal_17,rostralmiddlefrontal_17,cortical,left
559,lh.rostralmiddlefrontal_15,rostralmiddlefrontal_15,cortical,left
560,lh.rostralmiddlefrontal_13,rostralmiddlefrontal_13,cortical,left
561,lh.rostralmiddlefrontal_9,rostralmiddlefrontal_9,cortical,left
562,lh.rostralmiddlefrontal_19,rostralmiddlefrontal_19,cortical,left
563,lh.rostralmiddlefrontal_16,rostralmiddlefrontal_16,cortical,left
564,lh.rostralmiddlefrontal_6,rostralmiddlefrontal_6,cortical,left
565,lh.rostralmiddlefrontal_22,rostralmiddlefrontal_22,cortical,left
566,lh.rostralmiddlefrontal_4,rostralmiddlefrontal_4,cortical,left
567,lh.rostralmiddlefrontal_26,rostralmiddlefrontal_26,cortical,left
568,lh.rostralmiddlefrontal_18,rostralmiddlefrontal_18,cortical,left
569,lh.rostralmiddlefrontal_24,rostralmiddlefrontal_24,cortical,left
570,lh.rostralmiddlefrontal_5,rostralmiddlefrontal_5,cortical,left
571,lh.rostralmiddlefrontal_10,rostralmiddlefrontal_10,cortical,left
572,lh.rostralmiddlefrontal_21,rostralmiddlefrontal_21,cortical,left
573,lh.rostralmiddlefrontal_23,rostralmiddlefrontal_23,cortical,left
574,lh.rostralmiddlefrontal_12,rostralmiddlefrontal_12,cortical,left
575,lh.rostralmiddlefrontal_11,rostralmiddlefrontal_11,cortical,left
576,lh.rostralmiddlefrontal_8,rostralmiddlefrontal_8,cortical,left
577,lh.rostralmiddlefrontal_20,rostralmiddlefrontal_20,cortical,left
578,lh.rostralmiddlefrontal_7,rostralmiddlefrontal_7,cortical,left
579,lh.rostralmiddlefrontal_14,rostralmiddlefrontal_14,cortical,left
580,lh.rostralmiddlefrontal_3,rostralmiddlefrontal_3,cortical,left
581,lh.rostralmiddlefrontal_2,rostralmiddlefrontal_2,cortical,left
582,lh.rostralmiddlefrontal_25,rostralmiddlefrontal_25,cortical,left
583,lh.rostralmiddlefrontal_1,rostralmiddlefrontal_1,cortical,left
584,lh.superiorfrontal_11,superiorfrontal_11,cortical,left
585,lh.superiorfrontal_32,superiorfrontal_32,cortical,left
586,lh.superiorfrontal_8,superiorfrontal_8,cortical,left
587,lh.superiorfrontal_14,superiorfrontal_14,cortical,left
588,lh.superiorfrontal_16,superiorfrontal_16,cortical,left
589,lh.superiorfrontal_10,superiorfrontal_10,cortical,left
590,lh.superiorfrontal_35,superiorfrontal_35,cortical,left
591,lh.superiorfrontal_42,superiorfrontal_42,cortical,left
592,lh.superiorfrontal_24,superiorfrontal_24,cortical,left
593,lh.superiorfrontal_39,superiorfrontal_39,cortical,left
594,lh.superiorfrontal_23,superiorfrontal_23,cortical,left
595,lh.superiorfrontal_9,superiorfrontal_9,cortical,left
596,lh.superiorfrontal_1,superiorfrontal_1,cortical,left
597,lh.superiorfrontal_38,superiorfrontal_38,cortical,left
598,lh.superiorfrontal_45,superiorfrontal_45,cortical,left
599,lh.superiorfrontal_12,superiorfrontal_12,cortical,left
600,lh.superiorfrontal_4,superiorfrontal_4,cortical,left
601,lh.superiorfrontal_21,superiorfrontal_21,cortical,left
602,lh.superiorfrontal_29,superiorfrontal_29,cortical,left
603,lh.superiorfrontal_44,superiorfrontal_44,cortical,left
604,lh.superiorfrontal_19,superiorfrontal_19,cortical,left
605,lh.superiorfrontal_30,superiorfrontal_30,cortical,left
606,lh.superiorfrontal_28,superiorfrontal_28,cortical,left
607,lh.superiorfrontal_22,superiorfrontal_22,cortical,left
608,lh.superiorfrontal_27,superiorfrontal_27,cortical,left
609,lh.superiorfrontal_20,superiorfrontal_20,cortical,left
610,lh.superiorfrontal_37,superiorfrontal_37,cortical,left
611,lh.superiorfrontal_40,superiorfrontal_40,cortical,left
612,lh.superiorfrontal_36,superiorfrontal_36,cortical,left
613,lh.superiorfrontal_7,superiorfrontal_7,cortical,left
614,lh.superiorfrontal_2,superiorfrontal_2,cortical,left
615,lh.superiorfrontal_18,superiorfrontal_18,cortical,left
616,lh.superiorfrontal_34,superiorfrontal_34,cortical,left
617,lh.superiorfrontal_33,superiorfrontal_33,cortical,left
618,lh.superiorfrontal_3,superiorfrontal_3,cortical,left
619,lh.superiorfrontal_31,superiorfrontal_31,cortical,left
620,lh.superiorfrontal_25,superiorfrontal_25,cortical,left
621,lh.superiorfrontal_5,superiorfrontal_5,cortical,left
622,lh.superiorfrontal_15,superiorfrontal_15,cortical,left
623,lh.superiorfrontal_43,superiorfrontal_43,cortical,left
624,lh.superiorfrontal_26,superiorfrontal_26,cortical,left
625,lh.superiorfrontal_6,superiorfrontal_6,cortical,left
626,lh.superiorfrontal_13,superiorfrontal_13,cortical,left
627,lh.superiorfrontal_17,superiorfrontal_17,cortical,left
628,lh.superiorfrontal_41,superiorfrontal_41,cortical,left
629,lh.caudalmiddlefrontal_9,caudalmiddlefrontal_9,cortical,left
630,lh.caudalmiddlefrontal_8,caudalmiddlefrontal_8,cortical,left
631,lh.caudalmiddlefrontal_1,caudalmiddlefrontal_1,cortical,left
632,lh.caudalmiddlefrontal_13,caudalmiddlefrontal_13,cortical,left
633,lh.caudalmiddlefrontal_5,caudalmiddlefrontal_5,cortical,left
634,lh.caudalmiddlefrontal_3,caudalmiddlefrontal_3,cortical,left
635,lh.caudalmiddlefrontal_6,caudalmiddlefrontal_6,cortical,left
636,lh.caudalmiddlefrontal_11,caudalmiddlefrontal_11,cortical,left
637,lh.caudalmiddlefrontal_4,caudalmiddlefrontal_4,cortical,left
638,lh.caudalmiddlefrontal_12,caudalmiddlefrontal_12,cortical,left
639,lh.caudalmiddlefrontal_7,caudalmiddlefrontal_7,cortical,left
640,lh.caudalmiddlefrontal_2,caudalmiddlefrontal_2,cortical,left
641,lh.caudalmiddlefrontal_10,caudalmiddlefrontal_10,cortical,left
642,lh.precentral_31,precentral_31,cortical,left
643,lh.precentral_30,precentral_30,cortical,left
644,lh.precentral_12,precentral_12,cortical,left
645,lh.precentral_17,precentral_17,cortical,left
646,lh.precentral_24,precentral_24,cortical,left
647,lh.precentral_33,precentral_33,cortical,left
648,lh.precentral_3,precentral_3,cortical,left
649,lh.precentral_19,precentral_19,cortical,left
650,lh.precentral_26,precentral_26,cortical,left
651,lh.precentral_21,precentral_21,cortical,left
652,lh.precentral_10,precentral_10,cortical,left
653,lh.precentral_2,precentral_2,cortical,left
654,lh.precentral_16,precentral_16,cortical,left
655,lh.precentral_35,precentral_35,cortical,left
656,lh.precentral_9,precentral_9,cortical,left
657,lh.precentral_4,precentral_4,cortical,left
658,lh.precentral_13,precentral_13,cortical,left
659,lh.precentral_14,precentral_14,cortical,left
660,lh.precentral_5,precentral_5,cortical,left
661,lh.precentral_6,precentral_6,cortical,left
662,lh.precentral_25,precentral_25,cortical,left
663,lh.precentral_27,precentral_27,cortical,left
664,lh.precentral_20,precentral_20,cortical,left
665,lh.precentral_29,precentral_29,cortical,left
666,lh.precentral_11,precentral_11,cortical,left
667,lh.precentral_18,precentral_18,cortical,left
668,lh.precentral_8,precentral_8,cortical,left
669,lh.precentral_15,precentral_15,cortical,left
670,lh.precentral_32,precentral_32,cortical,left
671,lh.precentral_1,precentral_1,cortical,left
672,lh.precentral_22,precentral_22,cortical,left
673,lh.precentral_7,precentral_7,cortical,left
674,lh.precentral_34,precentral_34,cortical,left
675,lh.precentral_28,precentral_28,cortical,left
676,lh.precentral_23,precentral_23,cortical,left
677,lh.paracentral_7,paracentral_7,cortical,left
678,lh.paracentral_1,paracentral_1,cortical,left
679,lh.paracentral_8,paracentral_8,cortical,left
680,lh.paracentral_2,paracentral_2,cortical,left
681,lh.paracentral_10,paracentral_10,cortical,left
682,lh.paracentral_9,paracentral_9,cortical,left
683,lh.paracentral_3,paracentral_3,cortical,left
684,lh.paracentral_4,paracentral_4,cortical,left
685,lh.paracentral_6,paracentral_6,cortical,left
686,lh.paracentral_5,paracentral_5,cortical,left
687,lh.paracentral_11,paracentral_11,cortical,left
688,lh.rostralanteriorcingulate_1,rostralanteriorcingulate_1,cortical,left
689,lh.rostralanteriorcingulate_4,rostralanteriorcingulate_4,cortical,left
690,lh.rostralanteriorcingulate_3,rostralanteriorcingulate_3,cortical,left
691,lh.rostralanteriorcingulate_2,rostralanteriorcingulate_2,cortical,left
692,lh.rostralanteriorcingulate_5,rostralanteriorcingulate_5,cortical,left
693,lh.caudalanteriorcingulate_5,caudalanteriorcingulate_5,cortical,left
694,lh.caudalanteriorcingulate_4,caudalanteriorcingulate_4,cortical,left
695,lh.caudalanteriorcingulate_1,caudalanteriorcingulate_1,cortical,left
696,lh.caudalanteriorcingulate_2,caudalanteriorcingulate_2,cortical,left
697,lh.caudalanteriorcingulate_3,caudalanteriorcingulate_3,cortical,left
698,lh.posteriorcingulate_5,posteriorcingulate_5,cortical,left
699,lh.posteriorcingulate_4,posteriorcingulate_4,cortical,left
700,lh.posteriorcingulate_8,posteriorcingulate_8,cortical,left
701,lh.posteriorcingulate_2,posteriorcingulate_2,cortical,left
702,lh.posteriorcingulate_3,posteriorcingulate_3,cortical,left
703,lh.posteriorcingulate_6,posteriorcingulate_6,cortical,left
704,lh.posteriorcingulate_9,posteriorcingulate_9,cortical,left
705,lh.posteriorcingulate_7,posteriorcingulate_7,cortical,left
706,lh.posteriorcingulate_1,posteriorcingulate_1,cortical,left
707,lh.isthmuscingulate_4,isthmuscingulate_4,cortical,left
708,lh.isthmuscingulate_6,isthmuscingulate_6,cortical,left
709,lh.isthmuscingulate_7,isthmuscingulate_7,cortical,left
710,lh.isthmuscingulate_1,isthmuscingulate_1,cortical,left
711,lh.isthmuscingulate_5,isthmuscingulate_5,cortical,left
712,lh.isthmuscingulate_2,isthmuscingulate_2,cortical,left
713,lh.isthmuscingulate_3,isthmuscingulate_3,cortical,left
714,lh.postcentral_6,postcentral_6,cortical,left
715,lh.postcentral_23,postcentral_23,cortical,left
716,lh.postcentral_28,postcentral_28,cortical,left
717,lh.postcentral_2,postcentral_2,cortical,left
718,lh.postcentral_14,postcentral_14,cortical,left
719,lh.postcentral_24,postcentral_24,cortical,left
720,lh.postcentral_18,postcentral_18,cortical,left
721,lh.postcentral_25,postcentral_25,cortical,left
722,lh.postcentral_16,postcentral_16,cortical,left
723,lh.postcentral_21,postcentral_21,cortical,left
724,lh.postcentral_22,postcentral_22,cortical,left
725,lh.postcentral_29,postcentral_29,cortical,left
726,lh.postcentral_30,postcentral_30,cortical,left
727,lh.postcentral_13,postcentral_13,cortical,left
728,lh.postcentral_4,postcentral_4,cortical,left
729,lh.postcentral_17,postcentral_17,cortical,left
730,lh.postcentral_8,postcentral_8,cortical,left
731,lh.postcentral_31,postcentral_31,cortical,left
732,lh.postcentral_3,postcentral_3,cortical,left
733,lh.postcentral_1,postcentral_1,cortical,left
734,lh.postcentral_9,postcentral_9,cortical,left
735,lh.postcentral_26,postcentral_26,cortical,left
736,lh.postcentral_27,postcentral_27,cortical,left
737,lh.postcentral_12,postcentral_12,cortical,left
738,lh.postcentral_10,postcentral_10,cortical,left
739,lh.postcentral_20,postcentral_20,cortical,left
740,lh.postcentral_15,postcentral_15,cortical,left
741,lh.postcentral_11,postcentral_11,cortical,left
742,lh.postcentral_19,postcentral_19,cortical,left
743,lh.postcentral_5,postcentral_5,cortical,left
744,lh.postcentral_7,postcentral_7,cortical,left
745,lh.supramarginal_1,supramarginal_1,cortical,left
746,lh.supramarginal_7,supramarginal_7,cortical,left
747,lh.supramarginal_5,supramarginal_5,cortical,left
748,lh.supramarginal_14,supramarginal_14,cortical,left
749,lh.supramarginal_13,supramarginal_13,cortical,left
750,lh.supramarginal_2,supramarginal_2,cortical,left
751,lh.supramarginal_3,supramarginal_3,cortical,left
752,lh.supramarginal_12,supramarginal_12,cortical,left
753,lh.supramarginal_6,supramarginal_6,cortical,left
754,lh.supramarginal_11,supramarginal_11,cortical,left
755,lh.supramarginal_17,supramarginal_17,cortical,left
756,lh.supramarginal_4,supramarginal_4,cortical,left
757,lh.supramarginal_16,supramarginal_16,cortical,left
758,lh.supramarginal_15,supramarginal_15,cortical,left
759,lh.supramarginal_19,supramarginal_19,cortical,left
760,lh.supramarginal_8,supramarginal_8,cortical,left
761,lh.supramarginal_10,supramarginal_10,cortical,left
762,lh.supramarginal_9,supramarginal_9,cortical,left
763,lh.supramarginal_20,supramarginal_20,cortical,left
764,lh.supramarginal_21,supramarginal_21,cortical,left
765,lh.supramarginal_18,supramarginal_18,cortical,left
766,lh.superiorparietal_26,superiorparietal_26,cortical,left
767,lh.superiorparietal_24,superiorparietal_24,cortical,left
768,lh.superiorparietal_20,superiorparietal_20,cortical,left
769,lh.superiorparietal_27,superiorparietal_27,cortical,left
770,lh.superiorparietal_25,superiorparietal_25,cortical,left
771,lh.superiorparietal_13,superiorparietal_13,cortical,left
772,lh.superiorparietal_22,superiorparietal_22,cortical,left
773,lh.superiorparietal_8,superiorparietal_8,cortical,left
774,lh.superiorparietal_15,superiorparietal_15,cortical,left
775,lh.superiorparietal_12,superiorparietal_12,cortical,left
776,lh.superiorparietal_19,superiorparietal_19,cortical,left
777,lh.superiorparietal_21,superiorparietal_21,cortical,left
778,lh.superiorparietal_10,superiorparietal_10,cortical,left
779,lh.superiorparietal_16,superiorparietal_16,cortical,left
780,lh.superiorparietal_11,superiorparietal_11,cortical,left
781,lh.superiorparietal_18,superiorparietal_18,cortical,left
782,lh.superiorparietal_28,superiorparietal_28,cortical,left
783,lh.superiorparietal_14,superiorparietal_14,cortical,left
784,lh.superiorparietal_4,superiorparietal_4,cortical,left
785,lh.superiorparietal_6,superiorparietal_6,cortical,left
786,lh.superiorparietal_2,superiorparietal_2,cortical,left
787,lh.superiorparietal_5,superiorparietal_5,cortical,left
788,lh.superiorparietal_7,superiorparietal_7,cortical,left
789,lh.superiorparietal_3,superiorparietal_3,cortical,left
790,lh.superiorparietal_9,superiorparietal_9,cortical,left
791,lh.superiorparietal_1,superiorparietal_1,cortical,left
792,lh.superiorparietal_23,superiorparietal_23,cortical,left
793,lh.superiorparietal_17,superiorparietal_17,cortical,left
794,lh.superiorparietal_29,superiorparietal_29,cortical,left
795,lh.inferiorparietal_3,inferiorparietal_3,cortical,left
796,lh.inferiorparietal_16,inferiorparietal_16,cortical,left
797,lh.inferiorparietal_19,inferiorparietal_19,cortical,left
798,lh.inferiorparietal_6,inferiorparietal_6,cortical,left
799,lh.inferiorparietal_9,inferiorparietal_9,cortical,left
800,lh.inferiorparietal_10,inferiorparietal_10,cortical,left
801,lh.inferiorparietal_15,inferiorparietal_15,cortical,left
802,lh.inferiorparietal_8,inferiorparietal_8,cortical,left
803,lh.inferiorparietal_4,inferiorparietal_4,cortical,left
804,lh.inferiorparietal_5,inferiorparietal_5,cortical,left
805,lh.inferiorparietal_2,inferiorparietal_2,cortical,left
806,lh.inferiorparietal_18,inferiorparietal_18,cortical,left
807,lh.inferiorparietal_17,inferiorparietal_17,cortical,left
808,lh.inferiorparietal_21,inferiorparietal_21,cortical,left
809,lh.inferiorparietal_12,inferiorparietal_12,cortical,left
810,lh.inferiorparietal_22,inferiorparietal_22,cortical,left
811,lh.inferiorparietal_7,inferiorparietal_7,cortical,left
812,lh.inferiorparietal_11,inferiorparietal_11,cortical,left
813,lh.inferiorparietal_13,inferiorparietal_13,cortical,left
814,lh.inferiorparietal_14,inferiorparietal_14,cortical,left
815,lh.inferiorparietal_1,inferiorparietal_1,cortical,left
816,lh.inferiorparietal_20,inferiorparietal_20,cortical,left
817,lh.precuneus_14,precuneus_14,cortical,left
818,lh.precuneus_16,precuneus_16,cortical,left
819,lh.precuneus_1,precuneus_1,cortical,left
820,lh.precuneus_10,precuneus_10,cortical,left
821,lh.precuneus_8,precuneus_8,cortical,left
822,lh.precuneus_3,precuneus_3,cortical,left
823,lh.precuneus_20,precuneus_20,cortical,left
824,lh.precuneus_2,precuneus_2,cortical,left
825,lh.precuneus_4,precuneus_4,cortical,left
826,lh.precuneus_12,precuneus_12,cortical,left
827,lh.precuneus_13,precuneus_13,cortical,left
828,lh.precuneus_7,precuneus_7,cortical,left
829,lh.precuneus_17,precuneus_17,cortical,left
830,lh.precuneus_5,precuneus_5,cortical,left
831,lh.precuneus_22,precuneus_22,cortical,left
832,lh.precuneus_6,precuneus_6,cortical,left
833,lh.precuneus_11,precuneus_11,cortical,left
834,lh.precuneus_19,precuneus_19,cortical,left
835,lh.precuneus_21,precuneus_21,cortical,left
836,lh.precuneus_9,precuneus_9,cortical,left
837,lh.precuneus_15,precuneus_15,cortical,left
838,lh.precuneus_18,precuneus_18,cortical,left
839,lh.cuneus_5,cuneus_5,cortical,left
840,lh.cuneus_6,cuneus_6,cortical,left
841,lh.cuneus_1,cuneus_1,cortical,left
842,lh.cuneus_4,cuneus_4,cortical,left
843,lh.cuneus_2,cuneus_2,cortical,left
844,lh.cuneus_3,cuneus_3,cortical,left
845,lh.cuneus_7,cuneus_7,cortical,left
846,lh.pericalcarine_7,pericalcarine_7,cortical,left
847,lh.pericalcarine_1,pericalcarine_1,cortical,left
848,lh.pericalcarine_4,pericalcarine_4,cortical,left
849,lh.pericalcarine_2,pericalcarine_2,cortical,left
850,lh.pericalcarine_5,pericalcarine_5,cortical,left
851,lh.pericalcarine_3,pericalcarine_3,cortical,left
852,lh.pericalcarine_6,pericalcarine_6,cortical,left
853,lh.lateraloccipital_1,lateraloccipital_1,cortical,left
854,lh.lateraloccipital_20,lateraloccipital_20,cortical,left
855,lh.lateraloccipital_10,lateraloccipital_10,cortical,left
856,lh.lateraloccipital_6,lateraloccipital_6,cortical,left
857,lh.lateraloccipital_2,lateraloccipital_2,cortical,left
858,lh.lateraloccipital_4,lateraloccipital_4,cortical,left
859,lh.lateraloccipital_7,lateraloccipital_7,cortical,left
860,lh.lateraloccipital_11,lateraloccipital_11,cortical,left
861,lh.lateraloccipital_13,lateraloccipital_13,cortical,left
862,lh.lateraloccipital_12,lateraloccipital_12,cortical,left
863,lh.lateraloccipital_14,lateraloccipital_14,cortical,left
864,lh.lateraloccipital_15,lateraloccipital_15,cortical,left
865,lh.lateraloccipital_19,lateraloccipital_19,cortical,left
866,lh.lateraloccipital_3,lateraloccipital_3,cortical,left
867,lh.lateraloccipital_18,lateraloccipital_18,cortical,left
868,lh.lateraloccipital_22,lateraloccipital_22,cortical,left
869,lh.lateraloccipital_21,lateraloccipital_21,cortical,left
870,lh.lateraloccipital_23,lateraloccipital_23,cortical,left
871,lh.lateraloccipital_5,lateraloccipital_5,cortical,left
872,lh.lateraloccipital_17,lateraloccipital_17,cortical,left
873,lh.lateraloccipital_16,lateraloccipital_16,cortical,left
874,lh.lateraloccipital_9,lateraloccipital_9,cortical,left
875,lh.lateraloccipital_8,lateraloccipital_8,cortical,left
876,lh.lingual_14,lingual_14,cortical,left
877,lh.lingual_11,lingual_11,cortical,left
878,lh.lingual_3,lingual_3,cortical,left
879,lh.lingual_4,lingual_4,cortical,left
880,lh.lingual_16,lingual_16,cortical,left
881,lh.lingual_1,lingual_1,cortical,left
882,lh.lingual_8,lingual_8,cortical,left
883,lh.lingual_10,lingual_10,cortical,left
884,lh.lingual_6,lingual_6,cortical,left
885,lh.lingual_9,lingual_9,cortical,left
886,lh.lingual_13,lingual_13,cortical,left
887,lh.lingual_5,lingual_5,cortical,left
888,lh.lingual_2,lingual_2,cortical,left
889,lh.lingual_15,lingual_15,cortical,left
890,lh.lingual_12,lingual_12,cortical,left
891,lh.lingual_17,lingual_17,cortical,left
892,lh.lingual_7,lingual_7,cortical,left
893,lh.fusiform_12,fusiform_12,cortical,left
894,lh.fusiform_7,fusiform_7,cortical,left
895,lh.fusiform_17,fusiform_17,cortical,left
896,lh.fusiform_15,fusiform_15,cortical,left
897,lh.fusiform_6,fusiform_6,cortical,left
898,lh.fusiform_5,fusiform_5,cortical,left
899,lh.fusiform_10,fusiform_10,cortical,left
900,lh.fusiform_1,fusiform_1,cortical,left
901,lh.fusiform_11,fusiform_11,cortical,left
902,lh.fusiform_4,fusiform_4,cortical,left
903,lh.fusiform_16,fusiform_16,cortical,left
904,lh.fusiform_2,fusiform_2,cortical,left
905,lh.fusiform_3,fusiform_3,cortical,left
906,lh.fusiform_8,fusiform_8,cortical,left
907,lh.fusiform_9,fusiform_9,cortical,left
908,lh.fusiform_14,fusiform_14,cortical,left
909,lh.fusiform_13,fusiform_13,cortical,left
910,lh.fusiform_18,fusiform_18,cortical,left
911,lh.parahippocampal_3,parahippocampal_3,cortical,left
912,lh.parahippocampal_6,parahippocampal_6,cortical,left
913,lh.parahippocampal_1,parahippocampal_1,cortical,left
914,lh.parahippocampal_4,parahippocampal_4,cortical,left
915,lh.parahippocampal_5,parahippocampal_5,cortical,left
916,lh.parahippocampal_2,parahippocampal_2,cortical,left
917,lh.entorhinal_2,entorhinal_2,cortical,left
918,lh.entorhinal_1,entorhinal_1,cortical,left
919,lh.entorhinal_3,entorhinal_3,cortical,left
920,lh.temporalpole_2,temporalpole_2,cortical,left
921,lh.temporalpole_1,temporalpole_1,cortical,left
922,lh.temporalpole_3,temporalpole_3,cortical,left
923,lh.inferiortemporal_15,inferiortemporal_15,cortical,left
924,lh.inferiortemporal_11,inferiortemporal_11,cortical,left
925,lh.inferiortemporal_6,inferiortemporal_6,cortical,left
926,lh.inferiortemporal_2,inferiortemporal_2,cortical,left
927,lh.inferiortemporal_5,inferiortemporal_5,cortical,left
928,lh.inferiortemporal_8,inferiortemporal_8,cortical,left
929,lh.inferiortemporal_14,inferiortemporal_14,cortical,left
930,lh.inferiortemporal_13,inferiortemporal_13,cortical,left
931,lh.inferiortemporal_4,inferiortemporal_4,cortical,left
932,lh.inferiortemporal_1,inferiortemporal_1,cortical,left
933,lh.inferiortemporal_9,inferiortemporal_9,cortical,left
934,lh.inferiortemporal_3,inferiortemporal_3,cortical,left
935,lh.inferiortemporal_10,inferiortemporal_10,cortical,left
936,lh.inferiortemporal_12,inferiortemporal_12,cortical,left
937,lh.inferiortemporal_16,inferiortemporal_16,cortical,left
938,lh.inferiortemporal_7,inferiortemporal_7,cortical,left
939,lh.middletemporal_6,middletemporal_6,cortical,left
940,lh.middletemporal_16,middletemporal_16,cortical,left
941,lh.middletemporal_10,middletemporal_10,cortical,left
942,lh.middletemporal_7,middletemporal_7,cortical,left
943,lh.middletemporal_3,middletemporal_3,cortical,left
944,lh.middletemporal_1,middletemporal_1,cortical,left
945,lh.middletemporal_13,middletemporal_13,cortical,left
946,lh.middletemporal_8,middletemporal_8,cortical,left
947,lh.middletemporal_14,middletemporal_14,cortical,left
948,lh.middletemporal_5,middletemporal_5,cortical,left
949,lh.middletemporal_11,middletemporal_11,cortical,left
